77,10/1/2021,274,0.18, ,0, ,474, ,8.0, ,91.2, ,43.9, ,67.8, ,68, ,16, ,35, ,38.8, ,2.6, ,62.4, ,65.6, 
77,10/2/2021,275,0.18, ,0, ,469, ,8.5, ,94.1, ,47.8, ,69.5, ,66, ,15, ,35, ,40.4, ,2.7, ,65.6, ,66.1, 
77,10/3/2021,276,0.18, ,0, ,430, ,9.3, ,91.5, ,46.8, ,67.9, ,68, ,21, ,40, ,42.5, ,3.0, ,72.6, ,66.2, 
77,10/4/2021,277,0.18, ,0, ,449, ,8.3, ,92.8, ,44.7, ,66.7, ,68, ,16, ,37, ,39.7, ,2.8, ,67.8, ,65.9, 
77,10/5/2021,278,0.14, ,0, ,422, ,10.9, ,77.7, ,44.7, ,59.0, ,88, ,35, ,64, ,46.7, ,3.0, ,71.6, ,65.4, 
77,10/6/2021,279,0.11, ,0, ,320, ,10.1, ,74.9, ,44.2, ,58.1, ,89, ,27, ,61, ,44.9, ,2.9, ,68.9, ,64.7, 
77,10/7/2021,280,0.10, ,0, ,303, ,9.0, ,70.2, ,43.3, ,54.9, ,81, ,34, ,61, ,41.8, ,3.2, ,77.7, ,63.6, 
77,10/8/2021,281,0.13, ,0, ,437, ,9.4, ,70.0, ,40.0, ,54.1, ,93, ,38, ,66, ,43.0, ,3.9, ,92.7, ,63.0, 
77,10/9/2021,282,0.14, ,0, ,448,R,8.7, ,77.3, ,41.4, ,57.9, ,91, ,24, ,53, ,41.0, ,2.8, ,67.4, ,62.7, 
77,10/10/2021,283,0.15, ,0, ,442,R,8.7, ,82.1, ,38.4, ,58.7, ,87, ,26, ,51, ,40.8, ,3.2, ,77.0, ,62.4, 
77,10/11/2021,284,0.20, ,0, ,451,R,4.2, ,70.0, ,39.0, ,58.2, ,63, ,11, ,26, ,23.2, ,7.6,R,183.0,R,61.6, 
77,10/12/2021,285,0.18, ,0, ,450,R,3.6,Y,73.3, ,41.4, ,58.8, ,47, ,6, ,21,Y,19.1,Y,6.1,R,146.4,R,59.8, 
77,10/13/2021,286,0.10, ,0, ,327, ,7.9, ,71.8, ,37.6, ,53.4, ,90, ,31, ,56, ,38.3, ,2.7, ,64.6, ,58.9, 
77,10/14/2021,287,0.15, ,0, ,436,R,6.7, ,80.7, ,38.3, ,57.3, ,93, ,13, ,42, ,34.2, ,3.6, ,85.8, ,59.1, 
77,10/15/2021,288,0.14, ,0, ,427,R,6.2, ,84.6, ,35.6, ,59.2, ,72, ,14, ,36, ,32.4, ,2.6, ,62.1, ,59.2, 
77,10/16/2021,289,0.15, ,0, ,424,R,6.3, ,86.3, ,40.1, ,62.5, ,68, ,14, ,33, ,32.9, ,2.9, ,70.2, ,59.8, 
77,10/17/2021,290,0.10, ,0.17, ,335, ,8.9, ,69.4, ,39.2, ,52.4, ,87, ,42, ,66, ,41.4, ,3.8, ,90.9, ,59.6, 
77,10/18/2021,291,0.10, ,0.01,H,403, ,9.2, ,66.1, ,39.5, ,50.6, ,95, ,42, ,74, ,42.5, ,2.4, ,57.6, ,58.9, 
77,10/19/2021,292,0.10, ,0.09, ,341, ,8.8, ,67.0, ,35.4, ,51.8, ,95, ,39, ,67, ,41.1, ,3.4, ,81.7, ,58.2, 
77,10/20/2021,293,0.01, ,0.30, ,82, ,14.1, ,58.9, ,50.6, ,55.2, ,96, ,90, ,95, ,53.7, ,2.8, ,67.1, ,58.4, 
77,10/21/2021,294,0.02, ,0.37, ,96, ,17.3, ,66.0, ,57.1,Y,60.9, ,97, ,88, ,95, ,59.3, ,4.1, ,98.7, ,59.5, 
77,10/22/2021,295,0.08, ,0.60, ,292, ,13.4, ,66.3, ,54.2, ,59.4, ,94, ,60, ,77, ,52.3, ,4.1, ,98.4, ,61.0, 
77,10/23/2021,296,0.02, ,0.52, ,125, ,13.3, ,60.7, ,49.0, ,54.8, ,96, ,75, ,91, ,52.2, ,3.1, ,74.0, ,60.5, 
77,10/24/2021,297,0.00, ,6.50, ,22, ,15.2, ,62.3, ,54.1, ,57.9, ,96, ,87, ,93, ,55.8, ,5.0, ,120.6, ,59.5, 
77,10/25/2021,298,0.09, ,0.57, ,317, ,11.6, ,63.7, ,46.5, ,55.7, ,95, ,55, ,76, ,48.4, ,4.3, ,102.1, ,59.2, 
77,10/26/2021,299,0.04, ,0.00, ,171, ,12.8, ,62.4, ,48.3, ,55.5, ,95, ,67, ,85, ,51.1, ,2.1, ,49.6, ,58.8, 
77,10/27/2021,300,0.09, ,0, ,327, ,15.4, ,76.3, ,54.6, ,61.2, ,96, ,56, ,83, ,56.1, ,2.1, ,51.3, ,60.3, 
77,10/28/2021,301,0.10, ,0.01, ,344, ,15.0, ,82.7, ,49.3, ,61.8, ,97, ,41, ,80, ,55.4, ,2.1, ,51.0, ,61.4, 
77,10/29/2021,302,0.10, ,0.00, ,348, ,15.4, ,77.3, ,49.8, ,62.5, ,97, ,56, ,80, ,56.1, ,2.5, ,59.6, ,61.8, 
77,10/30/2021,303,0.06, ,0, ,219, ,14.1, ,66.2, ,53.5, ,57.9, ,97, ,68, ,86, ,53.8, ,3.1, ,74.5, ,62.2, 
77,10/31/2021,304,0.03, ,0.00, ,151, ,13.6, ,61.0, ,52.7, ,56.2, ,95, ,75, ,88, ,52.8, ,2.3, ,56.1, ,61.7, 
