237,10/1/2021,274,0.22, ,0, ,536,R,3.7, ,90.7, ,58.3, ,73.7, ,20, ,7, ,13, ,20.0, ,5.1, ,122.7, ,66.4, 
237,10/2/2021,275,0.22, ,0, ,517, ,4.7, ,93.3, ,59.4, ,76.0, ,22, ,8, ,15, ,25.7, ,4.7, ,114.0, ,65.6, 
237,10/3/2021,276,0.23, ,0, ,507, ,6.1, ,94.1, ,62.0, ,76.7, ,27, ,13, ,19, ,31.8, ,5.4, ,129.1, ,65.6, 
237,10/4/2021,277,0.14, ,0.07, ,304, ,8.6, ,89.1, ,61.0, ,72.2, ,70, ,16, ,32, ,40.6, ,4.9, ,117.3, ,65.7, 
237,10/5/2021,278,0.15, ,0.22, ,479, ,16.4, ,77.2, ,57.3, ,65.7, ,96, ,57, ,76, ,57.9, ,5.4, ,129.8, ,65.8, 
237,10/6/2021,279,0.09, ,0, ,310, ,16.9, ,75.1, ,56.0, ,63.6, ,98, ,59, ,84, ,58.8, ,3.6, ,87.2, ,66.2, 
237,10/7/2021,280,0.05, ,0, ,176, ,16.3, ,67.9, ,59.6, ,62.3, ,98, ,68, ,85, ,57.7, ,4.7, ,113.1, ,66.5, 
237,10/8/2021,281,0.07, ,0.49, ,279, ,15.5, ,65.9,Y,55.7, ,59.5, ,99, ,72, ,89, ,56.4, ,4.5, ,109.0, ,66.1, 
237,10/9/2021,282,0.14, ,0, ,481, ,13.7, ,72.8, ,51.9, ,60.5, ,98, ,48, ,76, ,52.9, ,3.8, ,90.9, ,65.5, 
237,10/10/2021,283,0.16, ,0, ,493,R,10.0, ,82.0, ,50.7, ,64.0, ,90, ,19, ,49, ,44.5, ,4.5, ,109.0, ,65.1, 
237,10/11/2021,284,0.13, ,0, ,370, ,10.3, ,67.3, ,48.3, ,57.8, ,81, ,29, ,63, ,45.4, ,8.1,R,193.7,R,64.5, 
237,10/12/2021,285,0.16, ,0, ,492,R,4.6, ,67.9, ,43.1, ,55.1,Y,47, ,15, ,31,Y,24.8,Y,5.3, ,127.4, ,62.7, 
237,10/13/2021,286,0.16, ,0, ,480,R,5.3, ,74.5, ,43.1, ,57.9, ,47, ,15, ,32, ,28.6, ,4.5, ,106.8, ,61.3, 
237,10/14/2021,287,0.16, ,0, ,475,R,5.6, ,80.4, ,47.1, ,63.3, ,48, ,16, ,28, ,29.7, ,4.3, ,102.0, ,61.0,Y
237,10/15/2021,288,0.22, ,0, ,481,R,3.9, ,84.3, ,54.8, ,70.5, ,28, ,7, ,15, ,21.3, ,6.6,Y,159.5,Y,61.3, 
237,10/16/2021,289,0.20, ,0, ,481,R,3.6, ,88.3, ,52.6, ,70.1, ,23, ,7, ,14, ,19.0, ,5.6, ,134.9, ,61.2, 
237,10/17/2021,290,0.18, ,0, ,466,R,7.1, ,77.8, ,53.0, ,63.2, ,90, ,15, ,36, ,35.8, ,5.5, ,132.3, ,61.1, 
237,10/18/2021,291,0.07, ,0.01, ,249, ,11.9, ,62.8,Y,44.7, ,55.1,Y,95, ,65, ,81,Y,49.2,Y,6.1, ,145.6, ,61.5, 
237,10/19/2021,292,0.12, ,0, ,460,R,9.3, ,71.0, ,40.6,Y,53.9,Y,96, ,30, ,65,Y,42.5,Y,4.0, ,95.0, ,60.7,Y
237,10/20/2021,293,0.14, ,0, ,446, ,9.4, ,76.3, ,44.5, ,59.4, ,85, ,22, ,54, ,43.0, ,4.6, ,109.2, ,60.5,Y
237,10/21/2021,294,0.15, ,0, ,449,R,9.1, ,82.4, ,49.8, ,64.0, ,68, ,20, ,45, ,42.2, ,4.3, ,104.0, ,60.8,Y
237,10/22/2021,295,0.13, ,0, ,422, ,10.1, ,74.1, ,48.3, ,59.9, ,98, ,35, ,57, ,44.8, ,4.4, ,106.1, ,61.1, 
237,10/23/2021,296,0.08, ,0, ,312, ,12.9, ,66.8, ,47.8, ,56.7, ,99, ,59, ,83, ,51.4, ,5.2, ,124.2, ,61.2, 
237,10/24/2021,297,0.12, ,0, ,412, ,13.1, ,73.8, ,50.9, ,60.2, ,94, ,47, ,74, ,51.8, ,3.4, ,82.8, ,61.6, 
237,10/25/2021,298,0.02, ,0.20, ,121, ,13.8, ,60.3,Y,50.1, ,54.8, ,98, ,78, ,94, ,53.2, ,4.7, ,113.4, ,61.9, 
237,10/26/2021,299,0.11, ,0, ,427,R,11.5, ,69.5, ,47.2, ,56.2, ,98, ,36, ,75, ,48.3, ,3.5, ,84.9, ,61.4, 
237,10/27/2021,300,0.13, ,0, ,421, ,9.1, ,84.0, ,49.3, ,65.1, ,75, ,19, ,43, ,42.1, ,4.1, ,99.5, ,61.3, 
237,10/28/2021,301,0.16, ,0, ,419, ,8.9, ,89.9, ,56.5, ,72.2, ,52, ,17, ,33, ,41.6, ,5.0, ,121.0, ,61.7, 
237,10/29/2021,302,0.16, ,0, ,417,R,8.9, ,85.2, ,58.9, ,70.1, ,50, ,22, ,35, ,41.4, ,5.0, ,121.1, ,62.2, 
237,10/30/2021,303,0.13, ,0, ,396, ,11.4, ,77.2, ,54.8, ,63.4, ,98, ,37, ,57, ,48.0, ,4.2, ,102.0, ,62.2, 
237,10/31/2021,304,0.10, ,0, ,357, ,13.2, ,71.7, ,50.0, ,58.2, ,99, ,46, ,80, ,51.9, ,3.8, ,91.8, ,62.4, 
