83,10/1/2021,274,0.19, ,0, ,460, ,9.8, ,91.9, ,38.3, ,62.8, ,96, ,19, ,50, ,43.9, ,3.4, ,81.2, ,62.2, 
83,10/2/2021,275,0.18, ,0, ,453, ,9.5, ,94.1, ,40.0, ,65.2, ,91, ,18, ,45, ,43.3, ,2.9, ,70.7, ,62.8, 
83,10/3/2021,276,0.18, ,0, ,450, ,9.7, ,94.9, ,39.1, ,64.6, ,92, ,20, ,47, ,43.8, ,3.1, ,74.8, ,62.9, 
83,10/4/2021,277,0.18, ,0, ,439, ,9.0, ,90.9, ,38.4, ,61.3, ,94, ,13, ,49, ,41.8, ,3.5, ,85.0, ,62.2, 
83,10/5/2021,278,0.09, ,0, ,291, ,12.1, ,69.6, ,42.1, ,55.6, ,97, ,55, ,80, ,49.5, ,4.0, ,97.0, ,62.2, 
83,10/6/2021,279,0.10, ,0, ,309, ,11.3, ,70.5, ,41.8, ,55.4, ,98, ,41, ,75, ,47.8, ,3.7, ,89.4, ,61.8, 
83,10/7/2021,280,0.09, ,0, ,271, ,9.7, ,67.7, ,37.7, ,52.0, ,92, ,47, ,73, ,43.8, ,3.5, ,84.2, ,60.7, 
83,10/8/2021,281,0.13, ,0, ,407, ,9.2, ,69.3, ,34.0, ,52.1, ,98, ,39, ,69, ,42.4, ,3.6, ,87.6, ,59.7, 
83,10/9/2021,282,0.14, ,0, ,431, ,9.1, ,75.7, ,39.4, ,55.5, ,93, ,35, ,61, ,42.2, ,3.0, ,72.6, ,59.7, 
83,10/10/2021,283,0.16, ,0, ,427, ,9.0, ,81.1, ,32.6, ,57.2, ,95, ,28, ,57, ,41.9, ,4.2, ,100.7, ,59.1, 
83,10/11/2021,284,0.21, ,0, ,434, ,6.3, ,72.7, ,41.0, ,60.0, ,62, ,21, ,35, ,32.6, ,10.0,R,239.3,R,58.1, 
83,10/12/2021,285,0.15, ,0, ,432,R,5.1, ,74.1, ,32.7, ,52.6, ,81, ,12, ,38, ,27.8, ,4.3, ,102.2, ,56.7, 
83,10/13/2021,286,0.13, ,0, ,375, ,8.5, ,70.6, ,33.1, ,52.7, ,84, ,39, ,63, ,40.3, ,3.5, ,84.4, ,57.0, 
83,10/14/2021,287,0.15, ,0, ,417, ,8.0, ,80.5, ,34.3, ,55.7, ,95, ,22, ,52, ,38.6, ,3.7, ,89.3, ,57.3, 
83,10/15/2021,288,0.14,R,0, ,412, ,6.9, ,86.2, ,32.2, ,57.1, ,91, ,16, ,43, ,34.9, ,2.5, ,60.3, ,57.0, 
83,10/16/2021,289,0.15, ,0, ,411, ,6.6, ,87.7, ,34.6, ,57.8, ,76, ,15, ,40, ,33.9, ,3.0, ,71.5, ,57.4, 
83,10/17/2021,290,0.06, ,0.11, ,197, ,9.7, ,65.7, ,31.2, ,48.1, ,97, ,59, ,85, ,43.7, ,4.2, ,101.0, ,56.4, 
83,10/18/2021,291,0.10, ,0, ,355, ,9.6, ,65.1, ,33.5, ,48.9, ,98, ,52, ,81, ,43.5, ,3.3, ,79.1, ,55.7, 
83,10/19/2021,292,0.11, ,0.57, ,295, ,10.1, ,67.6, ,38.8, ,53.3, ,98, ,39, ,73, ,44.8, ,5.8, ,140.0, ,56.4, 
83,10/20/2021,293,0.00, ,0.27, ,51, ,14.9, ,60.0, ,52.4, ,56.5, ,97, ,92, ,96, ,55.3, ,4.7, ,112.4, ,57.3, 
83,10/21/2021,294,0.01, ,0.53, ,70, ,18.2,Y,64.6, ,58.7,Y,61.8, ,98, ,92, ,97,Y,60.7,Y,6.3,Y,151.9,Y,59.4, 
83,10/22/2021,295,0.09, ,0.83, ,341, ,14.7, ,64.3, ,51.8, ,58.3, ,97, ,75, ,88, ,54.9, ,5.5, ,132.7, ,60.6, 
83,10/23/2021,296,0.02,R,1.06, ,103, ,14.4, ,61.8, ,50.8, ,55.6, ,98, ,83, ,95, ,54.3, ,4.7, ,112.7, ,59.8, 
83,10/24/2021,297,0.00, ,6.94, ,18, ,15.9, ,62.7, ,55.4,Y,58.4, ,98, ,93, ,95, ,57.1, ,10.7,R,257.3,R,59.7, 
83,10/25/2021,298,0.08, ,0.28, ,284, ,12.8, ,62.1, ,48.8, ,56.2, ,97, ,65, ,83, ,51.1, ,5.3, ,127.1, ,59.1, 
83,10/26/2021,299,0.02,R,0.04, ,119, ,13.8, ,59.2, ,49.1, ,54.8, ,97, ,87, ,94, ,53.2, ,2.7, ,63.8, ,58.6, 
83,10/27/2021,300,0.07, ,0, ,272, ,16.4, ,72.9, ,54.0, ,60.4, ,98, ,73, ,91, ,57.8, ,2.5, ,59.9, ,60.5, 
83,10/28/2021,301,0.10, ,0.00, ,336, ,15.4, ,82.3, ,48.7, ,61.3, ,98, ,48, ,83, ,56.2, ,2.1, ,49.7, ,60.9, 
83,10/29/2021,302,0.09, ,0, ,332, ,15.2, ,77.0, ,48.3, ,59.4, ,98, ,62, ,88, ,55.8, ,3.0, ,71.6, ,61.1, 
83,10/30/2021,303,0.04, ,0.11, ,170, ,14.9, ,63.1, ,54.2,Y,57.5, ,98, ,76, ,92, ,55.3, ,3.6, ,86.8, ,61.7, 
83,10/31/2021,304,0.02, ,0.04, ,118, ,14.7, ,62.0, ,54.9,Y,57.3, ,97, ,80, ,91, ,54.8, ,2.5, ,60.3, ,61.5, 
