257,10/1/2021,274,0.18, ,0, ,509, ,2.6,Y,88.0, ,43.7, ,66.2, ,29, ,5, ,12,Y,11.6,Y,3.2, ,77.5, ,--,S
257,10/2/2021,275,0.18, ,0, ,497, ,3.2, ,87.5, ,43.6, ,67.4, ,29, ,6, ,14, ,16.5, ,3.1, ,74.5, ,--,S
257,10/3/2021,276,0.18, ,0, ,494, ,4.4, ,92.2, ,47.8, ,70.3, ,35, ,9, ,18, ,24.3, ,3.0, ,72.1, ,--,S
257,10/4/2021,277,0.14, ,0, ,333, ,5.8, ,91.0, ,51.7, ,70.1, ,39, ,13, ,23, ,30.9, ,2.8, ,67.2, ,--,S
257,10/5/2021,278,0.12, ,0, ,290, ,8.2, ,84.3, ,59.3, ,70.7, ,43, ,23, ,32, ,39.3, ,3.2, ,76.2, ,--,S
257,10/6/2021,279,0.17, ,0, ,403, ,7.6, ,83.9, ,53.4, ,71.2, ,53, ,17, ,29, ,37.5, ,4.3, ,102.5, ,--,S
257,10/7/2021,280,0.17, ,0, ,417, ,8.8, ,81.2, ,58.8, ,68.7, ,56, ,23, ,37, ,41.3, ,5.5, ,131.2, ,--,S
257,10/8/2021,281,0.21, ,0, ,458, ,8.4, ,72.4, ,55.5, ,64.1, ,58, ,29, ,41, ,39.9, ,10.8, ,259.2, ,--,S
257,10/9/2021,282,0.15, ,0, ,473, ,5.0, ,76.5, ,41.8, ,60.0, ,58, ,16, ,28, ,27.2, ,3.5, ,83.8, ,--,S
257,10/10/2021,283,0.16, ,0, ,478,R,3.5, ,81.4, ,46.8, ,64.9, ,34, ,8, ,17, ,18.9, ,4.4, ,106.6, ,--,S
257,10/11/2021,284,0.22, ,0, ,371, ,4.0, ,69.9, ,45.2, ,59.0, ,37, ,12, ,23, ,21.7, ,12.2,Y,291.8,Y,--,S
257,10/12/2021,285,0.17, ,0, ,471,R,2.9, ,68.4, ,41.6, ,55.0, ,35, ,12, ,20, ,14.5, ,7.6, ,181.7, ,--,S
257,10/13/2021,286,0.11, ,0, ,459, ,3.0, ,69.9, ,36.3,Y,53.8,Y,39, ,12, ,21,Y,15.0,Y,1.5, ,36.5, ,--,S
257,10/14/2021,287,0.12, ,0, ,459,R,3.4, ,74.4, ,36.4,Y,55.3, ,46, ,11, ,23, ,18.3, ,1.9, ,44.7, ,--,S
257,10/15/2021,288,0.14,R,0, ,456,R,3.4, ,76.1, ,37.5,Y,58.2, ,47, ,10, ,20, ,17.8, ,3.1, ,73.5, ,--,S
257,10/16/2021,289,0.14, ,0, ,456,R,2.9, ,80.5, ,36.5,Y,59.1, ,41, ,6, ,17, ,14.4, ,3.0, ,72.5, ,--,S
257,10/17/2021,290,0.21,R,0, ,447,R,3.5, ,79.9, ,37.2,Y,60.7, ,36, ,8, ,19, ,18.7, ,8.2, ,196.3, ,--,S
257,10/18/2021,291,0.17, ,0, ,427, ,4.9, ,66.1, ,42.4, ,57.1, ,50, ,15, ,31, ,26.6, ,9.2, ,220.8, ,--,S
257,10/19/2021,292,0.11, ,0, ,438,R,4.2, ,69.9, ,31.7,Y,52.0,Y,63, ,15, ,32,Y,23.2,Y,2.2, ,52.7, ,--,S
257,10/20/2021,293,0.12, ,0, ,413, ,4.2, ,76.8, ,35.3,Y,55.3, ,54, ,14, ,28, ,22.9, ,2.6, ,63.1, ,--,S
257,10/21/2021,294,0.12, ,0, ,375, ,4.7, ,79.6, ,46.1, ,60.5, ,47, ,13, ,26, ,25.4, ,2.0, ,49.1, ,--,S
257,10/22/2021,295,0.19, ,0, ,407, ,6.1, ,81.2, ,39.2, ,61.7, ,51, ,11, ,33, ,32.0, ,8.1, ,195.3, ,--,S
257,10/23/2021,296,0.16, ,0, ,367, ,8.5, ,75.5, ,56.8, ,66.5, ,46, ,31, ,38, ,40.5, ,6.9, ,166.5, ,--,S
257,10/24/2021,297,0.15, ,0, ,292, ,9.5, ,79.1, ,50.2, ,65.6, ,61, ,31, ,44, ,43.2, ,8.1, ,195.1, ,--,S
257,10/25/2021,298,0.10, ,0.09, ,198, ,9.3, ,63.4, ,44.5, ,57.1, ,66, ,41, ,58, ,42.5, ,12.1,Y,291.4,Y,--,S
257,10/26/2021,299,0.10, ,0, ,407, ,6.4, ,67.8, ,35.2, ,51.7, ,81, ,22, ,49, ,33.0, ,2.9, ,69.2, ,--,S
257,10/27/2021,300,0.11, ,0, ,393, ,6.9, ,77.6, ,38.0, ,56.7, ,78, ,20, ,44, ,35.0, ,2.7, ,64.3, ,--,S
257,10/28/2021,301,0.13, ,0, ,396, ,7.6, ,81.4, ,42.4, ,61.4, ,77, ,19, ,41, ,37.4, ,3.7, ,89.1, ,--,S
257,10/29/2021,302,0.12, ,0, ,394, ,7.4, ,84.3, ,42.6, ,63.6, ,70, ,18, ,37, ,36.7, ,3.0, ,71.7, ,--,S
257,10/30/2021,303,0.15, ,0, ,348, ,6.9, ,83.9, ,42.6, ,65.9, ,68, ,15, ,32, ,35.1, ,4.9, ,118.5, ,--,S
257,10/31/2021,304,0.17, ,0, ,367, ,6.5, ,80.5, ,58.2,Y,68.4, ,45, ,11, ,27, ,33.4, ,6.1, ,146.7, ,--,S
