206,10/1/2021,274,0.16, ,0, ,437, ,10.9, ,89.9, ,47.9, ,68.5, ,85, ,20, ,46, ,46.8, ,3.1, ,73.6, ,72.0, 
206,10/2/2021,275,0.15, ,0, ,417, ,11.9, ,88.4, ,51.5, ,68.3, ,94, ,22, ,50, ,49.1, ,2.7, ,63.9, ,72.1, 
206,10/3/2021,276,0.11, ,0, ,319, ,11.7, ,81.6, ,49.6, ,64.7, ,95, ,27, ,56, ,48.6, ,2.5, ,60.5, ,71.9, 
206,10/4/2021,277,0.14, ,0, ,375, ,12.2, ,90.4, ,50.1, ,68.7, ,99, ,20, ,51, ,49.8, ,2.7, ,63.7, ,71.6, 
206,10/5/2021,278,0.16, ,0, ,368, ,11.8, ,83.8, ,52.5, ,68.2, ,92, ,28, ,50, ,49.0, ,5.0, ,119.3, ,71.7, 
206,10/6/2021,279,0.12, ,0, ,272, ,12.5, ,75.9, ,56.7, ,65.4, ,88, ,38, ,59, ,50.6, ,5.6, ,134.4, ,71.7, 
206,10/7/2021,280,0.13, ,0, ,311, ,9.0, ,73.4, ,51.7, ,62.2, ,68, ,33, ,47, ,41.7, ,5.6, ,133.4, ,71.0, 
206,10/8/2021,281,0.13, ,0.04, ,438, ,10.5, ,70.6, ,47.7, ,58.2, ,99, ,32, ,63, ,45.8, ,5.4, ,130.2, ,70.6, 
206,10/9/2021,282,0.14, ,0, ,445, ,10.8, ,71.1, ,43.0, ,57.3, ,100, ,35, ,67, ,46.5, ,4.4, ,106.5, ,69.2, 
206,10/10/2021,283,0.14, ,0, ,439, ,10.5, ,77.5, ,43.7, ,60.3, ,100, ,30, ,59, ,45.9, ,3.2, ,76.2, ,68.7, 
206,10/11/2021,284,0.26, ,0, ,402, ,6.1, ,68.7, ,47.0, ,59.4, ,95, ,19, ,35, ,32.0, ,14.4,R,346.1,R,66.9, 
206,10/12/2021,285,0.21, ,0, ,442,R,4.7,Y,68.8, ,42.0, ,55.9, ,61, ,18, ,31,Y,25.7,Y,10.7,R,256.3,R,66.2, 
206,10/13/2021,286,0.14, ,0, ,412, ,6.3, ,73.0, ,35.9,Y,55.3, ,98, ,18, ,42, ,32.7, ,4.1, ,98.6, ,66.6, 
206,10/14/2021,287,0.14, ,0, ,422, ,9.0, ,73.4, ,42.9, ,56.6, ,100, ,25, ,57, ,41.7, ,4.7, ,113.8, ,66.5, 
206,10/15/2021,288,0.13, ,0, ,413, ,8.8, ,82.0, ,42.6, ,60.1, ,90, ,22, ,50, ,41.2, ,2.7, ,64.0, ,66.5, 
206,10/16/2021,289,0.13, ,0, ,410, ,9.4, ,82.8, ,42.3, ,62.1, ,99, ,20, ,49, ,43.0, ,2.9, ,69.5, ,66.7, 
206,10/17/2021,290,0.16, ,0, ,339, ,7.8, ,80.8, ,49.0, ,62.5, ,81, ,17, ,40, ,38.0, ,7.1, ,171.4, ,66.9, 
206,10/18/2021,291,0.08, ,0, ,288, ,10.0, ,63.6,Y,42.0, ,53.1,Y,99, ,46, ,73,Y,44.6,Y,4.2, ,100.1, ,67.1, 
206,10/19/2021,292,0.11, ,0, ,362, ,9.1, ,69.7, ,37.2,Y,54.4, ,100, ,32, ,63, ,42.2, ,4.4, ,104.9, ,65.8, 
206,10/20/2021,293,0.09, ,0, ,199, ,9.7, ,73.6, ,55.3, ,63.4, ,73, ,30, ,49, ,43.8, ,4.5, ,107.0, ,66.7, 
206,10/21/2021,294,0.09, ,0.02, ,293, ,15.1, ,80.7, ,56.1, ,66.1, ,100, ,30, ,69, ,55.6, ,3.5, ,84.2, ,67.6, 
206,10/22/2021,295,0.02, ,0.24, ,141, ,16.9, ,62.8,Y,56.2, ,59.0, ,100, ,97, ,99, ,58.8, ,5.5, ,131.6, ,67.3, 
206,10/23/2021,296,0.09, ,0, ,338, ,14.4, ,67.9, ,54.0, ,60.5, ,99, ,54, ,80, ,54.2, ,4.7, ,112.1, ,66.6, 
206,10/24/2021,297,0.06, ,0.67, ,62, ,15.0, ,67.9, ,56.6, ,62.9, ,100, ,57, ,76, ,55.4, ,13.7,R,328.7,R,66.3, 
206,10/25/2021,298,0.07, ,1.06, ,284, ,14.5, ,64.2, ,49.2, ,56.7, ,100, ,66, ,92, ,54.5, ,6.0, ,144.3, ,65.1, 
206,10/26/2021,299,0.09, ,0, ,336, ,13.1, ,67.5, ,46.6, ,55.7, ,100, ,48, ,87, ,51.8, ,3.4, ,81.3, ,64.7, 
206,10/27/2021,300,0.08, ,0.00, ,328, ,16.6,Y,71.3, ,48.0, ,59.0, ,100, ,84, ,97,Y,58.2,Y,3.6, ,86.3, ,64.5, 
206,10/28/2021,301,0.09, ,0.01, ,360, ,18.0,Y,74.8, ,52.2, ,61.1, ,100, ,78, ,98,Y,60.6,Y,2.4, ,57.9, ,64.9, 
206,10/29/2021,302,0.08, ,0.01, ,341, ,19.1,R,76.7, ,51.9, ,62.7, ,100, ,76, ,--,R,--,I,2.5, ,59.9, ,65.2, 
206,10/30/2021,303,0.07, ,0.01, ,303, ,18.4,Y,73.7, ,52.6, ,61.7, ,100, ,80, ,98,Y,61.2,Y,4.1, ,97.9, ,65.3, 
206,10/31/2021,304,0.08, ,0, ,330, ,15.8, ,68.4, ,50.8, ,58.9, ,100, ,69, ,93, ,56.8, ,3.8, ,90.5, ,65.2, 
