220,10/1/2021,274,0.17, ,0, ,502, ,4.7, ,100.5, ,43.8, ,67.9, ,47, ,9, ,20, ,25.4, ,2.2, ,53.9, ,64.1, 
220,10/2/2021,275,0.17, ,0, ,498, ,4.3, ,88.7, ,47.9, ,68.1, ,39, ,9, ,18, ,23.4, ,2.2, ,54.0, ,65.0, 
220,10/3/2021,276,0.18, ,0, ,476, ,5.3, ,90.9, ,50.3, ,71.8, ,32, ,13, ,20, ,28.3, ,2.6, ,62.7, ,66.7, 
220,10/4/2021,277,0.15, ,0.01, ,324, ,7.2, ,89.9, ,59.0, ,72.8, ,40, ,16, ,26, ,36.2, ,3.3, ,78.2, ,68.5, 
220,10/5/2021,278,0.18, ,0, ,466, ,11.6, ,83.6, ,63.6, ,70.8, ,55, ,26, ,45, ,48.4, ,5.3, ,127.6, ,69.4, 
220,10/6/2021,279,0.18, ,0, ,457, ,11.2, ,81.9, ,57.8, ,69.8, ,61, ,30, ,45, ,47.6, ,5.3, ,126.7, ,69.9, 
220,10/7/2021,280,0.11, ,0, ,320, ,13.0, ,71.8, ,58.6, ,63.2, ,82, ,51, ,66, ,51.5, ,6.9,Y,164.7,Y,68.9, 
220,10/8/2021,281,0.14, ,0, ,429, ,11.6, ,67.2, ,50.6, ,59.3, ,83, ,50, ,67, ,48.4, ,5.8, ,139.6, ,67.3, 
220,10/9/2021,282,0.15, ,0, ,467, ,6.3, ,75.3, ,41.8, ,58.3, ,74, ,20, ,38, ,32.9, ,2.9, ,69.2, ,65.6, 
220,10/10/2021,283,0.15, ,0, ,463, ,5.6, ,82.6, ,43.1, ,61.4, ,53, ,14, ,30, ,29.7, ,2.4, ,57.6, ,65.4, 
220,10/11/2021,284,0.18, ,0, ,431, ,4.5, ,65.8, ,47.6, ,56.4, ,42, ,21, ,29, ,24.7, ,7.9,Y,188.4,Y,61.7, 
220,10/12/2021,285,0.13, ,0, ,460, ,3.4, ,63.1,Y,38.3, ,50.7,Y,39, ,16, ,27,Y,17.9,Y,4.0, ,96.6, ,58.9, 
220,10/13/2021,286,0.13, ,0, ,443, ,3.4, ,76.5, ,34.2,Y,53.8, ,41, ,13, ,24, ,18.1, ,2.3, ,54.2, ,58.7, 
220,10/14/2021,287,0.13, ,0, ,440, ,4.5, ,74.0, ,39.1, ,56.1, ,59, ,15, ,30, ,24.8, ,2.5, ,59.7, ,58.9, 
220,10/15/2021,288,0.16, ,0, ,441, ,4.0, ,74.9, ,39.4, ,57.5, ,46, ,13, ,25, ,21.8, ,3.7, ,89.8, ,57.8,Y
220,10/16/2021,289,0.14, ,0, ,442, ,3.2, ,80.2, ,38.4, ,59.2, ,40, ,9, ,19, ,16.7, ,2.3, ,55.9, ,58.0, 
220,10/17/2021,290,0.16, ,0, ,424, ,4.6, ,78.1, ,42.3, ,60.2, ,60, ,14, ,26, ,25.3, ,4.4, ,105.9, ,59.3, 
220,10/18/2021,291,0.09,R,0, ,301, ,7.1, ,57.9,Y,39.7, ,51.2,Y,81, ,32, ,56,Y,35.9,Y,6.2, ,149.4, ,58.2, 
220,10/19/2021,292,0.11, ,0, ,425, ,5.8, ,70.6, ,32.7,Y,51.9,Y,72, ,24, ,44,Y,30.5,Y,2.2, ,53.4, ,56.0,Y
220,10/20/2021,293,0.12, ,0, ,419, ,6.1, ,75.1, ,39.5, ,57.4, ,66, ,18, ,38, ,31.8, ,2.0, ,49.2, ,58.0, 
220,10/21/2021,294,0.11, ,0, ,388, ,5.9, ,78.3, ,42.0, ,59.1, ,69, ,18, ,34, ,31.1, ,1.8, ,43.0, ,58.6, 
220,10/22/2021,295,0.15, ,0, ,401, ,7.5, ,77.1, ,45.9, ,63.1, ,78, ,14, ,38, ,37.1, ,5.1, ,123.1, ,58.8, 
220,10/23/2021,296,0.12, ,0, ,386, ,11.3, ,69.9, ,54.8, ,60.6, ,83, ,42, ,63, ,47.8, ,5.1, ,122.7, ,61.5, 
220,10/24/2021,297,0.13, ,0, ,356, ,11.3, ,69.6, ,55.1, ,60.9, ,75, ,45, ,62, ,47.7, ,7.0, ,168.5, ,61.9, 
220,10/25/2021,298,0.07, ,0.22, ,238, ,10.8, ,63.8, ,45.6, ,54.4, ,89, ,59, ,75, ,46.5, ,6.0, ,143.5, ,60.6, 
220,10/26/2021,299,0.10, ,0, ,390, ,7.8, ,61.7, ,43.5, ,51.6, ,79, ,44, ,60, ,38.2, ,3.5, ,83.6, ,56.1, 
220,10/27/2021,300,0.11, ,0, ,379, ,8.0, ,72.3, ,39.8, ,55.2, ,85, ,29, ,54, ,38.7, ,2.1, ,51.1, ,56.2, 
220,10/28/2021,301,0.12, ,0, ,379, ,8.5, ,80.3, ,46.1, ,61.3, ,77, ,23, ,46, ,40.3, ,2.7, ,64.2, ,58.3, 
220,10/29/2021,302,0.12, ,0, ,374, ,8.4, ,83.1, ,45.7, ,65.3, ,75, ,22, ,39, ,40.1, ,2.1, ,50.1, ,59.9, 
220,10/30/2021,303,0.15, ,0, ,362, ,8.2, ,80.1, ,53.1, ,68.1, ,56, ,24, ,35, ,39.4, ,4.5, ,108.0, ,61.6, 
220,10/31/2021,304,0.13, ,0, ,351, ,9.5, ,73.0, ,55.0, ,63.4, ,62, ,32, ,48, ,43.2, ,5.4, ,130.1, ,61.9, 
