222,10/1/2021,274,0.15, ,0, ,453, ,9.6, ,88.3, ,47.9, ,66.7, ,79, ,22, ,43, ,43.5, ,2.2, ,54.0, ,64.0, 
222,10/2/2021,275,0.15, ,0, ,454, ,10.4, ,88.5, ,49.7, ,67.4, ,75, ,24, ,46, ,45.7, ,2.6, ,61.9, ,64.2, 
222,10/3/2021,276,0.14, ,0, ,394, ,11.4, ,84.8, ,50.7, ,66.3, ,72, ,31, ,52, ,48.1, ,3.2, ,77.0, ,64.3, 
222,10/4/2021,277,0.16, ,0, ,427, ,10.9, ,85.8, ,50.3, ,66.7, ,79, ,25, ,49, ,46.9, ,3.8, ,92.2, ,64.4, 
222,10/5/2021,278,0.17, ,0, ,350, ,9.5, ,80.9, ,46.1, ,65.0, ,87, ,26, ,45, ,43.2, ,7.0, ,167.6, ,64.0, 
222,10/6/2021,279,0.09, ,0, ,282, ,12.9, ,69.3, ,52.4, ,60.7, ,85, ,53, ,71, ,51.2, ,5.2, ,125.8, ,63.8, 
222,10/7/2021,280,0.10, ,0, ,306, ,10.1, ,69.2, ,46.4, ,57.3, ,92, ,37, ,63, ,44.7, ,3.3, ,79.7, ,61.6, 
222,10/8/2021,281,0.13, ,0, ,385, ,10.5, ,67.0, ,42.5, ,56.9, ,93, ,49, ,66, ,45.8, ,5.8, ,138.1, ,61.4, 
222,10/9/2021,282,0.14, ,0, ,421, ,9.7, ,74.4, ,44.2, ,58.4, ,92, ,32, ,58, ,43.8, ,4.7, ,113.7, ,61.3, 
222,10/10/2021,283,0.16, ,0, ,413, ,8.4, ,79.3, ,41.7, ,60.0, ,87, ,18, ,47, ,39.9, ,5.4, ,129.8, ,60.8, 
222,10/11/2021,284,0.25, ,0, ,423,R,5.0, ,65.8, ,50.9, ,58.1, ,45, ,20, ,30, ,27.3, ,15.8,Y,378.3,Y,59.1, 
222,10/12/2021,285,0.19, ,0, ,419,R,4.9, ,69.1, ,43.5, ,55.0, ,60, ,15, ,33, ,26.7, ,9.7, ,232.8, ,57.3, 
222,10/13/2021,286,0.11, ,0, ,369, ,6.8, ,72.5, ,43.2, ,55.7, ,76, ,24, ,45, ,34.7, ,2.7, ,63.8, ,58.1, 
222,10/14/2021,287,0.20, ,0, ,406, ,6.3, ,74.9, ,49.2, ,61.1, ,46, ,20, ,34, ,32.6, ,9.9, ,236.6, ,58.1, 
222,10/15/2021,288,0.12, ,0, ,396, ,7.5, ,81.0, ,39.9, ,58.7, ,77, ,23, ,44, ,37.1, ,3.0, ,72.7, ,58.4, 
222,10/16/2021,289,0.12, ,0, ,393, ,7.6, ,82.3, ,40.2, ,58.2, ,75, ,19, ,46, ,37.3, ,2.6, ,62.8, ,58.5, 
222,10/17/2021,290,0.12, ,0.09, ,224, ,8.7, ,75.0, ,38.9, ,54.8, ,94, ,25, ,59, ,40.9, ,8.1, ,193.2, ,58.2, 
222,10/18/2021,291,0.05, ,0, ,249, ,9.8, ,61.5,Y,39.8, ,51.0,Y,97, ,55, ,77,Y,44.1,Y,4.6, ,110.1, ,58.1, 
222,10/19/2021,292,0.09, ,0.17, ,298, ,9.3, ,64.7, ,36.6, ,50.9,Y,99, ,48, ,73,Y,42.7,Y,5.7, ,137.2, ,57.3, 
222,10/20/2021,293,0.00, ,0.06, ,58, ,13.5, ,57.3,Y,49.8, ,54.3, ,98, ,89, ,94, ,52.6, ,8.9, ,213.1, ,57.7, 
222,10/21/2021,294,0.01, ,0.24, ,66, ,17.4,Y,66.3, ,55.1, ,61.1, ,99, ,84, ,94,Y,59.5,Y,10.6, ,253.4, ,59.0, 
222,10/22/2021,295,0.08, ,0.64, ,252, ,14.5, ,66.8, ,55.6, ,60.7, ,99, ,59, ,80, ,54.5, ,9.9, ,236.6, ,60.5, 
222,10/23/2021,296,0.01, ,0.15, ,78, ,13.1, ,57.6,Y,52.5, ,55.1, ,96, ,83, ,89, ,51.8, ,10.0, ,240.3, ,59.9, 
222,10/24/2021,297,0.00, ,2.54, ,17, ,14.3, ,58.0,Y,53.4, ,55.6, ,97, ,91, ,95, ,54.1, ,16.7,R,401.5,R,58.8, 
222,10/25/2021,298,0.08, ,0.17, ,319, ,12.2, ,63.9, ,49.1, ,55.7, ,99, ,53, ,81, ,49.8, ,5.4, ,128.7, ,58.9, 
222,10/26/2021,299,0.05, ,0, ,137, ,11.9, ,60.6, ,52.6, ,56.0, ,87, ,67, ,78, ,49.2, ,9.7, ,233.7, ,58.3, 
222,10/27/2021,300,0.07, ,0, ,268, ,14.0, ,68.0, ,54.0, ,59.6, ,95, ,63, ,81, ,53.6, ,5.7, ,137.0, ,59.0, 
222,10/28/2021,301,0.09, ,0, ,453,R,15.5, ,75.0, ,51.0, ,63.9, ,99, ,54, ,76, ,56.3, ,2.9, ,68.7, ,60.3, 
222,10/29/2021,302,0.07, ,0, ,299, ,15.0, ,75.0, ,47.2, ,59.7, ,99, ,58, ,85, ,55.3, ,2.1, ,50.2, ,60.0, 
222,10/30/2021,303,0.07, ,0, ,255, ,15.6, ,69.9, ,51.9, ,60.7, ,99, ,66, ,86, ,56.6, ,6.3, ,151.6, ,60.7, 
222,10/31/2021,304,0.05, ,0, ,240, ,12.6, ,64.9, ,45.9, ,54.6, ,99, ,65, ,87, ,50.7, ,2.7, ,66.0, ,60.1, 
