174,10/1/2021,274,0.16, ,0, ,459, ,12.6, ,84.9, ,49.7, ,67.1, ,90, ,24, ,56, ,50.7, ,2.3, ,55.4, ,73.3, 
174,10/2/2021,275,0.17, ,0.00, ,455, ,12.7, ,--,S,--,S,70.7, ,100, ,13, ,49, ,50.8, ,2.1, ,50.4, ,73.1, 
174,10/3/2021,276,0.17,R,0.00, ,442, ,12.1, ,91.7, ,53.0, ,70.1, ,90, ,16, ,48, ,49.5, ,2.3, ,54.2, ,73.2, 
174,10/4/2021,277,0.11,R,0.08, ,298, ,14.6, ,90.3, ,58.5, ,70.2, ,90, ,22, ,58, ,54.7, ,2.3, ,56.0, ,73.2, 
174,10/5/2021,278,0.15, ,0.02, ,432, ,16.5, ,78.0, ,60.7, ,68.9, ,89, ,51, ,68, ,58.0, ,3.7, ,87.8, ,73.4, 
174,10/6/2021,279,0.07, ,0, ,240, ,16.1, ,77.8, ,58.4, ,65.6, ,89, ,53, ,75, ,57.4, ,2.1, ,50.9, ,73.1, 
174,10/7/2021,280,0.03, ,0, ,132, ,16.1, ,69.8, ,59.1, ,65.1, ,87, ,65, ,76, ,57.3, ,2.6, ,61.4, ,72.6, 
174,10/8/2021,281,0.08, ,0, ,252, ,14.3, ,70.5, ,53.7, ,63.4, ,86, ,56, ,72, ,54.1, ,3.3, ,78.8, ,71.8, 
174,10/9/2021,282,0.13, ,0, ,425, ,12.5, ,76.3, ,50.4, ,61.6, ,90, ,37, ,67, ,50.5, ,2.5, ,60.1, ,70.4, 
174,10/10/2021,283,0.14, ,0.00, ,432, ,12.8, ,78.2, ,49.1, ,62.2, ,90, ,40, ,67, ,51.1, ,2.4, ,58.7, ,70.2, 
174,10/11/2021,284,0.13, ,0.00, ,323, ,10.8, ,71.6, ,50.8, ,62.3, ,90, ,18, ,56, ,46.5, ,4.5,Y,107.9,Y,69.7, 
174,10/12/2021,285,0.16, ,0, ,434, ,5.9,Y,74.5, ,47.4, ,60.4, ,78, ,14, ,33,Y,30.9,Y,3.1, ,74.4, ,67.6, 
174,10/13/2021,286,0.14, ,0, ,417, ,8.3, ,76.1, ,41.3,Y,57.3, ,87, ,21, ,52, ,39.7, ,2.4, ,56.5, ,66.2, 
174,10/14/2021,287,0.14, ,0, ,416, ,8.4, ,77.1, ,41.6,Y,59.0, ,89, ,20, ,49, ,40.1, ,2.3, ,55.3, ,65.6, 
174,10/15/2021,288,0.16, ,0, ,417, ,8.1, ,91.1, ,44.7, ,66.4, ,87, ,11, ,36, ,38.9, ,2.5, ,61.2, ,65.8, 
174,10/16/2021,289,0.15,R,0, ,422, ,7.3, ,87.6, ,48.3, ,65.9, ,76, ,9, ,34, ,36.5, ,2.2, ,53.7, ,66.3, 
174,10/17/2021,290,0.12, ,0, ,403, ,12.1, ,74.5, ,45.3, ,59.3, ,90, ,45, ,70, ,49.6, ,2.5, ,59.4, ,66.2, 
174,10/18/2021,291,0.09, ,0.00, ,313, ,12.2, ,66.6, ,48.5, ,59.1, ,87, ,58, ,71, ,49.8, ,3.8,Y,91.2,Y,66.6, 
174,10/19/2021,292,0.11, ,0, ,394, ,10.7, ,68.6, ,44.7, ,55.9, ,88, ,43, ,70, ,46.2, ,2.5, ,61.2, ,65.6, 
174,10/20/2021,293,0.12, ,0.00, ,384, ,11.1, ,76.6, ,45.3, ,58.1, ,90, ,35, ,67, ,47.2, ,2.2, ,53.0, ,65.5, 
174,10/21/2021,294,0.11,R,0.00, ,384, ,12.5, ,78.3, ,45.1, ,59.6, ,90, ,43, ,72, ,50.4, ,2.2, ,53.7, ,65.7, 
174,10/22/2021,295,0.09, ,0, ,303, ,14.1, ,71.2, ,57.4, ,61.9, ,89, ,59, ,74, ,53.7, ,2.9, ,70.7, ,66.6, 
174,10/23/2021,296,0.06, ,0.06, ,235, ,14.8, ,67.2, ,54.9, ,61.6, ,89, ,66, ,79, ,55.1, ,3.1, ,74.3, ,67.7, 
174,10/24/2021,297,0.09, ,0, ,311, ,13.5, ,71.5, ,52.4, ,60.7, ,89, ,55, ,74, ,52.5, ,2.5, ,59.6, ,67.2, 
174,10/25/2021,298,0.01, ,0.17, ,86, ,13.5, ,62.7, ,49.3, ,57.6, ,88, ,73, ,83, ,52.6, ,3.3, ,79.3, ,66.7, 
174,10/26/2021,299,0.10, ,0.00, ,364, ,11.5, ,71.1, ,44.6, ,56.9, ,90, ,44, ,72, ,48.1, ,2.5, ,59.1, ,64.4, 
174,10/27/2021,300,0.12, ,0.00, ,369, ,10.5, ,82.5, ,46.0, ,62.4, ,90, ,24, ,55, ,45.8, ,2.0, ,47.7, ,64.3, 
174,10/28/2021,301,0.13,R,0, ,364, ,11.0, ,92.4, ,49.9, ,68.3, ,86, ,20, ,47, ,47.1, ,1.8, ,43.0, ,65.7, 
174,10/29/2021,302,0.11,R,0, ,358, ,13.1, ,82.4, ,50.9, ,64.2, ,89, ,30, ,64, ,51.8, ,2.5, ,59.2, ,67.2, 
174,10/30/2021,303,0.08, ,0, ,280, ,14.4, ,67.3, ,58.5, ,61.2, ,90, ,65, ,78, ,54.4, ,3.5,Y,85.1,Y,68.1, 
174,10/31/2021,304,0.05, ,0, ,174, ,13.1, ,68.8, ,52.9, ,60.7, ,87, ,58, ,72, ,51.6, ,2.7, ,64.2, ,67.7, 
