2,10/1/2021,274,0.17, ,0, ,419, ,8.3, ,90.6, ,47.8, ,67.7, ,68, ,14, ,36, ,39.6, ,2.9, ,70.4, ,70.9, 
2,10/2/2021,275,0.18, ,0, ,423, ,8.4, ,90.7, ,50.0, ,69.2, ,62, ,16, ,35, ,40.1, ,3.5, ,84.8, ,71.0, 
2,10/3/2021,276,0.17, ,0, ,387, ,8.8, ,88.1, ,50.4, ,67.5, ,61, ,19, ,38, ,41.2, ,3.8, ,92.1, ,70.9, 
2,10/4/2021,277,0.15, ,0, ,357, ,9.1, ,91.1, ,51.4, ,69.7, ,60, ,17, ,37, ,42.1, ,3.1, ,74.2, ,70.7, 
2,10/5/2021,278,0.17, ,0, ,361, ,9.0, ,87.0, ,55.5, ,70.1, ,61, ,21, ,36, ,41.8, ,4.1, ,99.2, ,70.8, 
2,10/6/2021,279,0.18, ,0, ,401, ,10.1, ,83.0, ,57.3, ,69.4, ,63, ,28, ,41, ,44.9, ,6.1, ,147.4, ,70.9, 
2,10/7/2021,280,0.16, ,0, ,387, ,9.0, ,80.3, ,54.8, ,66.3, ,60, ,29, ,41, ,41.7, ,4.7, ,111.7, ,70.8, 
2,10/8/2021,281,0.12, ,0.45, ,405, ,10.5, ,68.5, ,50.8, ,58.0, ,92, ,41, ,64, ,45.9, ,4.7, ,112.4, ,69.9, 
2,10/9/2021,282,0.14, ,0, ,437, ,9.4, ,71.0, ,41.3, ,56.0, ,93, ,35, ,62, ,43.0, ,4.3, ,103.7, ,68.7, 
2,10/10/2021,283,0.14, ,0, ,428, ,9.6, ,76.2, ,42.7, ,59.5, ,91, ,31, ,55, ,43.4, ,3.7, ,89.1, ,67.8, 
2,10/11/2021,284,0.29, ,0, ,421, ,5.8, ,68.3, ,46.8, ,59.4, ,82, ,20, ,33, ,30.6, ,17.4,R,416.8,R,66.8, 
2,10/12/2021,285,0.22, ,0, ,445, ,4.4, ,67.8, ,41.5, ,55.9, ,58, ,19, ,29, ,23.9, ,11.5,R,276.6,R,65.0, 
2,10/13/2021,286,0.15, ,0, ,428, ,4.8, ,74.6, ,35.7,Y,55.3, ,67, ,14, ,32, ,26.2, ,4.1, ,98.0, ,64.1, 
2,10/14/2021,287,0.17, ,0, ,427, ,6.9, ,74.8, ,43.0, ,57.7, ,67, ,23, ,43, ,35.1, ,5.9, ,142.7, ,64.0, 
2,10/15/2021,288,0.14, ,0, ,420, ,7.2, ,81.7, ,39.1, ,59.1, ,79, ,16, ,42, ,36.2, ,2.9, ,70.4, ,64.0, 
2,10/16/2021,289,0.15, ,0, ,419, ,6.9, ,85.4, ,42.9, ,62.5, ,72, ,12, ,36, ,35.1, ,3.6, ,85.5, ,64.4, 
2,10/17/2021,290,0.18, ,0, ,362, ,6.8, ,82.9, ,40.1, ,61.8, ,71, ,14, ,36, ,34.8, ,7.2, ,172.7, ,64.3, 
2,10/18/2021,291,0.13, ,0.01, ,395, ,7.9, ,66.2, ,40.2, ,54.4, ,83, ,36, ,54, ,38.3, ,6.4, ,152.8, ,64.1, 
2,10/19/2021,292,0.13, ,0, ,407, ,7.2, ,70.7, ,36.6,Y,54.6, ,83, ,29, ,50, ,36.1, ,4.0, ,96.9, ,63.1, 
2,10/20/2021,293,0.14, ,0, ,311, ,7.7, ,77.9, ,53.8, ,64.7, ,54, ,24, ,37, ,37.7, ,5.2, ,124.5, ,63.2, 
2,10/21/2021,294,0.12, ,0, ,328, ,9.5, ,82.2, ,52.6, ,66.3, ,67, ,24, ,43, ,43.2, ,2.9, ,69.6, ,64.1, 
2,10/22/2021,295,0.07, ,0, ,215, ,13.1, ,71.2, ,49.8, ,60.3, ,86, ,52, ,73, ,51.7, ,6.8, ,163.4, ,64.4, 
2,10/23/2021,296,0.11, ,0, ,335, ,10.2, ,71.2, ,49.6, ,60.2, ,82, ,36, ,57, ,45.0, ,4.1, ,97.6, ,64.6, 
2,10/24/2021,297,0.08, ,0, ,92, ,12.0, ,69.1, ,54.1, ,63.3, ,63, ,56, ,61, ,49.4, ,10.3,Y,246.4,Y,64.2, 
2,10/25/2021,298,0.07, ,0.77, ,203, ,13.4, ,65.8, ,46.6, ,57.8, ,96, ,52, ,82, ,52.3, ,7.2, ,172.6, ,64.1, 
2,10/26/2021,299,0.06, ,0.01, ,209, ,10.6, ,66.7, ,42.0, ,53.3, ,99, ,44, ,76, ,46.1, ,4.0, ,96.2, ,63.2, 
2,10/27/2021,300,0.07, ,0,R,216, ,13.6, ,69.8, ,51.5, ,61.3, ,97, ,56, ,73, ,52.7, ,4.5, ,108.2, ,63.6, 
2,10/28/2021,301,0.08, ,0, ,279, ,14.7, ,76.4, ,49.0, ,61.7, ,99, ,49, ,78, ,54.8, ,2.6, ,62.4, ,63.9, 
2,10/29/2021,302,0.09, ,0.00, ,314, ,14.7, ,78.2, ,49.0, ,62.0, ,99, ,50, ,78, ,54.9, ,2.8, ,66.7, ,64.5, 
2,10/30/2021,303,0.05, ,0.00, ,192, ,15.4,Y,74.7, ,50.6, ,62.0, ,98, ,60, ,81,Y,56.1,Y,3.8, ,90.5, ,64.8, 
2,10/31/2021,304,0.06, ,0, ,223, ,13.0, ,68.5, ,50.5, ,59.0, ,93, ,55, ,76, ,51.6, ,4.1, ,99.5, ,65.0, 
