84,10/1/2021,274,0.20, ,0, ,453, ,7.2, ,86.8, ,61.7, ,73.1, ,35, ,18, ,26, ,36.1, ,5.2, ,124.8, ,68.8, 
84,10/2/2021,275,0.20, ,0, ,441, ,7.6, ,88.4, ,59.5, ,74.6, ,39, ,17, ,26, ,37.3, ,4.3, ,103.0, ,69.0, 
84,10/3/2021,276,0.18, ,0, ,378, ,8.1, ,87.0, ,61.4, ,74.2, ,38, ,19, ,28, ,39.0, ,4.5, ,107.4, ,69.2, 
84,10/4/2021,277,0.20, ,0, ,407, ,6.9, ,88.9, ,63.9, ,74.8, ,33, ,16, ,24, ,35.1, ,5.0, ,119.5, ,69.2, 
84,10/5/2021,278,0.20, ,0, ,392, ,6.0, ,83.8, ,55.2, ,72.3, ,48, ,13, ,22, ,31.5, ,5.7, ,137.6, ,68.6, 
84,10/6/2021,279,0.13, ,0, ,328, ,9.7, ,75.4, ,48.7, ,64.1, ,70, ,33, ,47, ,43.7, ,4.5, ,108.1, ,67.5, 
84,10/7/2021,280,0.12, ,0, ,282, ,8.0, ,72.2, ,53.7, ,63.1, ,55, ,28, ,41, ,38.8, ,4.3, ,103.9, ,67.0, 
84,10/8/2021,281,0.14, ,0, ,417, ,8.4, ,66.4, ,48.3, ,58.1, ,64, ,38, ,51, ,40.1, ,5.5, ,132.5, ,66.4, 
84,10/9/2021,282,0.14, ,0, ,421, ,7.9, ,73.4, ,43.5, ,58.8, ,71, ,28, ,47, ,38.6, ,4.1, ,97.3, ,65.2, 
84,10/10/2021,283,0.14, ,0, ,417, ,7.7, ,76.3, ,51.0, ,63.3, ,54, ,26, ,39, ,37.8, ,3.6, ,85.8, ,65.1, 
84,10/11/2021,284,0.17, ,0, ,405, ,4.0, ,68.3, ,50.4, ,58.9, ,44, ,12, ,23, ,21.6, ,6.3,Y,151.9,Y,64.3, 
84,10/12/2021,285,0.17, ,0.01,H,422, ,3.5,Y,67.7, ,40.6,Y,55.7, ,36, ,14, ,23,Y,18.5,Y,6.0, ,144.0, ,62.2, 
84,10/13/2021,286,0.14, ,0, ,359, ,4.4, ,69.5, ,49.3, ,58.4, ,40, ,21, ,27, ,24.3, ,4.4, ,105.3, ,62.1, 
84,10/14/2021,287,0.16, ,0, ,407, ,5.5, ,75.6, ,45.0, ,60.5, ,52, ,18, ,30, ,29.3, ,4.8, ,115.3, ,62.0, 
84,10/15/2021,288,0.15, ,0, ,401, ,5.5, ,78.8, ,55.0, ,64.8, ,39, ,19, ,26, ,29.2, ,4.0, ,96.4, ,62.4, 
84,10/16/2021,289,0.15, ,0, ,395, ,6.3, ,81.8, ,54.2, ,67.5, ,41, ,17, ,27, ,32.8, ,4.0, ,95.9, ,63.1, 
84,10/17/2021,290,0.14, ,0.28, ,294, ,7.3, ,73.8, ,50.2, ,62.3, ,89, ,19, ,38, ,36.4, ,6.6, ,158.8, ,63.1, 
84,10/18/2021,291,0.06, ,0.01, ,231, ,9.6, ,60.1,Y,46.5, ,51.9,Y,85, ,53, ,72,Y,43.3,Y,4.3, ,103.4, ,62.4, 
84,10/19/2021,292,0.10, ,0, ,331, ,8.3, ,64.9, ,45.4, ,55.5, ,77, ,38, ,55, ,39.6, ,4.8, ,114.8, ,61.7, 
84,10/20/2021,293,0.03, ,0.13, ,122, ,11.8, ,65.0, ,50.1, ,58.4, ,93, ,50, ,71, ,49.0, ,3.5, ,83.5, ,62.0, 
84,10/21/2021,294,0.04, ,0.37, ,136, ,16.4,Y,72.2, ,58.7, ,64.4, ,97, ,61, ,79,Y,57.8,Y,4.9, ,118.0, ,63.1, 
84,10/22/2021,295,0.07, ,1.34, ,243, ,13.4, ,64.1, ,54.1, ,59.9, ,96, ,58, ,76, ,52.4, ,5.5, ,132.0, ,63.5, 
84,10/23/2021,296,0.02, ,0.27, ,101, ,12.3, ,59.4, ,48.6, ,55.0, ,93, ,73, ,83, ,50.0, ,4.3, ,104.4, ,62.8, 
84,10/24/2021,297,0.00, ,2.31, ,16, ,13.9, ,57.3,Y,53.2, ,55.8, ,98, ,88, ,92, ,53.4, ,11.2,R,268.0,R,59.6, 
84,10/25/2021,298,0.08, ,0.00, ,324, ,11.4, ,62.9, ,50.9, ,56.2, ,95, ,47, ,74, ,48.0, ,5.4, ,130.0, ,59.4, 
84,10/26/2021,299,0.05, ,0, ,165, ,10.9, ,60.7, ,50.6, ,56.3, ,81, ,60, ,70, ,46.7, ,4.5, ,108.7, ,59.9, 
84,10/27/2021,300,0.09, ,0, ,308, ,12.6, ,70.5, ,51.7, ,60.4, ,90, ,55, ,70, ,50.6, ,3.9, ,92.4, ,60.9, 
84,10/28/2021,301,0.09, ,0, ,341, ,14.3, ,73.3, ,51.0, ,62.2, ,91, ,63, ,75, ,54.1, ,3.2, ,77.6, ,61.5, 
84,10/29/2021,302,0.09, ,0, ,325, ,13.4, ,74.4, ,54.3, ,63.9, ,80, ,51, ,66, ,52.3, ,3.1, ,74.7, ,62.3, 
84,10/30/2021,303,0.08, ,0, ,257, ,13.6, ,70.8, ,54.0, ,62.6, ,81, ,60, ,70, ,52.7, ,5.0, ,119.0, ,62.9, 
84,10/31/2021,304,0.06, ,0, ,241, ,11.9, ,65.5, ,46.3, ,56.3, ,93, ,60, ,77, ,49.2, ,2.6, ,61.8, ,62.6, 
