178,10/1/2021,274,0.17, ,0.00,H,469, ,8.7, ,88.8, ,43.8, ,63.9, ,79, ,17, ,43, ,41.0, ,2.3, ,55.0, ,63.3, 
178,10/2/2021,275,0.17, ,0, ,459, ,8.9, ,90.5, ,45.8, ,65.5, ,83, ,17, ,41, ,41.4, ,2.3, ,55.0, ,63.7, 
178,10/3/2021,276,0.17, ,0, ,454, ,9.4, ,88.3, ,46.1, ,65.1, ,83, ,19, ,44, ,42.9, ,2.4, ,56.8, ,63.8, 
178,10/4/2021,277,0.17, ,0, ,426, ,8.9, ,89.3, ,45.5, ,65.3, ,85, ,17, ,42, ,41.5, ,2.5, ,60.1, ,63.8, 
178,10/5/2021,278,0.13, ,0.04, ,382, ,11.1, ,74.1, ,49.3, ,59.6, ,89, ,32, ,64, ,47.4, ,4.1, ,98.5, ,63.4, 
178,10/6/2021,279,0.09, ,0, ,268, ,12.0, ,65.7, ,53.0, ,57.7, ,89, ,50, ,74, ,49.4, ,5.4, ,129.3, ,63.0, 
178,10/7/2021,280,0.11, ,0, ,348, ,11.2, ,62.6, ,53.0, ,55.6, ,83, ,59, ,74, ,47.4, ,5.9,Y,142.6,Y,62.0, 
178,10/8/2021,281,0.12, ,0, ,400, ,10.4, ,61.1, ,52.3, ,55.1, ,84, ,51, ,70, ,45.5, ,5.3, ,126.1, ,61.9, 
178,10/9/2021,282,0.13, ,0, ,429, ,10.3, ,70.5, ,45.9, ,56.4, ,92, ,33, ,66, ,45.4, ,2.9, ,70.3, ,61.6, 
178,10/10/2021,283,0.14, ,0.00, ,434, ,9.9, ,78.3, ,40.8, ,58.0, ,93, ,29, ,60, ,44.4, ,3.4, ,82.4, ,61.0, 
178,10/11/2021,284,0.20, ,0, ,433, ,5.0,Y,67.6, ,51.2, ,58.5, ,49, ,12, ,30,Y,26.9,Y,8.5,R,204.4,R,60.2, 
178,10/12/2021,285,0.17, ,0, ,430, ,4.3,Y,68.7, ,41.3, ,55.3, ,75, ,12, ,29,Y,23.3,Y,5.2, ,124.2, ,58.4, 
178,10/13/2021,286,0.09, ,0, ,328, ,10.2, ,63.5, ,41.3, ,52.4, ,92, ,59, ,76, ,45.0, ,3.6, ,86.1, ,58.1, 
178,10/14/2021,287,0.13, ,0.00, ,423, ,7.6, ,75.4, ,38.6, ,54.4, ,94, ,19, ,53, ,37.5, ,2.4, ,57.9, ,58.2, 
178,10/15/2021,288,0.14, ,0.00, ,421, ,7.1, ,78.6, ,36.5, ,55.6, ,90, ,20, ,47, ,35.6, ,2.4, ,57.2, ,58.0, 
178,10/16/2021,289,0.14, ,0, ,416, ,7.0, ,84.5, ,38.5, ,57.9, ,86, ,15, ,43, ,35.4, ,2.3, ,55.8, ,58.4, 
178,10/17/2021,290,0.10, ,0.04, ,329, ,9.0, ,67.9, ,39.1, ,52.4, ,83, ,42, ,67, ,41.7, ,4.3, ,102.5, ,58.2, 
178,10/18/2021,291,0.08, ,0, ,317, ,9.5, ,61.1, ,40.2, ,51.5, ,92, ,55, ,73, ,43.2, ,3.5, ,83.4, ,58.2, 
178,10/19/2021,292,0.12, ,0, ,335, ,7.7, ,67.0, ,36.4, ,52.8, ,94, ,32, ,57, ,37.8, ,4.3, ,104.3, ,57.0, 
178,10/20/2021,293,0.02, ,0.36, ,84, ,13.0, ,63.2, ,51.4, ,57.7, ,94, ,50, ,80, ,51.5, ,3.2, ,76.2, ,58.0, 
178,10/21/2021,294,0.05, ,0.26, ,188, ,17.0,Y,69.4, ,61.1,Y,63.7, ,91, ,74, ,84,Y,58.9,Y,5.0, ,120.4, ,60.3, 
178,10/22/2021,295,0.06, ,0.59, ,212, ,13.3, ,63.1, ,54.0, ,57.6, ,92, ,71, ,82, ,52.2, ,4.4, ,106.6, ,60.9, 
178,10/23/2021,296,0.06, ,0.57, ,196, ,12.6, ,64.1, ,53.1, ,57.3, ,92, ,57, ,78, ,50.6, ,4.5, ,107.6, ,60.5, 
178,10/24/2021,297,0.00, ,7.41, ,11, ,14.9, ,60.5, ,54.8, ,57.7, ,93, ,90, ,92, ,55.3, ,9.3,R,222.0,R,58.6, 
178,10/25/2021,298,0.08, ,0.43, ,271, ,11.8, ,61.1, ,48.8, ,55.2, ,94, ,59, ,79, ,49.0, ,5.0, ,121.1, ,58.5, 
178,10/26/2021,299,0.06, ,0, ,206, ,11.5, ,63.5, ,50.3, ,56.3, ,94, ,59, ,74, ,48.2, ,3.3, ,78.7, ,58.6, 
178,10/27/2021,300,0.10, ,0, ,330, ,13.7, ,72.2, ,46.9, ,58.3, ,95, ,61, ,82, ,52.9, ,2.5, ,59.3, ,59.4, 
178,10/28/2021,301,0.11, ,0.00, ,348, ,12.9, ,74.6, ,47.4, ,59.3, ,97, ,47, ,75, ,51.3, ,2.9, ,69.3, ,60.0, 
178,10/29/2021,302,0.10, ,0.01, ,338, ,13.7, ,77.4, ,45.6, ,59.7, ,96, ,47, ,78, ,52.9, ,2.4, ,57.0, ,59.9, 
178,10/30/2021,303,0.03, ,0, ,128, ,13.8, ,61.4, ,52.0, ,57.0, ,95, ,73, ,87, ,53.2, ,4.6, ,110.2, ,60.5, 
178,10/31/2021,304,0.07, ,0.01, ,276, ,12.1, ,62.8, ,52.3, ,56.0, ,92, ,62, ,79, ,49.7, ,3.1, ,75.2, ,60.3, 
