209,10/1/2021,274,0.17, ,0, ,465, ,12.3, ,81.7, ,54.3, ,62.6, ,100, ,30, ,64, ,50.1, ,5.1, ,122.2, ,72.4, 
209,10/2/2021,275,0.14, ,0.00, ,447, ,13.7, ,71.4, ,49.9, ,57.9, ,100, ,50, ,83, ,53.0, ,4.3, ,102.3, ,72.6, 
209,10/3/2021,276,0.16, ,0.00, ,457, ,13.2, ,82.9, ,50.3, ,62.4, ,100, ,31, ,68, ,51.9, ,4.9, ,118.3, ,72.5, 
209,10/4/2021,277,0.14, ,0, ,400, ,13.5, ,76.0, ,53.4, ,61.3, ,100, ,48, ,73, ,52.5, ,4.6, ,109.3, ,72.5, 
209,10/5/2021,278,0.11, ,0, ,398, ,14.4, ,64.3, ,52.8, ,57.5, ,100, ,77, ,89, ,54.3, ,4.7, ,111.8, ,72.5, 
209,10/6/2021,279,0.05, ,0, ,179, ,13.5, ,62.6, ,52.6, ,56.7, ,94, ,77, ,86, ,52.5, ,3.7, ,88.4, ,71.3, 
209,10/7/2021,280,0.10, ,0, ,358, ,12.4, ,61.8, ,50.2, ,54.7, ,95, ,73, ,85, ,50.2, ,5.3, ,126.1, ,69.7, 
209,10/8/2021,281,0.13, ,0, ,440, ,11.1, ,61.3, ,50.1, ,55.5, ,85, ,61, ,74, ,47.3, ,7.0, ,168.3, ,69.5, 
209,10/9/2021,282,0.14, ,0, ,444, ,12.1, ,69.1, ,49.8, ,57.5, ,91, ,44, ,75, ,49.5, ,5.2, ,125.2, ,69.4, 
209,10/10/2021,283,0.12, ,0, ,441, ,12.6, ,63.7, ,50.3, ,56.4, ,96, ,64, ,81, ,50.6, ,5.0, ,120.4, ,69.6, 
209,10/11/2021,284,0.18, ,0, ,441, ,8.3, ,69.0, ,47.7, ,57.9, ,97, ,18, ,51, ,39.8, ,7.0, ,169.0, ,69.3, 
209,10/12/2021,285,0.18, ,0, ,447,R,4.9,Y,71.3, ,47.7, ,59.1, ,72, ,15, ,29,Y,26.6,Y,6.5, ,154.8, ,68.8, 
209,10/13/2021,286,0.10, ,0, ,360, ,11.0, ,61.3, ,45.2, ,52.8, ,97, ,56, ,81, ,47.1, ,5.0, ,119.5, ,68.5, 
209,10/14/2021,287,0.13, ,0.00, ,427, ,11.8, ,70.1, ,48.7, ,57.8, ,98, ,49, ,73, ,49.0, ,4.1, ,97.9, ,68.5, 
209,10/15/2021,288,0.18, ,0, ,428, ,6.2,Y,84.3, ,50.8, ,67.7, ,54, ,13, ,27,Y,32.4,Y,4.8, ,115.6, ,69.1, 
209,10/16/2021,289,0.19, ,0, ,422, ,6.9,Y,85.8, ,55.0, ,66.5, ,55, ,16, ,31,Y,34.9,Y,5.6, ,134.7, ,70.4, 
209,10/17/2021,290,0.11, ,0.00, ,364, ,10.7, ,63.4, ,50.8, ,56.8, ,92, ,40, ,68, ,46.4, ,5.6, ,134.4, ,69.9, 
209,10/18/2021,291,0.10, ,0.00, ,355, ,11.0, ,60.2, ,43.9, ,52.3, ,94, ,67, ,82, ,47.1, ,4.8, ,115.3, ,68.5, 
209,10/19/2021,292,0.11, ,0, ,347, ,10.0, ,64.1, ,43.4, ,53.7, ,93, ,48, ,71, ,44.7, ,5.0, ,119.9, ,67.4, 
209,10/20/2021,293,0.04, ,0.15, ,139, ,12.9, ,61.8, ,55.2, ,57.7, ,99, ,52, ,79, ,51.3, ,4.3, ,104.2, ,67.4, 
209,10/21/2021,294,0.06, ,0.03, ,245, ,17.3, ,68.3, ,57.6, ,60.6, ,99, ,80, ,96, ,59.3, ,4.0, ,95.4, ,67.4, 
209,10/22/2021,295,0.06, ,0.20, ,258, ,15.3, ,61.5, ,54.4, ,57.5, ,99, ,85, ,95, ,56.0, ,5.2, ,124.7, ,67.5, 
209,10/23/2021,296,0.07, ,0, ,290, ,13.9, ,61.8, ,53.1, ,56.7, ,98, ,78, ,89, ,53.4, ,3.3, ,80.2, ,66.7, 
209,10/24/2021,297,0.02, ,1.95, ,49, ,15.6, ,63.8, ,53.0, ,58.4, ,99, ,85, ,93, ,56.5, ,15.7, ,377.3, ,65.5, 
209,10/25/2021,298,0.10, ,0.94, ,360, ,14.0, ,61.2, ,49.8, ,56.3, ,99, ,79, ,91, ,53.6, ,8.5, ,203.5, ,63.0, 
209,10/26/2021,299,0.09, ,0, ,338, ,13.1, ,62.5, ,47.7, ,55.2, ,99, ,69, ,88, ,51.6, ,3.8, ,91.8, ,63.4, 
209,10/27/2021,300,0.10, ,0, ,363, ,14.7, ,66.8, ,51.3, ,58.7, ,98, ,67, ,87, ,54.8, ,3.8, ,90.2, ,64.7, 
209,10/28/2021,301,0.12, ,0, ,372, ,15.7, ,80.0, ,57.5, ,64.9, ,91, ,48, ,75, ,56.8, ,4.9, ,116.7, ,66.1, 
209,10/29/2021,302,0.10, ,0, ,362, ,15.5, ,69.0, ,55.9, ,60.8, ,99, ,69, ,85, ,56.3, ,4.5, ,108.5, ,66.9, 
209,10/30/2021,303,0.03, ,0, ,155, ,14.9, ,59.5, ,53.3, ,55.9, ,99, ,94, ,98, ,55.3, ,3.5, ,83.0, ,66.8, 
209,10/31/2021,304,0.09, ,0, ,349, ,12.3, ,61.5, ,49.9, ,55.7, ,97, ,65, ,81, ,50.1, ,3.4, ,82.7, ,65.8, 
