195,10/1/2021,274,0.20, ,0, ,463, ,6.8, ,87.4, ,60.9, ,72.2, ,36, ,15, ,25, ,34.7, ,3.9, ,94.6, ,71.7, 
195,10/2/2021,275,0.20, ,0, ,417, ,7.2, ,88.2, ,63.8, ,73.8, ,34, ,15, ,25, ,36.2, ,3.9, ,94.0, ,72.1, 
195,10/3/2021,276,0.18, ,0, ,364, ,7.5, ,87.1, ,65.3, ,73.8, ,34, ,17, ,26, ,37.0, ,3.8, ,92.1, ,72.2, 
195,10/4/2021,277,0.19, ,0, ,395, ,6.4, ,90.2, ,63.4, ,74.1, ,33, ,14, ,22, ,33.2, ,3.8, ,90.9, ,72.1, 
195,10/5/2021,278,0.16, ,0, ,369, ,6.4, ,82.3, ,61.4, ,71.1, ,37, ,12, ,25, ,33.2, ,3.1, ,73.7, ,72.1, 
195,10/6/2021,279,0.14, ,0, ,393, ,9.9, ,75.9, ,52.2, ,64.3, ,71, ,32, ,48, ,44.2, ,2.8, ,67.2, ,71.8, 
195,10/7/2021,280,0.12, ,0, ,328, ,8.0, ,71.5, ,54.4, ,61.6, ,55, ,29, ,43, ,38.7, ,2.7, ,65.8, ,71.0, 
195,10/8/2021,281,0.11, ,0, ,371, ,8.9, ,67.0, ,49.5, ,56.5, ,72, ,33, ,57, ,41.5, ,2.8, ,67.7, ,69.5, 
195,10/9/2021,282,0.14, ,0, ,441, ,8.1, ,72.1, ,42.8, ,57.5, ,81, ,28, ,50, ,39.0, ,3.4, ,80.6, ,67.8, 
195,10/10/2021,283,0.15, ,0, ,437, ,7.8, ,76.8, ,50.8, ,62.2, ,58, ,26, ,41, ,38.0, ,3.3, ,79.6, ,67.2, 
195,10/11/2021,284,0.15, ,0, ,379, ,4.6, ,68.4, ,44.7, ,56.7, ,62, ,13, ,29, ,24.8, ,4.0, ,95.0, ,67.1, 
195,10/12/2021,285,0.16, ,0, ,443,R,3.5, ,67.3, ,40.0, ,53.7, ,38, ,15, ,25, ,18.5, ,4.2, ,101.1, ,65.7, 
195,10/13/2021,286,0.14, ,0, ,379, ,4.2, ,70.2, ,48.1, ,56.9, ,41, ,16, ,27, ,23.0, ,3.0, ,72.4, ,65.1, 
195,10/14/2021,287,0.15, ,0, ,420, ,5.5, ,74.8, ,45.3, ,59.2, ,46, ,18, ,32, ,29.4, ,3.9, ,93.3, ,65.2, 
195,10/15/2021,288,0.16, ,0, ,419,R,5.6, ,79.4, ,51.3, ,63.8, ,40, ,17, ,28, ,29.9, ,3.5, ,83.5, ,65.5, 
195,10/16/2021,289,0.15, ,0, ,413,R,6.1, ,82.8, ,56.2, ,66.8, ,37, ,15, ,27, ,31.8, ,3.8, ,91.5, ,66.1, 
195,10/17/2021,290,0.12, ,0.35, ,330, ,7.2, ,75.2, ,48.4, ,61.0, ,96, ,18, ,39, ,35.9, ,3.5, ,84.8, ,66.6, 
195,10/18/2021,291,0.06, ,0, ,248, ,9.5, ,61.0, ,46.5, ,51.0, ,92, ,51, ,75, ,43.3, ,2.8, ,67.3, ,65.8, 
195,10/19/2021,292,0.10, ,0, ,356, ,7.9, ,66.4, ,43.7, ,55.2, ,83, ,33, ,53, ,38.4, ,3.1, ,73.8, ,64.2, 
195,10/20/2021,293,0.05, ,0.05, ,138, ,10.1, ,65.9, ,54.7, ,60.9, ,95, ,35, ,56, ,44.9, ,2.4, ,56.6, ,64.0, 
195,10/21/2021,294,0.03, ,0.47, ,139, ,17.0,Y,73.0, ,58.8, ,63.1, ,98, ,65, ,86,Y,58.9,Y,2.3, ,54.4, ,64.1, 
195,10/22/2021,295,0.05, ,1.06, ,193, ,14.1, ,64.1, ,54.5, ,58.6, ,98, ,61, ,84, ,53.7, ,2.3, ,54.9, ,64.5, 
195,10/23/2021,296,0.02, ,0.22, ,109, ,12.4, ,59.3, ,48.7, ,54.4, ,98, ,68, ,86, ,50.2, ,2.5, ,59.0, ,64.0, 
195,10/24/2021,297,0, ,6.70, ,19, ,14.0, ,57.7,Y,51.2, ,54.9, ,100, ,90, ,95, ,53.5, ,4.3, ,102.7, ,61.1, 
195,10/25/2021,298,0.07, ,0.78, ,286, ,11.7, ,63.4, ,49.8, ,55.2, ,99, ,48, ,79, ,48.8, ,2.7, ,65.9, ,59.9, 
195,10/26/2021,299,0.05, ,0, ,197, ,10.7, ,62.8, ,48.6, ,55.1, ,87, ,52, ,72, ,46.4, ,2.2, ,53.8, ,60.2, 
195,10/27/2021,300,0.10, ,0, ,354, ,12.7, ,70.2, ,51.5, ,59.1, ,97, ,55, ,74, ,50.8, ,3.0, ,73.1, ,60.6, 
195,10/28/2021,301,0.10, ,0, ,359, ,14.2, ,75.5, ,52.0, ,62.1, ,94, ,53, ,75, ,54.0, ,2.8, ,68.0, ,61.3, 
195,10/29/2021,302,0.10, ,0, ,348, ,13.9, ,75.0, ,53.5, ,63.4, ,89, ,48, ,70, ,53.4, ,3.0, ,71.1, ,62.3, 
195,10/30/2021,303,0.07, ,0, ,242, ,13.8, ,69.5, ,54.2, ,60.8, ,92, ,62, ,76, ,53.2, ,2.5, ,59.6, ,62.8, 
195,10/31/2021,304,0.05, ,0, ,199, ,12.0, ,65.4, ,46.3, ,55.5, ,98, ,58, ,80, ,49.4, ,1.9,Y,45.2,Y,62.3, 
