142,10/1/2021,274,0.18, ,0, ,406, ,7.4, ,89.3, ,51.7, ,71.2, ,50, ,16, ,28, ,36.7, ,3.4, ,81.7, ,77.4,Y
142,10/2/2021,275,0.17, ,0, ,406, ,7.0, ,91.4, ,53.9, ,72.5, ,53, ,14, ,26, ,35.5, ,2.9, ,69.7, ,77.5,Y
142,10/3/2021,276,0.10, ,0, ,214, ,7.1, ,86.2, ,54.4, ,68.6, ,45, ,15, ,30, ,35.6, ,2.4, ,58.1, ,76.8,Y
142,10/4/2021,277,0.14, ,0, ,293, ,7.6, ,88.9, ,53.3, ,71.1, ,52, ,15, ,29, ,37.5, ,2.6, ,62.0, ,75.9, 
142,10/5/2021,278,0.14, ,0, ,269, ,8.0, ,85.4, ,58.5, ,72.7, ,45, ,21, ,29, ,38.7, ,3.4, ,82.2, ,76.1,Y
142,10/6/2021,279,0.16, ,0, ,398, ,9.7, ,84.0, ,53.5, ,69.1, ,61, ,24, ,40, ,43.9, ,3.5, ,84.7, ,75.6, 
142,10/7/2021,280,0.14, ,0, ,385, ,10.8, ,80.3, ,54.0, ,66.1, ,72, ,30, ,49, ,46.5, ,3.2, ,77.7, ,75.7,Y
142,10/8/2021,281,0.07, ,0.20, ,242, ,12.0, ,66.6, ,51.5, ,59.4, ,95, ,48, ,69, ,49.4, ,3.9, ,93.9, ,74.1, 
142,10/9/2021,282,0.13, ,0, ,444, ,10.4, ,70.9, ,44.0, ,56.9, ,97, ,37, ,66, ,45.5, ,3.3, ,79.4, ,72.3, 
142,10/10/2021,283,0.14, ,0, ,430, ,9.9, ,75.9, ,44.9, ,60.2, ,90, ,32, ,56, ,44.3, ,3.5, ,85.0, ,71.6, 
142,10/11/2021,284,0.18, ,0, ,358, ,7.0, ,67.4, ,48.0, ,57.3, ,80, ,22, ,44, ,35.5, ,9.1,R,219.2,R,69.7, 
142,10/12/2021,285,0.14, ,0, ,436, ,5.2, ,67.0, ,37.4,Y,52.0,Y,72, ,18, ,39,Y,27.9,Y,4.0, ,96.2, ,67.6, 
142,10/13/2021,286,0.14, ,0, ,424, ,5.0, ,72.0, ,37.5,Y,56.1, ,71, ,18, ,32, ,27.1, ,3.6, ,87.2, ,68.0, 
142,10/14/2021,287,0.12,H,0,H,552,R,5.7,H,74.8, ,50.0, ,64.4,H,64,H,20,H,28, ,30.3, ,4.0,H,95.5,H,68.0,H
142,10/15/2021,288,0.15, ,0, ,428, ,6.8, ,80.5, ,42.8, ,62.6, ,67, ,21, ,35, ,34.7, ,3.4, ,82.0, ,68.6, 
142,10/16/2021,289,0.15, ,0, ,422, ,6.6, ,84.6, ,45.7, ,65.7, ,59, ,15, ,31, ,34.0, ,3.5, ,83.5, ,69.7, 
142,10/17/2021,290,0.17, ,0, ,380, ,5.9, ,83.6, ,46.1, ,65.6, ,63, ,12, ,27, ,31.1, ,5.7,Y,135.7,Y,69.7, 
142,10/18/2021,291,0.13, ,0.08, ,425,R,8.7, ,65.5, ,43.5, ,56.2, ,83, ,35, ,56, ,40.9, ,6.6,R,159.4,R,68.4, 
142,10/19/2021,292,0.12, ,0, ,417, ,8.0, ,72.4, ,38.7, ,54.9, ,92, ,28, ,54, ,38.7, ,3.2, ,75.7, ,67.4, 
142,10/20/2021,293,0.13, ,0, ,339, ,8.2, ,78.0, ,49.7, ,63.1, ,73, ,22, ,41, ,39.3, ,3.1, ,74.8, ,67.9, 
142,10/21/2021,294,0.12, ,0, ,305, ,8.2, ,81.1, ,52.8, ,66.0, ,58, ,18, ,38, ,39.4, ,2.9, ,70.0, ,68.6, 
142,10/22/2021,295,0.09, ,0, ,265, ,12.2, ,74.8, ,47.5, ,62.6, ,76, ,47, ,63, ,49.9, ,4.4, ,106.7, ,69.0, 
142,10/23/2021,296,0.11, ,0, ,345, ,10.8, ,70.9, ,55.3, ,61.7, ,73, ,39, ,57, ,46.5, ,3.4, ,81.1, ,69.0, 
142,10/24/2021,297,0.03, ,0, ,49, ,11.9, ,69.8, ,56.0, ,64.0, ,66, ,48, ,59, ,49.2, ,2.3, ,56.3, ,69.0, 
142,10/25/2021,298,0.02, ,1.60, ,86, ,13.2, ,67.3, ,46.2, ,56.0, ,98, ,60, ,87, ,52.0, ,3.8, ,92.2, ,68.1, 
142,10/26/2021,299,0.09, ,0, ,368, ,11.2, ,66.1, ,42.6, ,53.6, ,99, ,48, ,80, ,47.5, ,2.8, ,68.1, ,64.3, 
142,10/27/2021,300,0.10, ,0, ,362, ,12.0, ,69.0, ,46.3, ,57.3, ,97, ,50, ,75, ,49.4, ,3.0, ,71.4, ,63.8, 
142,10/28/2021,301,0.10, ,0, ,364, ,14.1, ,75.4, ,50.0, ,61.4, ,95, ,52, ,76, ,53.7, ,2.9, ,69.0, ,64.3, 
142,10/29/2021,302,0.10, ,0, ,333, ,15.6,Y,79.4, ,51.2, ,63.4, ,100, ,49, ,78,Y,56.4,Y,2.7, ,65.0, ,65.4, 
142,10/30/2021,303,0.08, ,0, ,289, ,16.8,Y,76.0, ,52.5, ,64.4, ,97, ,60, ,81,Y,58.6,Y,2.7, ,65.7, ,66.2, 
142,10/31/2021,304,0.02, ,0, ,118, ,16.0,Y,66.8, ,54.9, ,58.9, ,100, ,78, ,94,Y,57.2,Y,2.7, ,64.5, ,65.9, 
