90,10/1/2021,274,0.13, ,0, ,472,R,5.9, ,76.7, ,30.3, ,52.1, ,87, ,14, ,44, ,31.0, ,3.0, ,72.6, ,55.7, 
90,10/2/2021,275,0.14, ,0, ,470,R,5.4, ,79.0, ,30.0, ,53.2, ,89, ,11, ,39, ,28.7, ,3.3, ,79.0, ,56.0, 
90,10/3/2021,276,0.14, ,0, ,457, ,5.4, ,81.8, ,29.9, ,54.7, ,86, ,11, ,37, ,29.2, ,3.2, ,75.8, ,56.2, 
90,10/4/2021,277,0.11, ,0, ,310, ,5.7, ,78.4, ,32.1, ,53.7, ,86, ,16, ,40, ,30.2, ,3.8, ,91.5, ,56.0, 
90,10/5/2021,278,0.16, ,0, ,306, ,4.9, ,74.7, ,31.5, ,53.4, ,75, ,17, ,35, ,26.7, ,6.6, ,157.7, ,54.9, 
90,10/6/2021,279,0.09, ,0.06, ,301, ,7.0, ,64.4, ,29.9, ,47.3, ,90, ,33, ,63, ,35.3, ,4.4, ,105.0, ,54.2, 
90,10/7/2021,280,0.04, ,0.04,R,178, ,8.9, ,60.9, ,39.8, ,51.7, ,96, ,52, ,68, ,41.5, ,4.9, ,116.7, ,54.3, 
90,10/8/2021,281,0.12, ,0, ,425, ,6.4, ,59.2, ,38.0, ,47.4, ,96, ,27, ,57, ,33.1, ,4.9, ,117.0, ,53.9, 
90,10/9/2021,282,0.10, ,0, ,429, ,6.5, ,61.7, ,28.2, ,46.3, ,89, ,32, ,61, ,33.5, ,3.0, ,72.1, ,54.3, 
90,10/10/2021,283,0.12, ,0, ,405, ,5.8, ,64.5, ,22.6, ,43.3, ,96, ,34, ,61, ,30.7, ,5.3, ,127.2, ,53.4, 
90,10/11/2021,284,0.11, ,0.01, ,358, ,4.2, ,45.4,Y,27.4, ,36.3, ,87, ,31, ,57, ,22.7, ,11.8,R,283.2,R,52.6, 
90,10/12/2021,285,0.10, ,0, ,429,R,2.9, ,52.2, ,19.6, ,35.6, ,80, ,8, ,42, ,14.6, ,5.1, ,122.1, ,49.6, 
90,10/13/2021,286,0.07, ,0, ,287, ,4.8, ,51.4, ,23.5, ,40.3, ,80, ,33, ,56, ,25.9, ,4.6, ,110.1, ,49.9, 
90,10/14/2021,287,0.09, ,0, ,411,R,4.0, ,57.6, ,15.5, ,36.0, ,93, ,26, ,56, ,21.8, ,3.0, ,73.2, ,49.0, 
90,10/15/2021,288,0.11, ,0, ,409,R,3.9, ,71.6, ,19.6, ,45.0, ,78, ,14, ,38, ,21.1, ,3.4, ,81.0, ,49.1, 
90,10/16/2021,289,0.15, ,0, ,410,R,3.7, ,76.4, ,23.1, ,50.3, ,86, ,9, ,30, ,20.1, ,5.8, ,139.9, ,50.0, 
90,10/17/2021,290,0.15, ,0.08, ,218, ,4.3, ,64.7, ,27.6, ,49.7, ,90, ,20, ,35, ,23.2, ,10.7,Y,256.2,Y,50.1, 
90,10/18/2021,291,0.00, ,0.13, ,69, ,7.0, ,43.9,Y,28.8, ,37.6, ,96, ,79, ,91, ,35.3, ,3.6, ,86.5, ,49.5, 
90,10/19/2021,292,0.10, ,0, ,278, ,5.6, ,58.3, ,22.7, ,42.3, ,97, ,36, ,61, ,30.0, ,6.9, ,164.6, ,47.7, 
90,10/20/2021,293,0.08, ,0, ,157, ,7.1, ,55.6, ,39.4, ,49.0, ,80, ,36, ,60, ,35.7, ,11.8,Y,284.2,Y,48.3, 
90,10/21/2021,294,0.15, ,0, ,325, ,9.5,Y,67.5, ,42.3,Y,57.6,Y,74, ,40, ,58,Y,43.1,Y,13.3,R,318.9,R,49.5, 
90,10/22/2021,295,0.05, ,0.58, ,172, ,8.1, ,58.5, ,35.9, ,46.6, ,90, ,59, ,75, ,38.9, ,8.7, ,209.9, ,50.9, 
90,10/23/2021,296,0.02, ,0.24, ,97, ,7.6, ,47.0, ,38.4, ,42.2, ,93, ,74, ,84, ,37.5, ,6.7, ,160.0, ,49.2, 
90,10/24/2021,297,0.02, ,0.76, ,37, ,8.2, ,48.4, ,40.1, ,44.5, ,86, ,75, ,82, ,39.3, ,17.9,R,429.1,R,48.2, 
90,10/25/2021,298,0.05, ,0.28, ,223, ,6.5, ,46.9, ,32.8, ,39.4, ,95, ,61, ,79, ,33.6, ,6.5, ,156.4, ,46.9, 
90,10/26/2021,299,0.03, ,0.02, ,95, ,7.1, ,46.1, ,37.8, ,42.5, ,82, ,67, ,77, ,35.9, ,7.3, ,174.1, ,46.5, 
90,10/27/2021,300,0.04, ,0, ,179, ,9.4,Y,56.2, ,41.7,Y,48.6, ,94, ,65, ,80,Y,42.8,Y,3.8, ,91.6, ,47.7, 
90,10/28/2021,301,0.09, ,0.00, ,345, ,8.3, ,69.3, ,31.5, ,48.1, ,98, ,35, ,73, ,39.8, ,4.1, ,98.2, ,49.1, 
90,10/29/2021,302,0.07, ,0, ,261, ,8.0, ,65.6, ,31.2, ,47.8, ,97, ,35, ,71, ,38.7, ,2.4, ,57.0, ,49.4, 
90,10/30/2021,303,0.09, ,0, ,266, ,7.7, ,65.1, ,33.4, ,47.1, ,97, ,37, ,70, ,37.7, ,5.1, ,121.3, ,49.6, 
90,10/31/2021,304,0.08, ,0.00, ,317, ,6.7, ,60.6, ,27.6, ,41.6, ,98, ,39, ,74, ,34.2, ,3.8, ,91.6, ,48.6, 
