240,10/1/2021,274,0.20, ,0, ,519, ,4.6, ,94.2, ,47.1, ,70.5, ,42, ,7, ,18, ,25.3, ,3.1, ,74.6, ,--,S
240,10/2/2021,275,0.20, ,0, ,503, ,5.6, ,94.4, ,48.5, ,73.4, ,45, ,9, ,20, ,30.0, ,2.9, ,68.5, ,--,S
240,10/3/2021,276,0.21, ,0, ,487, ,6.9, ,94.9, ,51.0, ,74.4, ,45, ,14, ,24, ,35.0, ,3.6, ,86.2, ,--,S
240,10/4/2021,277,0.15, ,0, ,285, ,9.1, ,91.3, ,57.4, ,73.0, ,70, ,15, ,33, ,42.1, ,4.4, ,105.2, ,--,S
240,10/5/2021,278,0.17, ,0.10, ,470, ,16.7, ,81.6, ,58.9, ,69.1, ,91, ,44, ,69, ,58.4, ,6.4, ,153.3, ,--,S
240,10/6/2021,279,0.10, ,0, ,322, ,17.0, ,76.4, ,54.4, ,65.7, ,100, ,55, ,79, ,58.9, ,4.0, ,96.5, ,--,S
240,10/7/2021,280,0.07, ,0.00, ,205, ,16.2, ,70.1, ,60.8, ,64.7, ,97, ,61, ,78, ,57.6, ,5.3, ,126.8, ,--,S
240,10/8/2021,281,0.07, ,0.07,H,255, ,15.5, ,69.9, ,57.3, ,62.5, ,96, ,56, ,80, ,56.4, ,5.5, ,131.1, ,--,S
240,10/9/2021,282,0.15, ,0.04,H,459, ,12.7, ,74.4, ,51.5, ,62.7, ,97, ,39, ,65, ,50.9, ,3.9, ,94.0, ,--,S
240,10/10/2021,283,0.17, ,0.01, ,474, ,9.1, ,84.1, ,43.6, ,64.1, ,95, ,16, ,45, ,42.1, ,3.5, ,83.4, ,--,S
240,10/11/2021,284,0.17, ,0.00, ,435, ,9.9, ,68.4, ,44.0, ,58.0, ,85, ,24, ,60, ,44.2, ,9.0,R,216.8,R,--,S
240,10/12/2021,285,0.16, ,0, ,475, ,4.2, ,68.4, ,43.3, ,56.7, ,52, ,14, ,27, ,22.9, ,5.1, ,122.5, ,77.2,R
240,10/13/2021,286,0.15, ,0, ,461, ,4.9, ,75.1, ,36.2, ,56.1, ,69, ,13, ,32, ,26.4, ,3.6, ,85.8, ,75.4,R
240,10/14/2021,287,0.15, ,0, ,458, ,5.3, ,81.3, ,38.8, ,60.3, ,59, ,13, ,30, ,28.7, ,3.1, ,74.8, ,73.8,Y
240,10/15/2021,288,0.19, ,0, ,460, ,4.7, ,85.4, ,42.1, ,65.2, ,60, ,7, ,22, ,25.6, ,4.9, ,117.0, ,72.3,Y
240,10/16/2021,289,0.16, ,0, ,460, ,4.2, ,88.3, ,40.2, ,65.5, ,46, ,7, ,20, ,23.2, ,2.8, ,67.2, ,69.5, 
240,10/17/2021,290,0.16, ,0, ,445, ,6.9, ,80.8, ,42.2, ,61.6, ,87, ,13, ,37, ,35.1, ,5.1, ,121.5, ,69.1, 
240,10/18/2021,291,0.11, ,0, ,331, ,11.5, ,66.4,Y,44.7, ,56.6,Y,89, ,53, ,73,Y,48.2,Y,7.1,Y,171.1,Y,68.8, 
240,10/19/2021,292,0.13, ,0, ,440, ,8.6, ,73.1, ,36.0,Y,54.6,Y,95, ,23, ,59,Y,40.7,Y,3.4, ,82.4, ,67.5, 
240,10/20/2021,293,0.14, ,0, ,427, ,8.3, ,80.3, ,39.5, ,58.6, ,90, ,16, ,50, ,39.8, ,3.4, ,81.6, ,66.8, 
240,10/21/2021,294,0.15, ,0, ,425, ,8.3, ,86.7, ,41.3, ,62.7, ,78, ,15, ,42, ,39.6, ,2.9, ,68.6, ,66.0, 
240,10/22/2021,295,0.14, ,0, ,398, ,9.8, ,79.4, ,41.6, ,60.5, ,87, ,27, ,54, ,43.9, ,3.8, ,90.2, ,64.9, 
240,10/23/2021,296,0.07, ,0, ,243, ,12.9, ,67.9, ,48.3, ,58.4, ,100, ,55, ,77, ,51.4, ,4.7, ,112.6, ,64.6, 
240,10/24/2021,297,0.11, ,0, ,373, ,13.1, ,73.3, ,54.6, ,62.4, ,86, ,49, ,68, ,51.7, ,4.0, ,94.9, ,64.7, 
240,10/25/2021,298,0.03, ,0.17, ,131, ,13.8, ,61.3,Y,51.0, ,56.4, ,97, ,78, ,89, ,53.2, ,7.2,Y,173.0,Y,64.2, 
240,10/26/2021,299,0.10, ,0.00, ,369, ,10.9, ,70.3, ,45.6, ,56.0, ,99, ,29, ,71, ,46.9, ,3.2, ,77.1, ,63.0, 
240,10/27/2021,300,0.14, ,0, ,379, ,9.6, ,85.2, ,40.3, ,63.4, ,99, ,20, ,48, ,43.4, ,3.6, ,86.5, ,62.2, 
240,10/28/2021,301,0.18, ,0, ,373, ,9.6, ,89.7, ,49.1, ,70.0, ,81, ,16, ,38, ,43.5, ,5.4, ,129.8, ,62.1, 
240,10/29/2021,302,0.14, ,0, ,365, ,9.8, ,90.9, ,47.0, ,67.8, ,77, ,18, ,42, ,44.1, ,3.0, ,72.8, ,62.2, 
240,10/30/2021,303,0.12, ,0, ,354, ,11.2, ,82.9, ,48.3, ,64.1, ,96, ,28, ,55, ,47.6, ,3.6, ,85.8, ,62.5, 
240,10/31/2021,304,0.08, ,0, ,288, ,13.8, ,75.4, ,52.7, ,60.3, ,100, ,43, ,77, ,53.2, ,3.0, ,71.6, ,62.7, 
