182,10/1/2021,274,0.15, ,0, ,455, ,13.2, ,88.7, ,48.0, ,65.6, ,100, ,24, ,61, ,51.9, ,2.4, ,56.5, ,64.0, 
182,10/2/2021,275,0.16, ,0, ,452, ,11.9, ,89.9, ,47.2, ,67.2, ,100, ,23, ,52, ,49.1, ,2.3, ,54.0, ,63.8, 
182,10/3/2021,276,0.15, ,0, ,430, ,12.1, ,89.4, ,47.9, ,67.1, ,100, ,22, ,54, ,49.7, ,2.5, ,59.5, ,63.7, 
182,10/4/2021,277,0.11, ,0, ,297, ,11.6, ,86.5, ,51.9, ,68.8, ,73, ,29, ,48, ,48.5, ,2.4, ,57.8, ,63.6, 
182,10/5/2021,278,0.15, ,0, ,389, ,13.4, ,88.5, ,51.2, ,68.3, ,100, ,22, ,57, ,52.3, ,3.0, ,73.1, ,64.0, 
182,10/6/2021,279,0.13, ,0, ,411, ,13.5, ,85.5, ,49.8, ,65.4, ,100, ,28, ,63, ,52.5, ,2.5, ,59.1, ,63.7, 
182,10/7/2021,280,0.14, ,0, ,385, ,11.3, ,80.8, ,56.2, ,66.7, ,67, ,31, ,50, ,47.7, ,3.9, ,92.6, ,63.8, 
182,10/8/2021,281,0.08, ,0.06,H,289, ,12.4, ,69.4, ,48.3, ,57.7, ,100, ,46, ,76, ,50.3, ,2.7, ,64.6, ,62.3, 
182,10/9/2021,282,0.13, ,0, ,465, ,10.9, ,71.7, ,42.1, ,55.5, ,100, ,37, ,72, ,46.7, ,2.7, ,65.9, ,60.4, 
182,10/10/2021,283,0.13, ,0, ,455, ,11.2, ,76.2, ,42.9, ,58.4, ,100, ,34, ,67, ,47.4, ,2.5, ,61.2, ,59.7, 
182,10/11/2021,284,0.17, ,0, ,339, ,6.8, ,66.6, ,44.1, ,57.6, ,85, ,25, ,42, ,34.6, ,7.9,R,189.0,R,58.0,Y
182,10/12/2021,285,0.12, ,0, ,458,R,6.6, ,66.5, ,37.5, ,51.5,Y,99, ,26, ,51,Y,34.0,Y,3.3, ,80.2, ,55.8,Y
182,10/13/2021,286,0.13,R,0, ,445, ,7.1, ,73.5, ,33.3,Y,53.1,Y,100, ,18, ,52,Y,35.9,Y,2.4, ,56.7, ,55.0,Y
182,10/14/2021,287,0.13, ,0, ,443, ,7.9, ,75.5, ,40.3, ,56.3, ,73, ,24, ,51, ,38.3, ,2.7, ,65.0, ,55.7,Y
182,10/15/2021,288,0.13, ,0, ,435, ,9.4, ,82.3, ,38.5, ,58.9, ,100, ,22, ,56, ,43.0, ,2.4, ,58.1, ,56.3,Y
182,10/16/2021,289,0.13, ,0, ,436, ,10.0, ,84.5, ,41.7, ,59.5, ,100, ,20, ,58, ,44.6, ,2.5, ,59.9, ,56.9,Y
182,10/17/2021,290,0.14, ,0, ,406, ,8.9, ,85.5, ,41.6, ,62.9, ,99, ,15, ,45, ,41.5, ,4.1,Y,97.8,Y,57.0,Y
182,10/18/2021,291,0.11, ,0.08, ,414, ,9.9, ,66.0, ,43.0, ,55.1, ,94, ,40, ,66, ,44.2, ,3.6, ,86.7, ,57.2,Y
182,10/19/2021,292,0.11, ,0, ,431,R,9.7, ,71.5, ,36.9,Y,53.2, ,100, ,33, ,70, ,43.7, ,2.2, ,52.5, ,55.7,Y
182,10/20/2021,293,0.11, ,0, ,376, ,10.6, ,76.6, ,42.7, ,58.3, ,100, ,29, ,64, ,46.1, ,2.5, ,59.8, ,56.0,Y
182,10/21/2021,294,0.11, ,0, ,347, ,11.2, ,80.9, ,51.8, ,64.1, ,75, ,29, ,55, ,47.5, ,2.0, ,48.1, ,57.6,Y
182,10/22/2021,295,0.11, ,0, ,356, ,14.5, ,77.7, ,51.6, ,63.1, ,100, ,41, ,73, ,54.4, ,4.5,Y,107.3,Y,58.6, 
182,10/23/2021,296,0.10, ,0, ,363, ,12.8, ,70.2, ,50.7, ,59.0, ,100, ,44, ,75, ,51.2, ,3.4, ,82.6, ,59.3, 
182,10/24/2021,297,0.07, ,0, ,245, ,14.1, ,76.6, ,49.4, ,61.6, ,100, ,37, ,75, ,53.7, ,2.9, ,70.2, ,58.5, 
182,10/25/2021,298,0.04, ,0.60, ,144, ,14.0, ,70.5, ,46.9, ,57.1, ,100, ,55, ,88, ,53.6, ,3.9,Y,93.3,Y,58.0, 
182,10/26/2021,299,0.09, ,0.01, ,380, ,11.9, ,65.0, ,44.6, ,53.2, ,100, ,54, ,86, ,49.1, ,2.5, ,59.8, ,55.7,Y
182,10/27/2021,300,0.10, ,0, ,381, ,12.4, ,69.9, ,44.4, ,56.2, ,100, ,47, ,81, ,50.3, ,2.1, ,51.1, ,55.8,Y
182,10/28/2021,301,0.10, ,0, ,373, ,14.0, ,73.8, ,46.7, ,59.3, ,100, ,54, ,81, ,53.6, ,2.1, ,50.3, ,56.9, 
182,10/29/2021,302,0.10, ,0, ,358, ,15.9,Y,79.2, ,49.4, ,62.3, ,100, ,52, ,83,Y,57.1,Y,2.1, ,49.6, ,57.8, 
182,10/30/2021,303,0.08, ,0, ,303, ,16.4,Y,77.5, ,49.5, ,62.0, ,100, ,54, ,86,Y,57.8,Y,1.9, ,46.0, ,58.5, 
182,10/31/2021,304,0.06, ,0, ,267, ,15.0,Y,69.6, ,52.1, ,58.3, ,100, ,64, ,90,Y,55.4,Y,2.6, ,61.9, ,58.7, 
