88,10/1/2021,274,0.21, ,0, ,478, ,4.7, ,91.0, ,45.4, ,66.6, ,54, ,6, ,21, ,25.7, ,5.4, ,129.3, ,78.5, 
88,10/2/2021,275,0.23, ,0, ,463, ,5.3, ,91.6, ,48.1, ,67.4, ,46, ,6, ,23, ,28.4, ,6.6,Y,158.3,Y,79.4, 
88,10/3/2021,276,0.21, ,0, ,446, ,5.8, ,92.4, ,47.9, ,67.9, ,49, ,8, ,25, ,30.7, ,6.0, ,143.5, ,79.5, 
88,10/4/2021,277,0.16, ,0, ,326, ,7.0, ,89.7, ,50.8, ,69.5, ,54, ,10, ,28, ,35.2, ,4.9, ,116.5, ,79.1, 
88,10/5/2021,278,0.16, ,0, ,395, ,10.0, ,82.6, ,52.5, ,67.6, ,72, ,24, ,43, ,44.4, ,4.5, ,109.1, ,80.2, 
88,10/6/2021,279,0.15, ,0, ,391, ,9.0, ,83.4, ,49.2, ,63.4, ,78, ,21, ,45, ,41.7, ,4.4, ,106.6, ,79.3, 
88,10/7/2021,280,0.14, ,0, ,407, ,10.7, ,77.2, ,51.4, ,61.2, ,93, ,34, ,58, ,46.2, ,4.6, ,111.1, ,78.9, 
88,10/8/2021,281,0.12, ,0, ,368, ,10.3, ,68.8, ,42.4, ,56.3, ,95, ,23, ,67, ,45.3, ,5.0, ,119.8, ,78.4, 
88,10/9/2021,282,0.14, ,0, ,443, ,7.2, ,67.9, ,39.1, ,52.1, ,83, ,29, ,54, ,36.1, ,4.8, ,115.9, ,75.3, 
88,10/10/2021,283,0.16, ,0, ,437, ,6.5, ,76.4, ,37.7, ,55.1, ,70, ,20, ,44, ,33.4, ,5.9, ,141.8, ,74.3, 
88,10/11/2021,284,0.17, ,0, ,403, ,4.8, ,63.9, ,37.9, ,51.9, ,70, ,20, ,36, ,25.9, ,8.2,R,196.0,R,72.9, 
88,10/12/2021,285,0.15, ,0, ,440, ,3.5, ,61.0, ,32.2, ,46.5,Y,64, ,15, ,33,Y,18.8,Y,5.7, ,135.8, ,70.4, 
88,10/13/2021,286,0.15, ,0, ,422, ,3.4, ,72.3, ,31.9, ,50.3, ,48, ,11, ,27, ,18.0, ,5.4, ,128.9, ,69.0, 
88,10/14/2021,287,0.16, ,0, ,421, ,5.0, ,69.8, ,35.2, ,51.7, ,55, ,20, ,38, ,27.1, ,5.8, ,138.5, ,69.6, 
88,10/15/2021,288,0.16, ,0, ,422, ,5.1, ,80.0, ,36.6, ,57.3, ,63, ,11, ,32, ,27.7, ,5.0, ,119.6, ,70.0, 
88,10/16/2021,289,0.17, ,0, ,422, ,3.5, ,85.6, ,35.7, ,60.0, ,57, ,6, ,20, ,18.4, ,4.6, ,111.1, ,71.1, 
88,10/17/2021,290,0.18, ,0, ,408, ,5.3, ,77.5, ,37.8, ,57.7, ,70, ,14, ,33, ,28.6, ,7.4,R,177.4,R,71.0, 
88,10/18/2021,291,0.09, ,0.00, ,345, ,7.2, ,58.4,Y,34.7, ,47.8, ,91, ,37, ,64, ,36.0, ,5.0, ,120.9, ,--,S
88,10/19/2021,292,0.12, ,0, ,411, ,6.0, ,72.6, ,32.3, ,50.3, ,78, ,17, ,48, ,31.6, ,5.1, ,123.4, ,67.7, 
88,10/20/2021,293,0.13, ,0, ,388, ,5.8, ,77.4, ,36.1, ,55.1, ,82, ,12, ,39, ,30.8, ,4.1, ,97.3, ,68.6, 
88,10/21/2021,294,0.14, ,0, ,377, ,6.8, ,83.0, ,44.5, ,61.1, ,81, ,13, ,37, ,34.7, ,4.3, ,103.4, ,69.8, 
88,10/22/2021,295,0.10, ,0, ,328, ,10.2, ,75.3, ,37.2, ,57.1, ,86, ,37, ,64, ,45.1, ,4.9, ,116.5, ,70.1, 
88,10/23/2021,296,0.10, ,0.08, ,331, ,10.6, ,66.8, ,46.9, ,55.6, ,95, ,42, ,70, ,46.0, ,4.7, ,112.6, ,--,S
88,10/24/2021,297,0.10, ,0, ,304, ,10.2, ,73.8, ,42.3, ,58.1, ,85, ,42, ,62, ,45.1, ,5.4, ,129.3, ,68.3, 
88,10/25/2021,298,0.07, ,0.52, ,208, ,10.9, ,62.3, ,42.5, ,54.8, ,97, ,57, ,74, ,46.8, ,8.2,R,197.5,R,--,S
88,10/26/2021,299,0.07, ,0, ,293, ,9.5, ,58.7, ,41.5, ,49.4, ,98, ,56, ,79, ,43.1, ,3.9, ,93.2, ,68.2, 
88,10/27/2021,300,0.11, ,0, ,366, ,9.1, ,69.6, ,38.3, ,52.9, ,89, ,40, ,67, ,42.2, ,4.7, ,111.8, ,62.0, 
88,10/28/2021,301,0.11, ,0, ,365, ,10.5, ,81.6, ,41.8, ,58.8, ,94, ,29, ,62, ,45.8, ,4.0, ,96.5, ,63.7, 
88,10/29/2021,302,0.13, ,0, ,364, ,9.6, ,87.4, ,45.7, ,62.6, ,85, ,16, ,50, ,43.4, ,4.9, ,118.5, ,65.3, 
88,10/30/2021,303,0.12, ,0, ,349, ,9.5, ,80.4, ,44.6, ,60.7, ,89, ,24, ,53, ,43.2, ,4.5, ,107.4, ,66.0, 
88,10/31/2021,304,0.11, ,0, ,319, ,8.7, ,75.4, ,43.0, ,55.7, ,92, ,20, ,58, ,41.0, ,4.1, ,99.2, ,65.3, 
