213,10/1/2021,274,0.18, ,0, ,463, ,9.7, ,84.0, ,53.7, ,70.1, ,51, ,24, ,38, ,43.6, ,3.5, ,84.1, ,66.4, 
213,10/2/2021,275,0.18, ,0, ,455, ,10.7, ,85.2, ,54.0, ,72.1, ,68, ,24, ,40, ,46.3, ,3.3, ,78.3, ,67.1, 
213,10/3/2021,276,0.18, ,0.00, ,449, ,10.7, ,86.7, ,55.4, ,73.4, ,63, ,24, ,38, ,46.3, ,3.4, ,82.5, ,67.7, 
213,10/4/2021,277,0.16, ,0, ,419, ,11.4, ,77.6, ,53.0, ,65.9, ,100, ,33, ,52, ,47.9, ,4.4, ,106.6, ,67.7, 
213,10/5/2021,278,0.10, ,0, ,383, ,14.0, ,61.8, ,52.4, ,55.7, ,100, ,78, ,93, ,53.6, ,6.2, ,149.7, ,66.6, 
213,10/6/2021,279,0.07, ,0, ,251, ,13.1, ,61.3, ,53.0, ,55.6, ,100, ,66, ,87, ,51.8, ,6.0, ,144.1, ,65.5, 
213,10/7/2021,280,0.09, ,0, ,342, ,12.2, ,59.5, ,51.2, ,54.1, ,99, ,73, ,85, ,49.7, ,6.1, ,146.6, ,64.3, 
213,10/8/2021,281,0.12, ,0, ,387, ,10.9, ,62.5, ,50.6, ,54.6, ,94, ,49, ,75, ,46.9, ,5.8, ,139.1, ,63.8, 
213,10/9/2021,282,0.13, ,0.02, ,425, ,11.5, ,70.2, ,49.6, ,58.4, ,100, ,36, ,69, ,48.3, ,3.1, ,74.0, ,63.8, 
213,10/10/2021,283,0.12, ,0.00, ,425, ,12.5, ,69.0, ,53.0, ,58.5, ,89, ,54, ,75, ,50.5, ,4.5, ,108.5, ,64.3, 
213,10/11/2021,284,0.16, ,0, ,431, ,5.5, ,68.3, ,47.9, ,58.1, ,61, ,12, ,33, ,29.3, ,5.9, ,142.0, ,63.3, 
213,10/12/2021,285,0.15, ,0.01, ,431, ,5.2,Y,68.3, ,47.8, ,57.1, ,60, ,14, ,32,Y,27.8,Y,4.6, ,109.8, ,62.0, 
213,10/13/2021,286,0.07, ,0, ,280, ,11.2, ,58.3, ,49.0, ,53.0, ,94, ,59, ,82, ,47.6, ,5.2, ,123.6, ,61.5, 
213,10/14/2021,287,0.14, ,0.00, ,413, ,9.3, ,73.3, ,49.2, ,59.9, ,93, ,25, ,53, ,42.6, ,3.6, ,86.9, ,61.6, 
213,10/15/2021,288,0.16, ,0, ,409, ,6.8, ,80.4, ,46.4, ,67.4, ,63, ,19, ,30, ,34.8, ,3.7, ,89.3, ,62.2, 
213,10/16/2021,289,0.17, ,0, ,402, ,7.3, ,81.5, ,57.4, ,67.6, ,41, ,20, ,32, ,36.5, ,4.1, ,98.9, ,63.0, 
213,10/17/2021,290,0.06, ,0.03, ,235, ,12.0, ,59.1, ,48.4, ,53.9, ,100, ,61, ,84, ,49.3, ,5.9, ,140.9, ,62.5, 
213,10/18/2021,291,0.07, ,0, ,297, ,10.9, ,58.5, ,46.0, ,51.7, ,99, ,69, ,83, ,46.7, ,4.5, ,108.3, ,61.3, 
213,10/19/2021,292,0.10, ,0.06, ,314, ,9.8, ,64.3, ,45.2, ,54.2, ,100, ,42, ,68, ,43.9, ,4.4, ,105.6, ,60.7,Y
213,10/20/2021,293,0.01, ,0.39, ,80, ,14.8, ,61.6, ,50.6, ,56.7, ,100, ,65, ,95, ,55.1, ,4.8, ,114.5, ,60.6,Y
213,10/21/2021,294,0.01, ,0.57, ,72, ,18.5, ,65.5, ,59.9, ,61.5, ,100, ,92, ,99, ,61.3, ,5.9, ,141.5, ,61.8, 
213,10/22/2021,295,0.05, ,0.46, ,212, ,14.9, ,62.0, ,53.5, ,56.5, ,100, ,87, ,96, ,55.2, ,4.8, ,115.9, ,62.4, 
213,10/23/2021,296,0.05, ,0.61, ,179, ,14.0, ,62.1, ,53.4, ,56.4, ,100, ,67, ,90, ,53.5, ,5.6, ,133.7, ,62.3, 
213,10/24/2021,297,0, ,5.94, ,11, ,15.8, ,59.8, ,53.9, ,56.9, ,100, ,100, ,100, ,56.9, ,9.6,R,229.4,R,60.1,Y
213,10/25/2021,298,0.09, ,0.16, ,354, ,13.1, ,60.9, ,51.2, ,55.3, ,100, ,64, ,88, ,51.7, ,5.5, ,132.8, ,59.9,Y
213,10/26/2021,299,0.07, ,0.00, ,252, ,12.9, ,61.6, ,52.4, ,56.2, ,100, ,69, ,84, ,51.3, ,4.2, ,101.7, ,60.6, 
213,10/27/2021,300,0.09, ,0, ,330, ,15.9, ,70.0, ,53.4, ,61.1, ,100, ,66, ,86, ,57.0, ,2.8, ,68.2, ,62.0, 
213,10/28/2021,301,0.11, ,0, ,351, ,15.4, ,76.8, ,58.3, ,65.9, ,100, ,49, ,71, ,56.1, ,3.5, ,83.5, ,63.5, 
213,10/29/2021,302,0.10, ,0.00, ,343, ,16.0, ,73.1, ,55.8, ,62.4, ,100, ,66, ,83, ,57.3, ,3.4, ,81.8, ,64.3, 
213,10/30/2021,303,0.02, ,0, ,121, ,14.9, ,58.8, ,53.9, ,55.7, ,100, ,86, ,98, ,55.2, ,4.9, ,116.5, ,64.1, 
213,10/31/2021,304,0.04, ,0.01, ,173, ,13.1, ,59.6, ,52.6, ,55.4, ,100, ,74, ,87, ,51.7, ,3.8, ,91.1, ,62.9, 
