231,10/1/2021,274,--,N,0, ,480, ,11.0, ,66.6, ,38.1, ,52.3,Y,99, ,52, ,82,Y,47.1,Y,5.7, ,136.2, ,63.8, 
231,10/2/2021,275,--,N,0.00, ,476, ,11.7, ,64.0, ,39.2, ,50.8,Y,100, ,72, ,92,Y,48.7,Y,5.7, ,136.3, ,63.2, 
231,10/3/2021,276,--,N,0, ,466, ,11.7, ,66.2, ,37.6, ,51.9,Y,99, ,65, ,88,Y,48.6,Y,5.2, ,124.9, ,62.8, 
231,10/4/2021,277,--,N,0.00, ,372, ,13.8, ,73.0, ,45.4, ,59.4, ,99, ,56, ,80, ,53.2, ,6.0, ,144.0, ,63.5, 
231,10/5/2021,278,--,N,0, ,396, ,15.5, ,76.1, ,53.6, ,61.0, ,100, ,61, ,85, ,56.3, ,5.9, ,141.3, ,65.6, 
231,10/6/2021,279,--,N,0, ,380, ,14.8, ,69.4, ,55.1, ,59.4, ,97, ,66, ,86, ,55.1, ,5.1, ,121.3, ,66.3, 
231,10/7/2021,280,--,N,0, ,98, ,13.9, ,61.9, ,51.8, ,57.1, ,95, ,74, ,87, ,53.4, ,4.0, ,95.4, ,65.5, 
231,10/8/2021,281,--,N,0, ,423, ,12.1, ,65.0, ,44.2, ,57.7, ,92, ,51, ,74, ,49.6, ,8.4,Y,200.9,Y,65.0, 
231,10/9/2021,282,--,N,0, ,452, ,11.1, ,69.9, ,39.9, ,54.1, ,95, ,46, ,78, ,47.4, ,7.5, ,180.4, ,63.5, 
231,10/10/2021,283,--,N,0, ,454, ,11.7, ,71.6, ,37.5, ,54.6, ,98, ,42, ,80, ,48.7, ,6.1, ,145.8, ,63.0, 
231,10/11/2021,284,--,N,0, ,444, ,11.8, ,63.9, ,49.8, ,56.7, ,97, ,56, ,75, ,48.9, ,16.1,R,386.8,R,63.4, 
231,10/12/2021,285,--,N,0, ,455, ,9.0, ,66.3, ,36.8, ,54.8, ,91, ,21, ,61, ,41.7, ,10.5,R,252.4,R,62.7, 
231,10/13/2021,286,--,N,0, ,434, ,10.3, ,66.3, ,31.6,Y,51.1,Y,98, ,52, ,81,Y,45.4,Y,7.2, ,173.4, ,61.2, 
231,10/14/2021,287,--,N,0, ,438, ,10.6, ,79.1, ,41.8, ,57.3, ,98, ,25, ,66, ,46.1, ,5.7, ,137.7, ,62.7, 
231,10/15/2021,288,--,N,0, ,437, ,7.1,Y,82.3, ,37.9, ,59.1, ,85, ,16, ,42,Y,35.9,Y,4.5, ,109.1, ,62.7, 
231,10/16/2021,289,--,N,0, ,439, ,5.6,R,88.5, ,40.0, ,60.5, ,64, ,9, ,--,R,--,I,4.6, ,109.7, ,63.0, 
231,10/17/2021,290,--,N,0, ,403, ,10.0, ,70.9, ,37.5, ,55.1, ,83, ,44, ,67, ,44.5, ,5.6, ,135.3, ,62.7, 
231,10/18/2021,291,--,N,0, ,413, ,10.7, ,63.7, ,40.2, ,55.3, ,90, ,46, ,72, ,46.2, ,8.3, ,199.1, ,63.4, 
231,10/19/2021,292,--,N,0, ,389, ,10.1, ,71.1, ,36.0, ,52.5, ,93, ,45, ,75, ,44.9, ,4.8, ,116.2, ,62.0, 
231,10/20/2021,293,--,N,0, ,364, ,10.8, ,69.7, ,38.4, ,53.6, ,96, ,43, ,77, ,46.7, ,4.8, ,115.3, ,61.8, 
231,10/21/2021,294,--,N,0, ,359, ,13.8, ,69.4, ,44.4, ,56.5, ,98, ,69, ,89, ,53.2, ,5.1, ,122.6, ,62.3, 
231,10/22/2021,295,--,N,0, ,338, ,15.6, ,70.6, ,52.8, ,60.0, ,99, ,64, ,88, ,56.5, ,6.0, ,143.4, ,63.2, 
231,10/23/2021,296,--,N,0, ,373, ,12.8, ,65.9, ,45.4, ,56.4, ,96, ,62, ,82, ,51.0, ,7.7, ,186.0, ,62.1, 
231,10/24/2021,297,--,N,0, ,262, ,14.1, ,71.1, ,45.3, ,59.1, ,94, ,57, ,82, ,53.8, ,6.3, ,152.3, ,63.0, 
231,10/25/2021,298,--,N,0.10,H,195, ,15.0, ,62.2, ,49.7, ,57.8, ,99, ,77, ,92, ,55.5, ,9.3,Y,222.6,Y,63.6, 
231,10/26/2021,299,--,N,0.03, ,379, ,11.8, ,66.2, ,44.9, ,55.2, ,98, ,56, ,79, ,48.9, ,8.3, ,199.9, ,59.7, 
231,10/27/2021,300,--,N,0.02, ,380, ,11.7, ,81.8, ,48.4, ,64.8,H,85,H,32,H,56, ,48.7, ,7.0, ,167.0, ,59.5, 
231,10/28/2021,301,--,N,0.02, ,379, ,13.4, ,83.3, ,50.8, ,63.6, ,90, ,35, ,67, ,52.4, ,4.3, ,102.7, ,61.3, 
231,10/29/2021,302,--,N,0.01, ,369, ,14.2, ,74.1, ,51.3, ,58.3, ,99, ,64, ,86, ,54.0, ,5.7, ,137.9, ,61.5, 
231,10/30/2021,303,--,N,0.02, ,265, ,14.9, ,62.9, ,54.4, ,56.8, ,99, ,82, ,95, ,55.3, ,4.9, ,117.0, ,62.1, 
231,10/31/2021,304,--,N,0.01, ,317, ,13.6, ,67.1, ,48.8, ,57.3, ,99, ,61, ,85, ,52.8, ,4.3, ,103.1, ,62.1, 
