153,10/1/2021,274,0.22, ,0, ,554,R,8.1, ,94.2, ,48.4, ,71.4, ,83, ,12, ,31, ,39.1, ,3.4, ,81.7, ,73.2, 
153,10/2/2021,275,0.22, ,0, ,543,R,9.8, ,101.5, ,49.5, ,71.6, ,70, ,16, ,37, ,44.1, ,3.1, ,75.5, ,72.9, 
153,10/3/2021,276,0.19,R,0, ,440, ,10.6, ,99.4, ,54.8, ,75.0, ,78, ,20, ,36, ,46.2, ,3.4, ,82.7, ,70.8, 
153,10/4/2021,277,0.11,R,0.04, ,304, ,13.6, ,90.2, ,59.8, ,73.3, ,78, ,24, ,49, ,52.8, ,3.6, ,86.2, ,70.5, 
153,10/5/2021,278,0.13, ,0.30, ,369, ,19.4, ,79.3, ,63.6, ,69.8, ,91, ,65, ,78, ,62.6, ,4.7, ,112.5, ,71.3, 
153,10/6/2021,279,0.05,R,0, ,179, ,19.9, ,73.5, ,64.3,Y,68.1, ,93, ,72, ,85, ,63.3, ,3.3, ,78.6, ,71.6, 
153,10/7/2021,280,0.04, ,0, ,158, ,18.9, ,71.1, ,64.0, ,67.0, ,92, ,72, ,84, ,61.9, ,3.4, ,81.5, ,71.3, 
153,10/8/2021,281,0.03, ,0.20, ,153, ,17.5, ,67.7, ,59.0, ,63.8, ,95, ,73, ,87, ,59.8, ,3.1, ,75.6, ,70.2, 
153,10/9/2021,282,0.14, ,0, ,481, ,15.1, ,74.8, ,54.2, ,62.8, ,93, ,55, ,77, ,55.7, ,3.2, ,77.0, ,69.7, 
153,10/10/2021,283,0.16, ,0, ,497,R,13.3, ,83.5, ,49.2, ,64.5, ,93, ,33, ,64, ,52.2, ,2.9, ,69.6, ,69.6, 
153,10/11/2021,284,0.12,R,0, ,359, ,12.4, ,71.3, ,46.7, ,59.7, ,89, ,43, ,71, ,50.2, ,5.8,Y,138.1,Y,68.3, 
153,10/12/2021,285,0.15,R,0, ,497,R,6.5,Y,70.1, ,45.4, ,57.4, ,65, ,17, ,40,Y,33.4,Y,3.2, ,76.9, ,66.4, 
153,10/13/2021,286,0.15,R,0, ,485,R,6.9,Y,77.0, ,39.6, ,57.9, ,78, ,18, ,42,Y,35.0,Y,2.4, ,57.9, ,64.9, 
153,10/14/2021,287,0.14,R,0, ,479,R,8.2, ,81.8, ,40.8, ,58.7, ,85, ,21, ,48, ,39.3, ,1.6,Y,37.7,Y,64.7, 
153,10/15/2021,288,0.22,R,0, ,488,R,6.0,Y,88.3, ,41.3, ,66.0, ,89, ,9, ,28,Y,31.6,Y,5.5, ,133.0, ,64.6, 
153,10/16/2021,289,0.16,R,0, ,483,R,6.8,Y,91.7, ,39.9, ,63.3, ,81, ,12, ,34,Y,34.5,Y,2.0, ,47.6, ,64.6, 
153,10/17/2021,290,0.15,R,0, ,466,R,9.6, ,82.3, ,45.6, ,62.3, ,88, ,17, ,50, ,43.5, ,2.4, ,58.6, ,64.7, 
153,10/18/2021,291,0.03,R,0, ,122, ,13.4, ,65.8, ,47.0, ,57.9, ,90, ,66, ,81, ,52.3, ,3.9, ,93.7, ,64.8, 
153,10/19/2021,292,0.13, ,0, ,461,R,11.1, ,72.4, ,44.9, ,55.8, ,93, ,42, ,73, ,47.3, ,3.5, ,83.5, ,63.3, 
153,10/20/2021,293,0.13,R,0, ,457,R,12.0, ,75.0, ,42.9, ,57.4, ,96, ,46, ,74, ,49.3, ,3.1, ,73.4, ,60.8,Y
153,10/21/2021,294,0.14,R,0, ,462,R,12.2, ,80.1, ,43.3, ,59.7, ,93, ,40, ,70, ,49.9, ,2.6, ,62.5, ,61.8, 
153,10/22/2021,295,0.12, ,0, ,434, ,13.8, ,74.6, ,46.4, ,58.6, ,94, ,59, ,82, ,53.1, ,3.4, ,81.2, ,62.4, 
153,10/23/2021,296,0.08, ,0, ,292, ,14.8, ,69.2, ,55.4, ,60.7, ,90, ,65, ,82, ,55.1, ,4.0, ,96.3, ,63.4, 
153,10/24/2021,297,0.12,R,0, ,427, ,14.4, ,75.4, ,51.8, ,61.5, ,90, ,52, ,77, ,54.3, ,2.5, ,60.8, ,64.0, 
153,10/25/2021,298,0.02, ,0.12, ,114, ,15.2, ,66.5, ,52.8, ,59.5, ,95, ,73, ,87, ,55.7, ,2.8, ,67.5, ,64.0, 
153,10/26/2021,299,0.11,R,0, ,420, ,13.5, ,69.7, ,48.7, ,57.7, ,97, ,59, ,83, ,52.5, ,2.3, ,56.4, ,63.3, 
153,10/27/2021,300,0.13, ,0, ,439,R,11.8, ,83.8, ,44.3, ,61.4, ,94, ,31, ,64, ,49.0, ,1.9, ,45.4, ,62.6, 
153,10/28/2021,301,0.14,R,0, ,433,R,12.5, ,89.7, ,45.8, ,65.4, ,93, ,32, ,58, ,50.4, ,2.5, ,60.7, ,62.9, 
153,10/29/2021,302,0.14,R,0, ,430,R,12.6, ,86.2, ,47.8, ,63.9, ,90, ,37, ,62, ,50.6, ,2.4, ,57.3, ,63.2, 
153,10/30/2021,303,0.11,R,0, ,404, ,14.5, ,76.6, ,44.8, ,59.3, ,94, ,62, ,84, ,54.6, ,2.9, ,70.3, ,62.7, 
153,10/31/2021,304,0.10,R,0, ,374, ,14.8, ,72.6, ,53.8, ,61.2, ,91, ,61, ,81, ,55.1, ,2.5, ,59.1, ,63.9, 
