78,10/1/2021,274,0.20, ,0, ,534,R,7.1,Y,89.9, ,56.3, ,72.1, ,61, ,12, ,26,Y,35.9,Y,3.5, ,85.1, ,68.2, 
78,10/2/2021,275,0.19, ,0, ,527,R,7.1,Y,95.6, ,58.1, ,74.1, ,54, ,12, ,25,Y,35.9,Y,3.3, ,79.2, ,67.9, 
78,10/3/2021,276,0.21, ,0, ,500, ,7.8,Y,94.3, ,57.9, ,74.7, ,50, ,14, ,27,Y,38.3,Y,3.9, ,94.7, ,67.6, 
78,10/4/2021,277,0.17, ,0, ,369, ,10.2, ,90.9, ,59.0, ,73.8, ,76, ,19, ,36, ,44.9, ,4.0, ,96.0, ,67.8, 
78,10/5/2021,278,0.16, ,0.04, ,488, ,16.2, ,81.0, ,59.4, ,69.6, ,89, ,44, ,65, ,57.5, ,4.1, ,98.6, ,68.4, 
78,10/6/2021,279,0.07, ,0.00, ,257, ,17.0, ,75.3, ,58.4, ,65.0, ,95, ,62, ,81, ,59.0, ,2.9, ,69.3, ,68.4, 
78,10/7/2021,280,0.04, ,0, ,179, ,16.7, ,71.5, ,59.6, ,64.8, ,92, ,63, ,80, ,58.4, ,3.3, ,78.8, ,68.0, 
78,10/8/2021,281,0.07, ,0.03, ,270, ,15.5, ,69.5, ,55.5, ,63.0, ,92, ,60, ,79, ,56.3, ,3.9, ,94.1, ,67.8, 
78,10/9/2021,282,0.13, ,0.00, ,454, ,13.0, ,73.5, ,51.4, ,61.8, ,92, ,44, ,69, ,51.6, ,3.0, ,71.5, ,67.2, 
78,10/10/2021,283,0.16, ,0.00, ,492,R,11.0, ,81.8, ,47.0, ,63.2, ,91, ,23, ,55, ,47.1, ,3.1, ,74.6, ,66.1, 
78,10/11/2021,284,0.14, ,0.00, ,386, ,10.8, ,69.9, ,48.1, ,60.4, ,95, ,19, ,60, ,46.5, ,5.6,R,135.3,R,65.6, 
78,10/12/2021,285,0.16, ,0, ,497,R,4.8,Y,70.3, ,44.4, ,58.6, ,68, ,16, ,29,Y,26.1,Y,4.8,Y,115.5,Y,64.6, 
78,10/13/2021,286,0.15, ,0, ,479,R,6.0,Y,74.9, ,45.7, ,58.5, ,68, ,17, ,36,Y,31.5,Y,3.6, ,86.9, ,62.8, 
78,10/14/2021,287,0.14, ,0, ,474,R,6.9, ,79.3, ,45.3, ,61.3, ,66, ,18, ,37, ,34.9, ,2.8, ,67.0, ,61.8, 
78,10/15/2021,288,0.16, ,0.00, ,479,R,6.4, ,88.8, ,50.5, ,68.2, ,58, ,10, ,27, ,33.2, ,3.2, ,77.3, ,61.6, 
78,10/16/2021,289,0.16, ,0, ,478,R,5.5, ,89.1, ,49.2, ,66.8, ,56, ,8, ,25, ,29.5, ,2.8, ,66.6, ,61.6, 
78,10/17/2021,290,0.15, ,0, ,469,R,8.8, ,78.2, ,49.2, ,62.4, ,88, ,23, ,46, ,41.2, ,3.6, ,86.0, ,61.3, 
78,10/18/2021,291,0.03, ,0.02, ,148, ,12.3, ,65.3, ,46.2, ,57.3, ,90, ,56, ,77, ,50.0, ,3.4, ,80.8, ,61.6, 
78,10/19/2021,292,0.12, ,0, ,454,R,10.0, ,72.4, ,44.1, ,56.4, ,93, ,37, ,65, ,44.7, ,2.9, ,69.4, ,60.9, 
78,10/20/2021,293,0.13, ,0, ,445,R,10.8, ,75.8, ,45.9, ,59.1, ,90, ,31, ,63, ,46.7, ,3.0, ,73.0, ,60.5, 
78,10/21/2021,294,0.13, ,0.00, ,437, ,10.5, ,80.9, ,47.5, ,62.0, ,92, ,27, ,55, ,45.8, ,3.0, ,73.1, ,60.4, 
78,10/22/2021,295,0.11, ,0.00, ,407, ,12.9, ,71.7, ,44.1, ,57.6, ,95, ,53, ,80, ,51.3, ,3.2, ,76.9, ,60.3, 
78,10/23/2021,296,0.02, ,0.00, ,138, ,15.4, ,64.7, ,57.4, ,60.7, ,93, ,74, ,85, ,56.1, ,3.1, ,75.2, ,60.9, 
78,10/24/2021,297,0.09, ,0, ,358, ,13.8, ,71.6, ,51.6, ,61.0, ,93, ,55, ,75, ,53.2, ,2.8, ,66.6, ,61.6, 
78,10/25/2021,298,0.00, ,0.32, ,69, ,14.5, ,60.4, ,50.7, ,56.7, ,95, ,84, ,92, ,54.4, ,3.3, ,79.9, ,61.8, 
78,10/26/2021,299,0.10, ,0.00, ,404, ,11.7, ,69.5, ,46.4, ,56.4, ,97, ,46, ,75, ,48.6, ,2.4, ,58.3, ,61.2, 
78,10/27/2021,300,0.12, ,0, ,417,R,10.4, ,82.8, ,47.6, ,63.9, ,91, ,22, ,52, ,45.7, ,3.0, ,72.7, ,60.9, 
78,10/28/2021,301,0.13, ,0, ,414,R,11.5, ,89.9, ,52.0, ,69.3, ,78, ,23, ,47, ,48.3, ,2.5, ,59.8, ,61.2, 
78,10/29/2021,302,0.14, ,0, ,410,R,11.4, ,85.2, ,54.7, ,70.1, ,87, ,26, ,46, ,48.1, ,3.7, ,87.8, ,61.9, 
78,10/30/2021,303,0.09, ,0.00, ,350, ,14.5, ,76.1, ,50.7, ,60.7, ,97, ,52, ,80, ,54.6, ,3.3, ,79.4, ,61.9, 
78,10/31/2021,304,0.05, ,0, ,208, ,14.1, ,68.4, ,52.0, ,59.6, ,92, ,61, ,81, ,53.7, ,2.6, ,61.8, ,62.3, 
