216,10/1/2021,274,0.22, ,0, ,513, ,4.9, ,92.9, ,57.9, ,75.0, ,31, ,7, ,17, ,26.8, ,4.1, ,98.0, ,76.5, 
216,10/2/2021,275,0.21, ,0, ,507, ,4.9, ,95.7, ,60.2, ,76.5, ,26, ,8, ,16, ,26.4, ,3.8, ,92.3, ,77.1, 
216,10/3/2021,276,0.23, ,0, ,488, ,5.5, ,95.3, ,61.7, ,77.7, ,30, ,10, ,17, ,29.6, ,4.3, ,103.6, ,77.8, 
216,10/4/2021,277,0.18, ,0.04, ,360, ,8.8, ,91.3, ,62.8, ,74.6, ,84, ,13, ,30, ,41.3, ,4.2, ,101.7, ,78.2, 
216,10/5/2021,278,0.17, ,0.00, ,479, ,15.5, ,80.0, ,58.6, ,69.9, ,86, ,44, ,62, ,56.4, ,4.4, ,105.2, ,77.6, 
216,10/6/2021,279,0.13, ,0, ,425, ,15.6, ,76.0, ,55.6, ,64.5, ,89, ,57, ,75, ,56.5, ,3.5, ,83.7, ,77.1, 
216,10/7/2021,280,0.03, ,0, ,127, ,16.4, ,68.5, ,60.3, ,63.5, ,95, ,69, ,82, ,57.8, ,4.3, ,103.1, ,76.3, 
216,10/8/2021,281,0.10, ,0.01, ,314, ,14.3, ,69.6, ,52.8, ,61.5, ,89, ,59, ,77, ,54.1, ,4.4, ,105.8, ,75.0, 
216,10/9/2021,282,0.15, ,0, ,477, ,10.7, ,73.3, ,47.5, ,60.3, ,89, ,36, ,60, ,46.3, ,4.3, ,102.5, ,74.0, 
216,10/10/2021,283,0.18, ,0, ,485,R,7.6, ,82.7, ,49.8, ,65.4, ,61, ,20, ,35, ,37.4, ,3.8, ,90.1, ,73.4, 
216,10/11/2021,284,0.15, ,0, ,387, ,7.1, ,72.6, ,48.5, ,60.5, ,73, ,12, ,39, ,35.8, ,5.1,Y,122.9,Y,73.3, 
216,10/12/2021,285,0.18, ,0, ,488,R,3.8, ,73.3, ,47.7, ,59.5, ,37, ,11, ,22, ,20.4, ,5.0,Y,120.7,Y,72.3, 
216,10/13/2021,286,0.16, ,0, ,469,R,4.0, ,76.7, ,44.6, ,59.2, ,38, ,11, ,23, ,21.7, ,3.9, ,93.2, ,71.4, 
216,10/14/2021,287,0.16, ,0, ,462, ,5.2, ,78.6, ,47.8, ,62.5, ,40, ,16, ,27, ,28.2, ,3.8, ,90.6, ,71.1, 
216,10/15/2021,288,0.19, ,0, ,464,R,4.4, ,88.3, ,54.6, ,71.3, ,30, ,11, ,17, ,24.0, ,4.5, ,108.4, ,71.5, 
216,10/16/2021,289,0.18, ,0, ,468,R,3.6, ,89.0, ,56.3, ,70.8, ,25, ,8, ,14, ,19.6, ,3.8, ,90.4, ,72.6, 
216,10/17/2021,290,0.17, ,0, ,455,R,7.8, ,77.1, ,52.4, ,63.5, ,88, ,15, ,39, ,38.0, ,5.8,R,140.2,R,73.0, 
216,10/18/2021,291,0.06, ,0.02, ,200, ,12.1, ,66.2, ,47.5, ,57.1, ,92, ,56, ,76, ,49.6, ,4.6, ,111.2, ,72.3, 
216,10/19/2021,292,0.12, ,0, ,443, ,9.5, ,71.2, ,43.8,Y,56.4, ,84, ,36, ,61, ,43.2, ,3.6, ,87.4, ,70.4, 
216,10/20/2021,293,0.13, ,0, ,438, ,9.1, ,78.3, ,45.7, ,59.6, ,78, ,27, ,52, ,42.0, ,3.1, ,73.8, ,70.1, 
216,10/21/2021,294,0.14, ,0, ,426, ,7.9, ,84.5, ,48.7, ,63.9, ,64, ,18, ,39, ,38.5, ,3.3, ,78.1, ,70.3, 
216,10/22/2021,295,0.12, ,0, ,377, ,11.9, ,71.9, ,47.6, ,59.4, ,88, ,49, ,69, ,49.1, ,3.7, ,90.0, ,70.5, 
216,10/23/2021,296,0.08, ,0.00, ,268, ,14.9, ,69.9, ,55.5, ,61.7, ,95, ,62, ,80, ,55.3, ,4.0, ,96.2, ,70.7, 
216,10/24/2021,297,0.07, ,0, ,273, ,13.6, ,71.2, ,53.7, ,60.4, ,89, ,53, ,76, ,52.8, ,2.7, ,65.7, ,70.8, 
216,10/25/2021,298,0.00, ,0.27,H,50, ,14.0, ,58.4,Y,49.4, ,55.1, ,99, ,78, ,95, ,53.6, ,4.8, ,116.2, ,70.0, 
216,10/26/2021,299,0.12, ,0.09,H,422,R,9.2, ,72.4, ,44.6, ,57.9, ,90, ,31, ,56, ,42.4, ,3.6, ,86.5, ,66.3, 
216,10/27/2021,300,0.13, ,0.05,H,417,R,8.9, ,84.7, ,50.6, ,66.8, ,66, ,19, ,40, ,41.5, ,2.7, ,64.8, ,65.8, 
216,10/28/2021,301,0.15, ,0.04,H,410, ,10.1, ,92.3, ,59.8, ,73.1, ,58, ,19, ,36, ,44.8, ,3.6, ,87.4, ,68.2, 
216,10/29/2021,302,0.15, ,0.00, ,404, ,10.0, ,87.9, ,58.5, ,71.8, ,72, ,22, ,37, ,44.4, ,3.6, ,86.0, ,70.6, 
216,10/30/2021,303,0.10, ,0, ,352, ,13.9, ,74.8, ,53.3, ,61.8, ,95, ,50, ,74, ,53.3, ,3.6, ,85.7, ,71.0, 
216,10/31/2021,304,0.06, ,0, ,244, ,13.8, ,68.6, ,52.8, ,59.5, ,95, ,59, ,80, ,53.2, ,3.0, ,72.5, ,70.2, 
