171,10/1/2021,274,0.16,R,0, ,437, ,11.5, ,88.4, ,49.8, ,66.8, ,83, ,20, ,51, ,48.3, ,2.3, ,55.1, ,64.8, 
171,10/2/2021,275,0.16, ,0, ,424, ,12.9, ,87.7, ,51.8, ,67.7, ,86, ,27, ,56, ,51.3, ,2.1, ,51.5, ,65.0, 
171,10/3/2021,276,0.16, ,0, ,420, ,12.4, ,89.9, ,51.3, ,68.6, ,84, ,20, ,52, ,50.2, ,2.1, ,51.1, ,65.2, 
171,10/4/2021,277,0.16,R,0, ,394, ,11.5, ,86.6, ,53.0, ,68.6, ,80, ,24, ,48, ,48.2, ,2.7, ,64.2, ,65.2, 
171,10/5/2021,278,0.12, ,0, ,376, ,13.9, ,73.4, ,54.7, ,61.1, ,89, ,54, ,76, ,53.4, ,4.5, ,106.9, ,65.1, 
171,10/6/2021,279,0.09, ,0, ,276, ,12.9, ,66.0, ,52.4, ,60.3, ,84, ,55, ,72, ,51.3, ,3.5, ,85.1, ,65.3, 
171,10/7/2021,280,0.11, ,0, ,352, ,11.9, ,64.6, ,52.1, ,57.6, ,86, ,62, ,74, ,49.2, ,3.8, ,91.2, ,64.5, 
171,10/8/2021,281,0.12, ,0, ,388, ,11.1, ,64.1, ,55.2, ,58.5, ,78, ,50, ,66, ,47.4, ,4.3, ,102.8, ,64.1, 
171,10/9/2021,282,0.12, ,0, ,382, ,12.5, ,73.5, ,50.4, ,60.0, ,89, ,43, ,71, ,50.4, ,2.8, ,66.8, ,63.8, 
171,10/10/2021,283,0.12, ,0, ,377, ,11.8, ,74.9, ,46.6, ,59.0, ,93, ,38, ,69, ,49.0, ,2.9, ,70.1, ,63.0, 
171,10/11/2021,284,0.17, ,0, ,373, ,6.5,Y,71.6, ,50.8, ,60.1, ,85, ,13, ,37,Y,33.5,Y,6.2,R,148.6,R,62.3, 
171,10/12/2021,285,0.14, ,0, ,377, ,6.6,Y,70.9, ,43.4, ,56.8, ,83, ,16, ,42,Y,33.9,Y,3.9, ,94.2, ,60.8, 
171,10/13/2021,286,0.08, ,0, ,271, ,10.6, ,63.1, ,43.2, ,53.3, ,92, ,51, ,77, ,46.2, ,2.6, ,63.5, ,59.9, 
171,10/14/2021,287,0.12, ,0.01, ,307, ,9.3, ,73.7, ,49.2, ,61.3, ,96, ,31, ,50, ,42.6, ,3.3, ,79.6, ,60.0, 
171,10/15/2021,288,0.12, ,0, ,364, ,9.0, ,80.4, ,44.0, ,60.6, ,83, ,22, ,50, ,41.8, ,1.9, ,46.2, ,59.4, 
171,10/16/2021,289,0.13, ,0, ,362, ,8.7, ,83.7, ,46.1, ,62.5, ,84, ,19, ,45, ,41.0, ,2.1, ,49.8, ,59.7, 
171,10/17/2021,290,0.10, ,0.02, ,296, ,10.4, ,74.5, ,47.1, ,56.6, ,87, ,30, ,66, ,45.6, ,3.3, ,78.9, ,59.6, 
171,10/18/2021,291,0.09, ,0, ,307, ,10.8, ,62.7, ,47.5, ,54.8, ,90, ,58, ,73, ,46.5, ,3.0, ,71.1, ,59.7, 
171,10/19/2021,292,0.11, ,0, ,313, ,8.8, ,70.3, ,42.1, ,57.1, ,96, ,28, ,55, ,41.1, ,3.0, ,71.8, ,58.9, 
171,10/20/2021,293,0.04, ,0.26, ,85, ,13.3, ,69.2, ,58.4, ,62.2, ,96, ,43, ,70, ,52.1, ,3.2, ,75.6, ,59.5, 
171,10/21/2021,294,0.07, ,0.04, ,228, ,17.6,Y,76.2, ,62.3,Y,66.6, ,93, ,62, ,79,Y,59.9,Y,3.0, ,71.5, ,61.3, 
171,10/22/2021,295,0.07, ,0.47, ,262, ,14.3, ,65.4, ,55.9, ,60.3, ,97, ,63, ,80, ,54.2, ,3.5, ,84.3, ,62.5, 
171,10/23/2021,296,0.07, ,0.17, ,221, ,13.1, ,67.9, ,53.2, ,60.1, ,93, ,54, ,74, ,51.8, ,2.5, ,59.4, ,62.3, 
171,10/24/2021,297,0.00, ,2.96, ,17, ,16.2, ,62.8, ,56.7, ,59.6, ,99, ,88, ,93, ,57.5, ,4.8,Y,115.3,Y,62.0, 
171,10/25/2021,298,0.08, ,0.43, ,301, ,13.4, ,63.8, ,49.6, ,57.5, ,99, ,62, ,83, ,52.3, ,3.6, ,86.0, ,61.2, 
171,10/26/2021,299,0.06, ,0, ,215, ,11.9, ,65.8, ,49.5, ,57.9, ,95, ,55, ,73, ,49.2, ,2.1, ,50.6, ,60.9, 
171,10/27/2021,300,0.09, ,0, ,301, ,15.0, ,72.5, ,50.4, ,60.7, ,97, ,65, ,83, ,55.4, ,2.2, ,54.0, ,61.1, 
171,10/28/2021,301,0.09, ,0, ,308, ,15.7, ,76.4, ,51.9, ,62.6, ,99, ,55, ,81, ,56.7, ,1.9, ,45.1, ,61.4, 
171,10/29/2021,302,0.09, ,0.00, ,304, ,15.4, ,76.6, ,50.5, ,61.4, ,98, ,52, ,83, ,56.1, ,2.5, ,59.0, ,61.3, 
171,10/30/2021,303,0.04, ,0, ,172, ,14.8, ,66.0, ,55.2, ,60.3, ,91, ,72, ,83, ,55.0, ,2.7, ,65.8, ,62.2, 
171,10/31/2021,304,0.07, ,0, ,258, ,12.5, ,66.3, ,52.1, ,59.0, ,87, ,58, ,73, ,50.4, ,2.4, ,58.0, ,61.9, 
