256,10/1/2021,274,0.17, ,0, ,525,R,5.2, ,80.6, ,35.0, ,57.7, ,59, ,12, ,32, ,27.9, ,3.8, ,92.2, ,63.1, 
256,10/2/2021,275,0.17, ,0, ,525,R,5.2, ,83.5, ,37.9, ,60.4, ,53, ,12, ,29, ,28.1, ,3.6, ,85.7, ,62.8, 
256,10/3/2021,276,0.17, ,0, ,496, ,7.1, ,87.6, ,41.0, ,62.6, ,57, ,23, ,37, ,35.8, ,3.4, ,82.8, ,63.0, 
256,10/4/2021,277,0.16, ,0, ,400, ,8.9, ,86.7, ,48.7, ,67.5, ,61, ,24, ,39, ,41.5, ,4.3, ,102.3, ,64.1, 
256,10/5/2021,278,0.17, ,0, ,478, ,12.2, ,81.6, ,53.8, ,68.0, ,74, ,34, ,52, ,49.7, ,5.4, ,129.0, ,65.3, 
256,10/6/2021,279,0.16, ,0, ,474, ,11.7, ,80.1, ,49.3, ,64.5, ,85, ,35, ,57, ,48.8, ,5.3, ,127.5, ,65.1, 
256,10/7/2021,280,0.13, ,0, ,383, ,13.2, ,72.0, ,53.1, ,62.0, ,88, ,48, ,69, ,51.9, ,8.0, ,191.9, ,64.9, 
256,10/8/2021,281,0.16, ,0, ,459, ,11.1, ,66.6, ,48.4, ,58.8, ,81, ,53, ,65, ,47.3, ,10.5, ,252.0, ,64.0, 
256,10/9/2021,282,0.14, ,0, ,492,R,7.4, ,71.5, ,40.8, ,55.5, ,78, ,28, ,49, ,36.8, ,5.3, ,126.3, ,62.2, 
256,10/10/2021,283,0.14, ,0, ,489,R,6.3, ,77.8, ,33.1, ,55.2, ,80, ,20, ,42, ,32.7, ,3.8, ,91.0, ,61.0, 
256,10/11/2021,284,0.23, ,0, ,449, ,5.4, ,61.8, ,44.3, ,54.7, ,50, ,21, ,37, ,28.8, ,15.2,Y,365.1,Y,59.9, 
256,10/12/2021,285,0.13, ,0, ,490,R,4.1, ,63.0, ,32.3, ,47.4,Y,59, ,20, ,36,Y,22.1,Y,5.5, ,131.2, ,57.6, 
256,10/13/2021,286,0.12, ,0, ,474,R,3.7, ,69.5, ,27.3,Y,48.3,Y,65, ,17, ,32,Y,20.0,Y,3.7, ,88.6, ,56.6, 
256,10/14/2021,287,0.14, ,0, ,471,R,4.6, ,71.1, ,31.4, ,52.1, ,58, ,21, ,34, ,24.9, ,4.4, ,105.4, ,56.6, 
256,10/15/2021,288,0.16, ,0, ,472,R,4.6, ,72.0, ,30.9, ,52.7, ,68, ,19, ,34, ,25.2, ,5.8, ,139.1, ,56.3, 
256,10/16/2021,289,0.14, ,0, ,472,R,4.0, ,76.4, ,29.1, ,52.5, ,62, ,16, ,30, ,21.8, ,4.4, ,104.7, ,55.8, 
256,10/17/2021,290,0.17, ,0, ,453,R,5.2, ,75.4, ,30.3, ,53.7, ,67, ,16, ,37, ,27.8, ,7.5, ,180.9, ,55.7, 
256,10/18/2021,291,0.13, ,0, ,374, ,7.3, ,57.7,Y,32.5, ,50.2, ,76, ,35, ,59, ,36.4, ,11.9, ,286.3, ,56.4, 
256,10/19/2021,292,0.10,R,0, ,454,R,5.5, ,68.6, ,27.2,Y,46.1,Y,86, ,26, ,52,Y,29.5,Y,3.1, ,74.0, ,54.9, 
256,10/20/2021,293,0.12, ,0, ,440, ,5.6, ,73.3, ,30.4, ,51.0, ,78, ,20, ,44, ,29.7, ,3.1, ,73.6, ,54.8, 
256,10/21/2021,294,0.11, ,0, ,395, ,5.6, ,76.8, ,32.5, ,53.1, ,65, ,19, ,41, ,29.8, ,3.1, ,74.4, ,55.1, 
256,10/22/2021,295,0.15, ,0, ,408, ,7.2, ,76.4, ,32.6, ,56.3, ,78, ,17, ,46, ,36.1, ,6.5, ,155.5, ,55.3, 
256,10/23/2021,296,0.16, ,0, ,406, ,9.5, ,70.2, ,50.1, ,58.3, ,87, ,38, ,57, ,43.3, ,11.6, ,279.1, ,57.1, 
256,10/24/2021,297,0.14, ,0, ,360, ,10.9, ,73.6, ,47.2, ,60.5, ,81, ,41, ,60, ,46.7, ,7.7, ,184.0, ,57.7, 
256,10/25/2021,298,0.04, ,0.30, ,156, ,10.9, ,62.8, ,39.2, ,52.7, ,95, ,63, ,80, ,46.9, ,9.4, ,225.8, ,57.8, 
256,10/26/2021,299,0.10, ,0, ,417, ,8.3, ,61.9, ,35.5, ,48.1, ,93, ,46, ,72, ,39.7, ,5.3, ,126.5, ,55.3, 
256,10/27/2021,300,0.10, ,0, ,406, ,8.3, ,70.6, ,34.0, ,51.4, ,95, ,35, ,64, ,39.7, ,3.3, ,78.6, ,55.0, 
256,10/28/2021,301,0.12, ,0, ,405, ,9.2, ,77.7, ,37.5, ,56.2, ,93, ,32, ,60, ,42.4, ,3.8, ,90.7, ,55.5, 
256,10/29/2021,302,0.11, ,0, ,401, ,8.6, ,82.7, ,39.3, ,58.6, ,89, ,22, ,51, ,40.8, ,3.1, ,74.6, ,56.2, 
256,10/30/2021,303,0.17, ,0, ,374, ,8.8, ,80.3, ,42.1, ,61.1, ,83, ,23, ,48, ,41.3, ,7.6, ,183.0, ,57.0, 
256,10/31/2021,304,0.15, ,0, ,365, ,9.9, ,75.1, ,44.1, ,59.1, ,82, ,30, ,58, ,44.2, ,8.5, ,203.5, ,57.7, 
