12,10/1/2021,274,0.15, ,0, ,447, ,10.8, ,89.0, ,47.8, ,65.7, ,90, ,18, ,50, ,46.7, ,1.7, ,40.7, ,67.1, 
12,10/2/2021,275,0.15, ,0, ,445, ,11.4, ,91.3, ,48.5, ,67.4, ,90, ,19, ,50, ,48.1, ,1.8, ,42.6, ,66.8, 
12,10/3/2021,276,0.11,R,0, ,353, ,12.6, ,87.6, ,50.7, ,65.5, ,82, ,30, ,59, ,50.7, ,1.6, ,37.6, ,67.0, 
12,10/4/2021,277,0.14, ,0, ,412, ,11.3, ,89.5, ,49.4, ,67.8, ,92, ,21, ,49, ,47.8, ,1.8, ,43.6, ,67.1, 
12,10/5/2021,278,0.15, ,0, ,357, ,9.4, ,83.2, ,49.0, ,67.1, ,86, ,20, ,42, ,43.0, ,3.8, ,90.9, ,66.7, 
12,10/6/2021,279,0.05, ,0, ,164, ,12.6, ,67.9, ,53.1, ,62.3, ,91, ,36, ,66, ,50.7, ,3.1, ,74.7, ,66.2, 
12,10/7/2021,280,0.05, ,0, ,195, ,10.7, ,68.6, ,47.2, ,57.4, ,89, ,36, ,66, ,46.3, ,2.1, ,50.9, ,65.4, 
12,10/8/2021,281,0.12, ,0, ,394, ,10.3, ,68.2, ,50.1, ,59.1, ,84, ,46, ,60, ,45.4, ,3.3, ,78.7, ,65.0, 
12,10/9/2021,282,0.13, ,0, ,415, ,9.9, ,74.2, ,42.3, ,56.4, ,96, ,32, ,63, ,44.2, ,2.7, ,65.0, ,64.4, 
12,10/10/2021,283,0.13, ,0, ,408, ,9.1, ,78.3, ,41.2, ,59.5, ,96, ,20, ,52, ,42.0, ,3.1, ,74.4, ,63.3, 
12,10/11/2021,284,0.21, ,0, ,414, ,5.0,Y,67.6, ,53.1, ,59.7, ,40, ,19, ,28,Y,26.9,Y,10.4,R,249.9,R,62.9, 
12,10/12/2021,285,0.14, ,0, ,415, ,5.1,Y,68.5, ,40.0, ,53.5, ,67, ,18, ,36,Y,27.4,Y,4.8, ,115.1, ,61.6, 
12,10/13/2021,286,0.10, ,0, ,349, ,6.8, ,71.7, ,39.2, ,53.1, ,90, ,24, ,50, ,34.7, ,1.9, ,46.7, ,60.6, 
12,10/14/2021,287,0.15, ,0, ,402, ,6.4, ,75.1, ,41.1, ,58.9, ,79, ,19, ,38, ,33.3, ,4.7, ,112.5, ,60.0, 
12,10/15/2021,288,0.12,R,0, ,395, ,7.9, ,80.5, ,37.6, ,56.9, ,89, ,21, ,50, ,38.5, ,1.9, ,45.0, ,59.9, 
12,10/16/2021,289,0.12, ,0, ,389, ,8.0, ,82.5, ,38.4, ,59.7, ,95, ,18, ,45, ,38.7, ,1.8, ,42.0, ,59.7, 
12,10/17/2021,290,0.12, ,0.05, ,267, ,8.4, ,76.4, ,43.5, ,58.6, ,90, ,23, ,50, ,39.9, ,4.8, ,114.0, ,59.7, 
12,10/18/2021,291,0.07, ,0, ,282, ,9.8, ,61.9, ,38.9, ,51.4,Y,97, ,51, ,76,Y,44.1,Y,2.6, ,62.7, ,59.9, 
12,10/19/2021,292,0.09, ,0.06, ,317, ,8.9, ,66.5, ,34.8,Y,51.7, ,99, ,40, ,68, ,41.5, ,2.7, ,64.4, ,58.6, 
12,10/20/2021,293,0.00, ,0.39, ,72, ,14.0, ,58.8,Y,49.9, ,54.7, ,97, ,91, ,96, ,53.6, ,2.3, ,56.2, ,59.1, 
12,10/21/2021,294,0.02, ,0.09, ,105, ,17.5,Y,68.9, ,56.0, ,62.4, ,99, ,79, ,91,Y,59.8,Y,4.2, ,100.7, ,60.2, 
12,10/22/2021,295,0.09, ,0.67, ,332, ,14.6, ,67.8, ,56.1, ,61.4, ,97, ,56, ,78, ,54.6, ,5.0, ,119.2, ,61.6, 
12,10/23/2021,296,0.01, ,0.33, ,88, ,13.5, ,59.5, ,52.5, ,55.2, ,96, ,82, ,91, ,52.6, ,3.5, ,83.8, ,61.6, 
12,10/24/2021,297,0, ,4.02, ,13, ,14.6, ,58.0,Y,53.3, ,55.7, ,98, ,95, ,96, ,54.6, ,7.7, ,185.8, ,59.0, 
12,10/25/2021,298,0.09, ,0.03, ,357, ,12.7, ,66.7, ,51.0, ,56.9, ,98, ,59, ,80, ,50.8, ,3.4, ,82.7, ,58.8, 
12,10/26/2021,299,0.03, ,0, ,120, ,12.4, ,60.6, ,52.8, ,56.4, ,88, ,71, ,80, ,50.3, ,3.4, ,81.9, ,58.9, 
12,10/27/2021,300,0.09, ,0, ,325, ,13.7, ,69.8, ,53.5, ,61.0, ,94, ,58, ,75, ,53.0, ,3.0, ,72.7, ,59.6, 
12,10/28/2021,301,0.08, ,0, ,494,R,15.7, ,74.6, ,50.2, ,62.5, ,99, ,61, ,81, ,56.7, ,2.2, ,53.9, ,60.8, 
12,10/29/2021,302,0.08, ,0.00, ,314, ,14.7, ,74.0, ,46.8, ,59.1, ,100, ,57, ,86, ,54.9, ,1.5, ,36.3, ,60.2, 
12,10/30/2021,303,0.06, ,0.00, ,213, ,15.1, ,70.1, ,52.1, ,60.4, ,99, ,69, ,84, ,55.6, ,3.6, ,87.2, ,60.6, 
12,10/31/2021,304,0.07, ,0, ,310, ,13.1, ,65.5, ,49.9, ,56.8, ,97, ,59, ,83, ,51.8, ,2.4, ,57.4, ,60.5, 
