173,10/1/2021,274,0.17, ,0, ,541,R,14.0, ,76.2, ,59.0, ,69.2, ,80, ,30, ,57, ,53.5, ,3.5, ,83.4, ,69.2, 
173,10/2/2021,275,0.17, ,0, ,533,R,14.2, ,78.9, ,61.5, ,69.1, ,89, ,27, ,59, ,54.0, ,3.3, ,78.9, ,69.2, 
173,10/3/2021,276,0.16, ,0, ,460, ,12.4, ,82.3,Y,61.4, ,72.1, ,86, ,28, ,46, ,50.3, ,3.1, ,74.7, ,69.6, 
173,10/4/2021,277,0.10, ,0.52, ,288, ,15.2, ,77.1, ,61.5, ,69.6, ,89, ,32, ,61, ,55.7, ,4.4, ,106.1, ,69.7, 
173,10/5/2021,278,0.11, ,0.26, ,379, ,18.7, ,71.0, ,63.3, ,66.5, ,90, ,77, ,84, ,61.5, ,4.8, ,114.5, ,69.7, 
173,10/6/2021,279,0.05, ,0, ,207, ,18.5, ,70.1, ,64.0, ,65.3, ,91, ,80, ,87, ,61.3, ,3.6, ,86.1, ,69.5, 
173,10/7/2021,280,0.03, ,0, ,158, ,17.7, ,66.7, ,63.1, ,64.4, ,89, ,82, ,86, ,60.1, ,2.6, ,62.9, ,69.4, 
173,10/8/2021,281,0.07, ,0.20, ,255, ,16.3, ,66.5, ,59.6, ,62.8, ,92, ,74, ,84, ,57.8, ,3.9, ,93.3, ,68.6, 
173,10/9/2021,282,0.13, ,0, ,475, ,15.0, ,67.9, ,56.8, ,62.1, ,88, ,70, ,79, ,55.4, ,3.9, ,94.7, ,67.3, 
173,10/10/2021,283,0.13, ,0, ,492,R,16.2, ,69.4, ,55.9, ,63.0, ,91, ,72, ,82, ,57.5, ,3.6, ,87.0, ,67.0, 
173,10/11/2021,284,0.12, ,0, ,305, ,14.2, ,66.5, ,56.9, ,62.0, ,94, ,37, ,75, ,54.0, ,8.7,R,209.7,R,66.7, 
173,10/12/2021,285,0.17, ,0, ,493,R,8.2,Y,66.6, ,55.5, ,61.1, ,62, ,32, ,45,Y,39.5,Y,6.8,Y,162.9,Y,65.0, 
173,10/13/2021,286,0.13, ,0, ,481,R,10.5, ,66.5, ,49.5, ,59.2, ,75, ,42, ,61, ,45.9, ,3.8, ,90.6, ,64.1,Y
173,10/14/2021,287,0.13, ,0, ,475,R,12.5, ,66.8, ,52.5, ,60.5, ,85, ,52, ,69, ,50.4, ,3.8, ,92.3, ,64.3, 
173,10/15/2021,288,0.16, ,0, ,479,R,9.6,Y,77.3, ,55.5, ,67.9, ,77, ,23, ,41,Y,43.3,Y,4.0, ,94.8, ,64.9, 
173,10/16/2021,289,0.17, ,0, ,481,R,6.9,Y,76.5, ,62.8, ,69.7, ,44, ,20, ,28,Y,35.1,Y,3.4, ,81.5, ,65.1, 
173,10/17/2021,290,0.13, ,0, ,455, ,11.8, ,69.3, ,58.6, ,63.6, ,82, ,27, ,59, ,48.9, ,3.8, ,92.2, ,65.1, 
173,10/18/2021,291,0.06, ,0, ,225, ,13.0, ,65.3, ,50.8, ,59.6, ,82, ,63, ,74, ,51.5, ,4.9, ,116.5, ,65.6, 
173,10/19/2021,292,0.12, ,0, ,452, ,11.5, ,63.3, ,49.1, ,57.0, ,82, ,63, ,72, ,48.2, ,3.9, ,93.2, ,64.4, 
173,10/20/2021,293,0.12, ,0, ,446, ,13.3, ,65.5, ,51.0, ,59.0, ,85, ,71, ,78, ,52.1, ,4.1, ,98.9, ,64.2, 
173,10/21/2021,294,0.11, ,0, ,425, ,15.0, ,66.3, ,52.5, ,60.1, ,92, ,73, ,84, ,55.4, ,3.6, ,86.5, ,64.6, 
173,10/22/2021,295,0.08, ,0, ,302, ,14.7, ,64.9, ,56.8, ,59.7, ,91, ,73, ,84, ,54.9, ,4.3, ,102.0, ,65.2, 
173,10/23/2021,296,0.09, ,0, ,356, ,14.5, ,65.2, ,57.2, ,60.4, ,93, ,69, ,81, ,54.5, ,4.1, ,98.1, ,65.9, 
173,10/24/2021,297,0.11, ,0, ,405, ,14.5, ,66.1, ,55.6, ,61.0, ,86, ,71, ,79, ,54.5, ,3.4, ,82.6, ,65.8, 
173,10/25/2021,298,0.04, ,0.38, ,147, ,14.7, ,65.5, ,53.9, ,60.0, ,93, ,73, ,83, ,54.9, ,5.9,Y,140.7,Y,65.4, 
173,10/26/2021,299,0.10, ,0, ,391, ,13.5, ,64.2, ,53.8, ,59.1, ,88, ,69, ,79, ,52.5, ,4.3, ,103.5, ,64.5, 
173,10/27/2021,300,0.12, ,0, ,418, ,12.5, ,68.8, ,53.4, ,62.2, ,81, ,44, ,66, ,50.6, ,3.6, ,85.7, ,64.0, 
173,10/28/2021,301,0.13, ,0.02, ,415, ,11.4, ,77.5, ,60.7, ,68.2, ,67, ,37, ,48, ,47.9, ,2.9, ,70.7, ,64.4, 
173,10/29/2021,302,0.11, ,0.02, ,410, ,15.1, ,75.5, ,60.4, ,65.3, ,94, ,47, ,71, ,55.6, ,3.2, ,75.7, ,64.9, 
173,10/30/2021,303,0.08, ,0.04, ,329, ,15.2, ,63.1, ,56.4, ,59.1, ,94, ,81, ,89, ,55.8, ,3.7, ,88.1, ,65.7, 
173,10/31/2021,304,0.08, ,0.03, ,321, ,14.4, ,63.8, ,57.8, ,59.8, ,86, ,76, ,82, ,54.3, ,3.0, ,72.4, ,65.2, 
