157,10/1/2021,274,0.16, ,0, ,464, ,11.6, ,88.8, ,45.9, ,64.5, ,95, ,18, ,56, ,48.5, ,2.4, ,57.1, ,71.1, 
157,10/2/2021,275,0.16, ,0, ,444, ,12.5, ,92.9,Y,48.1, ,65.2, ,95, ,18, ,59, ,50.4, ,2.3, ,54.2, ,71.4, 
157,10/3/2021,276,0.16, ,0, ,438, ,12.8, ,89.9, ,48.3, ,65.0, ,97, ,20, ,61, ,51.2, ,2.4, ,56.6, ,71.5, 
157,10/4/2021,277,0.15, ,0, ,422, ,12.9, ,80.8, ,47.6, ,62.1, ,97, ,38, ,68, ,51.4, ,2.6, ,62.6, ,71.3, 
157,10/5/2021,278,0.12, ,0, ,407, ,12.9, ,69.5, ,47.4, ,58.4, ,95, ,55, ,78, ,51.4, ,3.8, ,92.2, ,70.7, 
157,10/6/2021,279,0.10, ,0, ,333, ,11.9, ,70.9, ,48.8, ,57.8, ,96, ,48, ,73, ,49.2, ,3.6, ,85.5, ,70.0, 
157,10/7/2021,280,0.10, ,0, ,318, ,10.9, ,67.9, ,46.1, ,55.6, ,92, ,50, ,72, ,46.7, ,3.5, ,83.6, ,68.8, 
157,10/8/2021,281,0.13, ,0, ,410, ,10.4, ,65.9, ,51.7, ,57.3, ,84, ,42, ,65, ,45.7, ,4.4, ,106.5, ,68.6, 
157,10/9/2021,282,0.13, ,0, ,431, ,10.4, ,72.9, ,45.5, ,57.2, ,96, ,37, ,65, ,45.6, ,3.0, ,70.8, ,68.3, 
157,10/10/2021,283,0.14, ,0, ,418, ,11.0, ,74.5, ,42.1, ,58.1, ,95, ,47, ,67, ,47.2, ,3.6, ,87.0, ,67.9, 
157,10/11/2021,284,0.17, ,0, ,417, ,6.7, ,69.6, ,53.7, ,60.2, ,46, ,23, ,38, ,34.4, ,6.6,Y,158.1,Y,68.0, 
157,10/12/2021,285,0.17, ,0, ,429, ,5.3,Y,72.0, ,42.2, ,58.5, ,74, ,16, ,32,Y,28.5,Y,5.4, ,129.1, ,67.5, 
157,10/13/2021,286,0.07, ,0, ,256, ,10.4, ,67.8, ,40.6, ,52.8, ,95, ,58, ,76, ,45.5, ,2.9, ,70.0, ,66.4, 
157,10/14/2021,287,0.13, ,0, ,406, ,9.9, ,76.4, ,39.7, ,55.0, ,97, ,32, ,67, ,44.3, ,2.5, ,59.6, ,65.6, 
157,10/15/2021,288,0.13, ,0, ,410, ,8.6, ,80.6, ,40.7, ,57.5, ,96, ,20, ,53, ,40.5, ,2.4, ,57.3, ,65.6, 
157,10/16/2021,289,0.14, ,0, ,407, ,8.7, ,84.1, ,43.9, ,60.9, ,79, ,19, ,48, ,40.8, ,2.6, ,63.1, ,65.9, 
157,10/17/2021,290,0.10, ,0.06, ,316, ,11.0, ,65.7, ,44.0, ,54.8, ,88, ,53, ,75, ,47.1, ,5.0, ,119.8, ,65.7, 
157,10/18/2021,291,0.09, ,0, ,330, ,10.3, ,62.1, ,40.9, ,52.4, ,95, ,59, ,77, ,45.4, ,3.1, ,73.6, ,64.6, 
157,10/19/2021,292,0.10, ,0.07, ,308, ,9.7, ,64.3, ,39.4, ,53.8, ,98, ,42, ,68, ,43.7, ,4.7, ,112.0, ,63.3, 
157,10/20/2021,293,0.01, ,0.94, ,82, ,15.0, ,61.3, ,52.8, ,56.5, ,98, ,90, ,96, ,55.4, ,3.4, ,82.2, ,63.0, 
157,10/21/2021,294,0.01, ,1.01,H,74, ,18.2,Y,63.3, ,60.2,Y,61.5, ,99, ,90, ,98,Y,60.8,Y,5.4, ,129.6, ,63.0, 
157,10/22/2021,295,0.06, ,0.10,H,236, ,14.7, ,63.4, ,51.3, ,58.1, ,96, ,72, ,89, ,54.8, ,4.3, ,103.0, ,63.4, 
157,10/23/2021,296,0.04, ,0.06, ,172, ,14.0, ,61.9, ,47.6, ,56.0, ,99, ,75, ,91, ,53.6, ,5.0, ,120.9, ,62.5, 
157,10/24/2021,297,0.00, ,0.46,H,26, ,16.4, ,62.0, ,55.4, ,59.0, ,98, ,94, ,96, ,58.0, ,10.3,R,246.5,R,60.5, 
157,10/25/2021,298,0.09, ,0.05,H,319, ,12.6, ,64.3, ,47.5, ,56.2, ,98, ,58, ,82, ,50.7, ,3.8, ,90.8, ,61.1, 
157,10/26/2021,299,0.06, ,0.04, ,210, ,13.2, ,63.3, ,48.3, ,56.2, ,99, ,71, ,86, ,52.0, ,3.9, ,92.8, ,60.9, 
157,10/27/2021,300,0.07, ,0.04, ,268, ,15.1, ,71.2, ,49.6, ,58.5, ,99, ,69, ,90, ,55.6, ,2.2, ,52.4, ,61.4, 
157,10/28/2021,301,0.09, ,0.04, ,326, ,15.1, ,75.3, ,49.8, ,59.7, ,99, ,58, ,86, ,55.6, ,2.2, ,51.8, ,62.3, 
157,10/29/2021,302,0.09, ,0.09, ,329, ,15.4, ,75.2, ,50.3, ,60.6, ,99, ,59, ,85, ,56.1, ,2.5, ,60.3, ,62.8, 
157,10/30/2021,303,0.04, ,0.07,H,182, ,14.3, ,65.0, ,51.4, ,57.1, ,99, ,69, ,89, ,54.1, ,3.3, ,78.9, ,62.8, 
157,10/31/2021,304,0.04, ,0.13, ,171, ,13.8, ,62.4, ,55.1, ,57.8, ,96, ,72, ,84, ,53.1, ,3.9, ,94.8, ,62.5, 
