158,10/1/2021,274,0.15, ,0, ,396, ,9.3, ,89.3, ,44.9, ,64.2, ,77, ,22, ,45, ,42.7, ,2.5, ,60.0, ,62.3, 
158,10/2/2021,275,0.16,R,0, ,390, ,9.6, ,91.3, ,47.0, ,66.5, ,72, ,22, ,43, ,43.6, ,2.5, ,60.3, ,62.6, 
158,10/3/2021,276,0.15, ,0, ,373, ,10.0, ,91.7, ,47.8, ,66.7, ,75, ,21, ,45, ,44.7, ,2.4, ,56.4, ,63.0, 
158,10/4/2021,277,0.14, ,0, ,362, ,8.3, ,88.5, ,44.9, ,63.1, ,77, ,15, ,42, ,39.8, ,2.2, ,52.1, ,62.6, 
158,10/5/2021,278,0.09, ,0, ,305, ,12.0, ,70.3, ,43.9, ,55.3, ,94, ,53, ,80, ,49.4, ,2.1, ,50.6, ,61.7, 
158,10/6/2021,279,0.09, ,0, ,288, ,11.7, ,69.5, ,44.7, ,56.2, ,97, ,41, ,76, ,48.7, ,2.1, ,50.7, ,62.1, 
158,10/7/2021,280,0.09, ,0, ,300, ,10.2, ,65.2, ,43.0, ,52.4, ,92, ,52, ,76, ,44.9, ,2.4, ,56.6, ,60.8, 
158,10/8/2021,281,0.10, ,0, ,336, ,9.8, ,67.0, ,40.4, ,52.3, ,97, ,44, ,73, ,44.0, ,2.6, ,61.8, ,59.9, 
158,10/9/2021,282,0.11, ,0, ,349, ,9.8, ,74.3, ,42.1, ,55.6, ,96, ,35, ,65, ,43.9, ,2.8, ,67.1, ,59.5, 
158,10/10/2021,283,0.12, ,0, ,346, ,9.5, ,78.5, ,40.4, ,57.8, ,88, ,31, ,58, ,43.2, ,2.8, ,67.4, ,59.1, 
158,10/11/2021,284,0.13, ,0, ,352, ,6.7, ,69.4, ,40.2, ,56.2, ,71, ,24, ,44, ,34.3, ,4.1,R,98.2,R,58.0, 
158,10/12/2021,285,0.12, ,0, ,352, ,5.3,Y,71.8, ,37.1, ,52.9, ,75, ,14, ,39,Y,28.5,Y,3.0, ,71.7, ,56.3,Y
158,10/13/2021,286,0.11, ,0, ,344, ,8.8, ,68.6, ,40.4, ,53.5, ,88, ,35, ,63, ,41.3, ,2.7, ,63.8, ,56.7, 
158,10/14/2021,287,0.11, ,0, ,333, ,8.4, ,78.0, ,39.9, ,55.6, ,94, ,24, ,56, ,40.1, ,2.9, ,68.7, ,57.3, 
158,10/15/2021,288,0.12, ,0, ,328, ,7.6, ,82.3, ,38.7, ,58.3, ,81, ,23, ,45, ,37.3, ,2.5, ,58.8, ,57.3, 
158,10/16/2021,289,0.13, ,0, ,328, ,7.3, ,84.5, ,41.0, ,59.4, ,74, ,17, ,42, ,36.5, ,2.8, ,67.8, ,57.6, 
158,10/17/2021,290,0.07, ,0, ,243, ,9.7, ,62.6, ,41.1, ,50.6, ,92, ,57, ,77, ,43.7, ,3.6,Y,86.5,Y,56.6, 
158,10/18/2021,291,0.08, ,0, ,299, ,9.6, ,63.8, ,37.8, ,48.9, ,99, ,52, ,82, ,43.5, ,2.3, ,54.5, ,55.8,Y
158,10/19/2021,292,0.08, ,0, ,276, ,9.3, ,65.1, ,35.4, ,50.1, ,99, ,43, ,76, ,42.8, ,2.3, ,54.8, ,55.7,Y
158,10/20/2021,293,0.01, ,0.07, ,81, ,14.5, ,59.8, ,51.6, ,56.5, ,97, ,86, ,93, ,54.6, ,2.1, ,49.6, ,57.3, 
158,10/21/2021,294,0.01, ,0.24, ,75, ,17.9,Y,64.4, ,58.6,Y,61.2, ,99, ,93, ,97,Y,60.3,Y,2.1, ,50.0, ,59.6, 
158,10/22/2021,295,0.05, ,0.89, ,204, ,14.0, ,62.7, ,51.9, ,57.2, ,98, ,71, ,88, ,53.6, ,2.9, ,68.7, ,60.3, 
158,10/23/2021,296,0.02, ,0.56, ,100, ,14.0, ,60.9, ,48.7, ,55.0, ,99, ,78, ,95, ,53.5, ,1.9, ,44.5, ,59.5, 
158,10/24/2021,297,0, ,6.66, ,14, ,15.8,Y,61.2, ,54.0,Y,57.4, ,99, ,97, ,98,Y,56.9,Y,3.1, ,75.5, ,59.2, 
158,10/25/2021,298,0.07, ,0.41, ,267, ,12.1, ,61.5, ,46.7, ,54.4, ,99, ,60, ,84, ,49.7, ,3.3,Y,80.3,Y,58.1, 
158,10/26/2021,299,0.02, ,0.02, ,119, ,13.5, ,59.2, ,47.6, ,54.1, ,100, ,84, ,94, ,52.6, ,1.5, ,37.1, ,57.7, 
158,10/27/2021,300,0.08, ,0.00, ,284, ,16.0,Y,73.3, ,53.7,Y,60.2, ,99, ,65, ,90,Y,57.3,Y,2.0, ,48.4, ,59.6, 
158,10/28/2021,301,0.08, ,0.00, ,279, ,15.7,Y,79.3, ,49.9, ,61.0, ,100, ,54, ,86,Y,56.6,Y,2.3, ,54.1, ,60.3, 
158,10/29/2021,302,0.08, ,0, ,276, ,15.1, ,77.4, ,49.3, ,59.8, ,100, ,58, ,86, ,55.7, ,2.3, ,55.0, ,60.5, 
158,10/30/2021,303,0.03, ,0.04, ,148, ,14.7, ,61.1, ,54.3,Y,56.8, ,99, ,76, ,93, ,54.8, ,1.9, ,45.2, ,60.9, 
158,10/31/2021,304,0.02, ,0.06, ,99, ,14.4, ,60.2, ,53.5,Y,56.0, ,99, ,83, ,94, ,54.3, ,1.5, ,36.3, ,60.6, 
