250,10/1/2021,274,0.16, ,0, ,459, ,8.6, ,90.4, ,46.6, ,67.3, ,74, ,16, ,38, ,40.8, ,2.6, ,63.4, ,64.9, 
250,10/2/2021,275,0.16, ,0, ,458, ,9.2, ,98.2, ,48.6, ,69.8, ,74, ,17, ,37, ,42.5, ,2.9, ,69.0, ,65.2, 
250,10/3/2021,276,0.16, ,0, ,403, ,9.8, ,88.7, ,50.1, ,68.5, ,75, ,20, ,41, ,44.1, ,3.3, ,79.7, ,65.3, 
250,10/4/2021,277,0.18, ,0, ,433, ,10.0, ,88.7, ,48.9, ,68.0, ,78, ,20, ,43, ,44.5, ,4.3, ,103.6, ,65.2, 
250,10/5/2021,278,0.19, ,0, ,393, ,8.5, ,89.2, ,46.0, ,67.2, ,84, ,13, ,37, ,40.3, ,6.8, ,163.1, ,64.7, 
250,10/6/2021,279,0.07, ,0, ,222, ,12.7, ,73.1, ,49.7, ,61.3, ,89, ,49, ,68, ,50.8, ,3.5, ,84.2, ,64.3, 
250,10/7/2021,280,0.07, ,0, ,229, ,10.3, ,69.7, ,47.0, ,57.8, ,84, ,41, ,63, ,45.4, ,3.8, ,90.4, ,64.0, 
250,10/8/2021,281,0.13, ,0, ,410, ,10.2, ,69.9, ,44.6, ,57.5, ,87, ,42, ,63, ,45.0, ,4.9, ,118.3, ,63.3, 
250,10/9/2021,282,0.14, ,0, ,428, ,9.0, ,77.2, ,40.9, ,58.0, ,93, ,26, ,55, ,41.7, ,4.1, ,97.8, ,62.6, 
250,10/10/2021,283,0.15, ,0, ,424, ,8.5, ,84.6, ,40.3, ,60.9, ,85, ,22, ,47, ,40.4, ,4.2, ,100.8, ,62.0, 
250,10/11/2021,284,0.31, ,0, ,429,R,4.5,Y,67.9, ,52.1, ,60.2, ,35, ,16, ,25,Y,24.5,Y,18.7,R,448.3,R,61.2, 
250,10/12/2021,285,0.21, ,0, ,431,R,4.6,Y,69.8, ,42.3, ,56.2, ,56, ,16, ,30,Y,25.2,Y,11.5,Y,276.4,Y,59.3, 
250,10/13/2021,286,0.12, ,0, ,375, ,6.4, ,74.6, ,40.6, ,55.1, ,62, ,19, ,43, ,33.1, ,3.5, ,85.0, ,58.3,Y
250,10/14/2021,287,0.23, ,0, ,417,R,5.8, ,78.2, ,42.8, ,61.4, ,61, ,15, ,31, ,30.9, ,10.3,Y,248.3,Y,58.3,Y
250,10/15/2021,288,0.13, ,0, ,407, ,6.9, ,86.0, ,39.8, ,59.7, ,72, ,16, ,40, ,35.1, ,2.9, ,70.7, ,58.2,Y
250,10/16/2021,289,0.14, ,0, ,391, ,7.3, ,84.1, ,42.7, ,61.4, ,72, ,17, ,39, ,36.3, ,3.7, ,87.9, ,58.7, 
250,10/17/2021,290,0.13, ,0, ,212, ,7.8, ,73.1, ,44.4, ,57.4, ,70, ,23, ,48, ,38.1, ,10.0, ,239.6, ,58.8, 
250,10/18/2021,291,0.10, ,0, ,424,R,8.5, ,66.6, ,42.0, ,55.3, ,91, ,39, ,57, ,40.4, ,3.8, ,92.2, ,58.3, 
250,10/19/2021,292,0.11, ,0.02, ,315, ,8.6, ,65.8, ,36.2, ,53.0, ,91, ,41, ,63, ,40.8, ,5.3, ,126.5, ,57.7,Y
250,10/20/2021,293,0.02, ,0.05, ,107, ,13.6, ,61.9, ,52.0, ,56.9, ,97, ,69, ,86, ,52.8, ,6.3, ,151.6, ,58.2, 
250,10/21/2021,294,0.05, ,0.08, ,193, ,17.4,Y,71.0, ,56.6, ,62.2, ,99, ,79, ,91,Y,59.6,Y,9.1, ,217.5, ,59.5, 
250,10/22/2021,295,0.12, ,0.29, ,353, ,12.6, ,72.8, ,56.3, ,62.9, ,93, ,41, ,64, ,50.6, ,8.5, ,205.1, ,60.7, 
250,10/23/2021,296,0.01, ,0.40, ,90, ,13.5, ,58.8,Y,49.1, ,55.0, ,99, ,68, ,91, ,52.5, ,6.8, ,163.7, ,60.4, 
250,10/24/2021,297,0.00, ,3.28, ,25, ,15.2, ,59.3, ,54.3, ,56.6, ,99, ,81, ,97, ,55.7, ,15.1,R,361.6,R,59.6, 
250,10/25/2021,298,0.10, ,0.02, ,358, ,11.4, ,67.7, ,49.6, ,57.6, ,95, ,44, ,70, ,48.0, ,6.2, ,149.4, ,59.4, 
250,10/26/2021,299,0.03, ,0, ,133, ,13.1, ,61.7, ,49.3, ,55.3, ,97, ,74, ,88, ,51.8, ,7.2, ,173.7, ,58.9, 
250,10/27/2021,300,0.09, ,0, ,316, ,15.0, ,71.0, ,51.8, ,60.4, ,99, ,64, ,83, ,55.4, ,5.1, ,123.1, ,59.2, 
250,10/28/2021,301,0.10, ,0, ,354, ,15.2, ,77.9, ,51.6, ,63.0, ,99, ,52, ,77, ,55.8, ,4.0, ,96.6, ,60.1, 
250,10/29/2021,302,0.08, ,0.01, ,317, ,16.9,Y,75.1, ,53.3, ,62.4, ,99, ,62, ,88,Y,58.7,Y,2.0, ,48.1, ,60.5, 
250,10/30/2021,303,0.08, ,0, ,268, ,14.4, ,71.8, ,51.0, ,59.8, ,99, ,56, ,82, ,54.2, ,6.5, ,156.2, ,61.1, 
250,10/31/2021,304,0.04, ,0, ,205, ,13.0, ,64.6, ,44.9, ,54.9, ,99, ,68, ,89, ,51.6, ,3.1, ,74.0, ,60.2, 
