264,10/1/2021,274,0.15, ,0, ,440, ,3.2, ,77.2, ,23.4, ,49.6, ,67, ,9, ,27, ,16.8, ,3.6, ,86.9, ,56.4, 
264,10/2/2021,275,0.16, ,0, ,439, ,3.5, ,78.6, ,24.4, ,51.3, ,64, ,9, ,27, ,18.3, ,3.7, ,88.2, ,56.9, 
264,10/3/2021,276,0.13, ,0, ,374, ,4.2, ,81.0, ,26.9, ,50.8, ,69, ,10, ,33, ,22.9, ,2.7, ,64.1, ,56.6, 
264,10/4/2021,277,0.15, ,0, ,376, ,4.3, ,78.4, ,25.5, ,50.3, ,77, ,13, ,35, ,23.5, ,4.2, ,99.8, ,56.1, 
264,10/5/2021,278,0.15, ,0, ,326, ,5.3, ,73.7, ,27.6, ,51.3, ,79, ,21, ,41, ,28.6, ,6.4, ,154.3, ,55.4, 
264,10/6/2021,279,0.17, ,0, ,347, ,6.8, ,67.8, ,39.8, ,56.3, ,67, ,29, ,44, ,34.5, ,8.9,Y,214.6,Y,56.5, 
264,10/7/2021,280,0.06, ,0.06, ,163, ,8.3, ,62.0, ,34.0, ,48.1, ,89, ,51, ,73, ,39.7, ,6.0, ,144.2, ,54.8, 
264,10/8/2021,281,0.11, ,0.14,H,376, ,6.7, ,56.0, ,26.5, ,44.3, ,92, ,37, ,68, ,34.4, ,6.8, ,162.9, ,54.1, 
264,10/9/2021,282,0.11, ,0, ,409, ,5.0, ,59.9, ,19.6, ,38.8, ,95, ,31, ,62, ,27.0, ,3.3, ,78.8, ,52.4, 
264,10/10/2021,283,0.13, ,0, ,402, ,5.1, ,68.6, ,18.9, ,44.8, ,95, ,24, ,51, ,27.6, ,4.7, ,112.6, ,52.3, 
264,10/11/2021,284,0.10,R,0, ,265, ,4.1, ,47.6,Y,32.2, ,37.9, ,70, ,40, ,53, ,22.2, ,10.9,R,262.1,R,51.8, 
264,10/12/2021,285,0.12, ,0, ,410, ,2.8, ,49.9,Y,21.5, ,34.7,Y,72, ,17, ,41,Y,13.5,Y,7.8, ,188.0, ,49.2, 
264,10/13/2021,286,0.08, ,0, ,289, ,4.4, ,57.5, ,21.5, ,38.8, ,82, ,29, ,55, ,23.9, ,4.2, ,101.2, ,48.2, 
264,10/14/2021,287,0.13, ,0, ,392, ,4.0, ,57.5, ,15.2,Y,37.6, ,94, ,26, ,52, ,21.8, ,6.9, ,165.1, ,48.1, 
264,10/15/2021,288,0.12, ,0, ,390, ,3.7, ,70.8, ,15.3,Y,42.0, ,88, ,12, ,40, ,19.6, ,3.8, ,92.0, ,48.8, 
264,10/16/2021,289,0.13, ,0, ,386, ,4.0, ,73.0, ,18.6, ,45.7, ,86, ,13, ,38, ,21.9, ,4.1, ,97.6, ,49.8, 
264,10/17/2021,290,0.16, ,0.07, ,352, ,4.4, ,65.0, ,23.9, ,43.4, ,96, ,19, ,46, ,24.2, ,10.6,R,255.6,R,49.2, 
264,10/18/2021,291,0.03, ,0.03, ,172, ,5.8, ,44.8,Y,23.7, ,34.9,Y,98, ,67, ,85,Y,30.8,Y,4.5, ,108.9, ,47.5, 
264,10/19/2021,292,0.07,R,0.00, ,242, ,5.4, ,56.2, ,23.2, ,39.1, ,99, ,32, ,67, ,29.0, ,3.8, ,90.7, ,46.5,Y
264,10/20/2021,293,0.09, ,0.02, ,190, ,6.9, ,56.8, ,40.4, ,48.7, ,96, ,34, ,59, ,35.0, ,9.2,Y,219.9,Y,47.7, 
264,10/21/2021,294,0.04, ,0.07, ,168, ,11.1,R,61.2, ,35.9, ,50.9, ,99, ,71, ,--,R,--,I,5.5, ,132.0, ,49.3, 
264,10/22/2021,295,0.08, ,0.35, ,258, ,8.0, ,57.0, ,38.4, ,47.4, ,91, ,58, ,72, ,38.9, ,9.8,Y,234.7,Y,50.1, 
264,10/23/2021,296,0.02, ,0.07, ,120, ,7.4, ,46.3,Y,35.4, ,41.2, ,92, ,71, ,84, ,36.9, ,4.6, ,110.1, ,48.0, 
264,10/24/2021,297,0, ,4.59, ,15, ,9.1,Y,49.0, ,32.4, ,43.2, ,99, ,90, ,96,Y,42.2,Y,5.1, ,121.4, ,46.5, 
264,10/25/2021,298,0.04, ,1.33, ,212, ,6.6, ,43.4,Y,32.5, ,35.8, ,99, ,81, ,92, ,33.7, ,4.5, ,108.8, ,43.8,Y
264,10/26/2021,299,0.03, ,0, ,163, ,6.9, ,45.5, ,34.1, ,39.9, ,96, ,69, ,83, ,35.0, ,5.4, ,128.5, ,43.7,Y
264,10/27/2021,300,0.07, ,0, ,275, ,9.1,Y,61.5, ,35.8, ,47.6, ,99, ,57, ,81,Y,42.2,Y,3.8, ,91.5, ,46.7, 
264,10/28/2021,301,0.07, ,0, ,307, ,8.6, ,66.8, ,31.4, ,44.3, ,99, ,50, ,87, ,40.7, ,2.5, ,59.0, ,48.3, 
264,10/29/2021,302,0.07, ,0, ,272, ,7.8, ,68.6, ,30.9, ,45.3, ,100, ,29, ,75, ,38.0, ,2.8, ,66.7, ,48.6, 
264,10/30/2021,303,0.07, ,0, ,221, ,7.8, ,62.5, ,30.8, ,46.3, ,99, ,46, ,73, ,38.2, ,5.5, ,131.1, ,48.1, 
264,10/31/2021,304,0.09, ,0, ,298, ,7.1, ,60.7, ,34.0, ,47.8, ,91, ,40, ,63, ,35.8, ,5.7, ,136.9, ,48.1, 
