217,10/1/2021,274,0.20, ,0.07, ,517,R,8.2, ,92.0, ,59.2, ,73.8, ,74, ,9, ,29, ,39.4, ,3.3, ,79.6, ,70.9, 
217,10/2/2021,275,0.19, ,0.06, ,502, ,9.6, ,91.3, ,53.4, ,70.1, ,82, ,15, ,38, ,43.6, ,3.4, ,81.9, ,71.5, 
217,10/3/2021,276,0.20, ,0.06, ,485, ,7.8, ,97.0, ,58.8, ,74.9, ,56, ,11, ,26, ,38.2, ,3.2, ,77.3, ,71.7, 
217,10/4/2021,277,0.17, ,0.14, ,370, ,10.1, ,88.7, ,59.3, ,71.9, ,81, ,18, ,38, ,44.7, ,3.6, ,86.5, ,72.1, 
217,10/5/2021,278,0.16, ,0.04, ,463, ,16.3, ,80.0, ,57.3, ,68.3, ,97, ,44, ,69, ,57.7, ,3.8, ,92.1, ,72.3, 
217,10/6/2021,279,0.13, ,0.06, ,426, ,16.1, ,75.8, ,54.0, ,62.0, ,100, ,60, ,85, ,57.3, ,2.9, ,68.9, ,72.3, 
217,10/7/2021,280,0.04, ,0.06, ,154, ,16.5, ,71.5, ,58.2, ,62.6, ,98, ,67, ,85, ,58.1, ,2.8, ,67.5, ,71.8, 
217,10/8/2021,281,0.10, ,0.09, ,370, ,14.8, ,69.2, ,51.1, ,60.4, ,99, ,61, ,83, ,55.1, ,3.6, ,85.3, ,70.6, 
217,10/9/2021,282,0.14, ,0.04, ,472, ,11.4, ,73.1, ,48.3, ,59.4, ,94, ,43, ,66, ,48.1, ,3.3, ,78.3, ,69.7, 
217,10/10/2021,283,0.17, ,0.05, ,476, ,9.4, ,83.3, ,49.5, ,64.8, ,70, ,17, ,45, ,42.9, ,3.7, ,88.9, ,69.3, 
217,10/11/2021,284,0.17, ,0.03, ,455, ,8.1, ,75.0, ,48.5, ,60.6, ,81, ,15, ,45, ,39.1, ,4.5, ,108.7, ,69.3, 
217,10/12/2021,285,0.15, ,0.06, ,474,R,5.7, ,70.7, ,46.0, ,57.0, ,74, ,16, ,36, ,30.4, ,3.9, ,93.6, ,68.6, 
217,10/13/2021,286,0.16, ,0, ,460, ,5.3, ,76.3, ,45.6, ,59.0, ,49, ,16, ,31, ,28.7, ,3.6, ,86.7, ,67.7, 
217,10/14/2021,287,0.15, ,0, ,452, ,7.4, ,78.9, ,46.8, ,61.7, ,65, ,20, ,40, ,36.9, ,3.4, ,80.9, ,67.4, 
217,10/15/2021,288,0.22, ,0.05, ,457, ,4.5, ,84.1, ,64.5, ,74.5, ,23, ,10, ,15, ,24.3, ,6.3, ,150.0, ,68.1, 
217,10/16/2021,289,0.18, ,0, ,460,R,4.8, ,90.7, ,55.3, ,72.4, ,46, ,8, ,18, ,26.0, ,4.0, ,97.1, ,68.9, 
217,10/17/2021,290,0.14, ,0, ,443, ,9.4, ,79.3, ,51.0, ,61.3, ,92, ,19, ,51, ,43.0, ,3.4, ,81.6, ,69.4, 
217,10/18/2021,291,0.12, ,0, ,402, ,11.9, ,69.1, ,51.0, ,58.8, ,88, ,43, ,70, ,49.1, ,3.4, ,82.2, ,69.5, 
217,10/19/2021,292,0.12, ,0, ,434, ,10.1, ,72.2, ,45.0, ,56.6, ,92, ,37, ,65, ,44.8, ,3.0, ,73.0, ,69.2, 
217,10/20/2021,293,0.12, ,0.11,H,427, ,10.6, ,73.7, ,45.6, ,57.2, ,89, ,42, ,66, ,46.2, ,3.1, ,74.0, ,68.7, 
217,10/21/2021,294,0.13, ,0.14, ,412, ,11.3, ,76.4, ,48.2, ,59.9, ,96, ,41, ,64, ,47.8, ,2.9, ,69.6, ,67.6, 
217,10/22/2021,295,0.10, ,0.09, ,378, ,14.3, ,68.9, ,45.6, ,57.6, ,100, ,65, ,88, ,54.2, ,3.1, ,74.8, ,66.8, 
217,10/23/2021,296,0.07, ,0.10, ,259, ,15.0, ,71.4, ,53.2, ,59.8, ,100, ,61, ,86, ,55.5, ,2.9, ,70.4, ,66.9, 
217,10/24/2021,297,0.11, ,0.04,H,386, ,13.6, ,70.8, ,50.8, ,58.7, ,97, ,56, ,80, ,52.7, ,2.8, ,67.9, ,66.6, 
217,10/25/2021,298,0.01, ,0.54, ,93, ,14.1, ,59.8,Y,49.3, ,56.1, ,99, ,83, ,92, ,53.8, ,3.3, ,79.9, ,66.3, 
217,10/26/2021,299,0.12, ,0.06, ,404, ,9.5, ,70.6, ,46.6, ,59.8, ,89, ,28, ,54, ,43.3, ,3.2, ,76.7, ,64.7, 
217,10/27/2021,300,0.15, ,0.08, ,402, ,9.6, ,85.8, ,52.5, ,71.0, ,57, ,21, ,37, ,43.4, ,3.7, ,89.9, ,64.5, 
217,10/28/2021,301,0.19, ,0.06, ,400, ,9.6, ,88.7, ,62.0, ,76.1, ,62, ,19, ,31, ,43.4, ,5.1, ,123.4, ,65.4, 
217,10/29/2021,302,0.14, ,0.05, ,394, ,11.7, ,87.5, ,54.2, ,71.2, ,83, ,28, ,45, ,48.7, ,3.1, ,74.6, ,66.5, 
217,10/30/2021,303,0.09, ,0.06, ,367, ,14.1, ,68.7, ,48.1, ,57.7, ,99, ,69, ,87, ,53.8, ,2.7, ,65.0, ,67.2, 
217,10/31/2021,304,0.07, ,0.02, ,269, ,14.2, ,67.1, ,51.9, ,58.4, ,99, ,67, ,85, ,54.0, ,3.0, ,72.2, ,67.1, 
