208,10/1/2021,274,0.18, ,0, ,525,R,5.3, ,85.7, ,51.6, ,68.4, ,48, ,9, ,22, ,28.5, ,2.4, ,56.6, ,66.9, 
208,10/2/2021,275,0.18, ,0.02, ,491, ,7.1, ,96.3, ,52.3, ,70.3, ,55, ,11, ,28, ,35.6, ,2.3, ,55.0, ,66.8, 
208,10/3/2021,276,0.19, ,0.01, ,481, ,8.2, ,--,S,53.5, ,73.9, ,60, ,12, ,29, ,39.3, ,2.4, ,58.0, ,66.9, 
208,10/4/2021,277,0.18, ,0, ,404, ,9.1, ,--,S,56.9, ,74.3, ,62, ,15, ,32, ,42.2, ,3.0, ,72.0, ,67.3, 
208,10/5/2021,278,0.19, ,0.00, ,421, ,10.5, ,87.6, ,64.9, ,73.7, ,55, ,27, ,37, ,45.7, ,5.1, ,122.1, ,67.7, 
208,10/6/2021,279,0.16, ,0, ,406, ,12.6, ,101.7, ,62.7, ,74.5, ,57, ,27, ,43, ,50.7, ,3.8, ,90.8, ,67.9, 
208,10/7/2021,280,0.11, ,0, ,242, ,11.9, ,81.8, ,64.5, ,70.6, ,59, ,35, ,47, ,49.2, ,4.6, ,109.5, ,67.9, 
208,10/8/2021,281,0.12, ,0, ,240, ,9.8, ,73.0,Y,58.7, ,66.3, ,62, ,31, ,44, ,44.1, ,5.8, ,140.1, ,67.2, 
208,10/9/2021,282,0.17, ,0, ,472, ,8.2, ,81.6, ,54.0, ,66.5, ,57, ,23, ,37, ,39.4, ,4.5, ,107.4, ,65.7, 
208,10/10/2021,283,0.16, ,0, ,481,R,8.2, ,--,S,53.9, ,71.5, ,57, ,15, ,31, ,39.4, ,2.6, ,63.1, ,65.2, 
208,10/11/2021,284,0.19, ,0.04, ,469, ,6.3, ,80.1, ,51.6, ,62.0,Y,54, ,19, ,33,Y,32.9,Y,6.8,Y,162.2,Y,64.6, 
208,10/12/2021,285,0.15,R,0, ,472, ,3.4,Y,67.5,Y,49.6, ,57.4,R,38,H,12,H,--,R,--,I,3.8, ,90.5, ,62.3,Y
208,10/13/2021,286,0.13, ,0.02, ,465, ,4.4, ,70.9,Y,44.2,Y,57.7,R,56, ,13, ,--,R,--,I,2.3, ,55.6, ,61.0,Y
208,10/14/2021,287,0.13,R,0, ,462, ,5.1, ,75.2,Y,44.9,Y,59.6,R,56, ,11, ,--,R,--,I,2.1, ,50.0, ,60.8,Y
208,10/15/2021,288,0.15, ,0, ,463,R,5.3, ,77.1, ,46.2,Y,62.7,Y,58, ,11, ,27,Y,28.5,Y,3.1, ,73.9, ,60.6,Y
208,10/16/2021,289,0.15, ,0, ,463,R,5.2, ,91.3, ,47.4,Y,66.5, ,47, ,9, ,23, ,28.0, ,2.4, ,58.1, ,60.5,Y
208,10/17/2021,290,0.18, ,0, ,441, ,6.7, ,95.6, ,49.4,Y,68.5, ,56, ,12, ,28, ,34.2, ,3.9, ,94.2, ,60.6,Y
208,10/18/2021,291,0.17, ,0, ,427, ,6.9, ,72.5,Y,53.3, ,61.5,Y,49, ,26, ,37,Y,35.0,Y,6.7,Y,161.8,Y,60.4,Y
208,10/19/2021,292,0.14,R,0, ,447,R,7.0, ,85.6, ,46.1,Y,62.6,Y,59, ,17, ,36,Y,35.2,Y,2.8, ,67.9, ,59.6,Y
208,10/20/2021,293,0.14, ,0, ,436, ,8.3, ,92.8, ,46.8,Y,65.8, ,58, ,24, ,38, ,39.8, ,2.2, ,53.8, ,59.5,Y
208,10/21/2021,294,0.14, ,0, ,431, ,9.5, ,--,S,50.7, ,68.2, ,63, ,17, ,40, ,43.2, ,2.2, ,52.8, ,59.7,Y
208,10/22/2021,295,0.13, ,0, ,410, ,9.0, ,88.0, ,52.3, ,68.0, ,62, ,20, ,39, ,41.9, ,2.6, ,62.2, ,60.0,Y
208,10/23/2021,296,0.14, ,0, ,379, ,10.8, ,--,S,59.8, ,67.5, ,67, ,34, ,47, ,46.7, ,4.1, ,98.3, ,60.4,Y
208,10/24/2021,297,0.13, ,0, ,400, ,11.3, ,83.4, ,59.6, ,67.4, ,64, ,30, ,49, ,47.7, ,3.3, ,79.2, ,60.9, 
208,10/25/2021,298,0.13, ,0, ,369, ,11.7, ,77.0, ,55.7, ,64.8, ,73, ,38, ,56, ,48.6, ,6.3,Y,151.7,Y,61.1, 
208,10/26/2021,299,0.14, ,0, ,411, ,6.7, ,79.8, ,51.0, ,62.7, ,52, ,22, ,34, ,34.2, ,4.0, ,95.7, ,59.5,Y
208,10/27/2021,300,0.13, ,0, ,396, ,9.1, ,--,S,47.8, ,65.7, ,61, ,24, ,42, ,42.0, ,2.4, ,56.6, ,59.1,Y
208,10/28/2021,301,0.15, ,0, ,397, ,10.1, ,--,S,59.3, ,72.8, ,67, ,18, ,37, ,44.7, ,2.8, ,68.2, ,60.0, 
208,10/29/2021,302,0.13, ,0, ,392, ,10.3, ,107.2,R,55.4, ,69.8, ,63, ,19, ,41, ,45.3, ,2.3, ,55.9, ,60.8, 
208,10/30/2021,303,0.13, ,0, ,375, ,12.3, ,--,S,54.7, ,70.9, ,62, ,31, ,48, ,50.0, ,3.0, ,72.4, ,61.0, 
208,10/31/2021,304,0.12, ,0, ,384, ,9.8, ,84.5, ,54.8, ,66.6, ,66, ,29, ,44, ,44.0, ,2.9, ,68.9, ,61.2, 
