262,10/1/2021,274,0.15, ,0, ,460, ,11.2, ,88.2, ,45.1, ,63.8, ,91, ,18, ,55, ,47.5, ,1.8, ,44.0, ,64.1, 
262,10/2/2021,275,0.12, ,0, ,376, ,11.8, ,85.1, ,45.4, ,62.4, ,93, ,27, ,62, ,49.0, ,1.7, ,39.8, ,64.1, 
262,10/3/2021,276,0.12, ,0, ,366, ,12.4, ,86.6, ,45.7, ,62.1, ,93, ,27, ,65, ,50.2, ,1.4, ,34.7, ,63.9, 
262,10/4/2021,277,0.13, ,0, ,393, ,12.2, ,88.7, ,47.6, ,64.6, ,94, ,20, ,59, ,49.7, ,1.7, ,40.4, ,64.1, 
262,10/5/2021,278,0.16, ,0, ,403, ,11.3, ,82.7, ,48.5, ,64.8, ,94, ,26, ,54, ,47.7, ,4.0, ,95.1, ,64.3, 
262,10/6/2021,279,0.09, ,0, ,267, ,12.0, ,74.9, ,49.3, ,61.9, ,95, ,43, ,64, ,49.4, ,2.7, ,63.6, ,64.5, 
262,10/7/2021,280,0.11, ,0, ,315, ,10, ,74.4, ,47.1, ,59.5, ,92, ,31, ,58, ,44.6, ,3.2, ,77.5, ,64.1, 
262,10/8/2021,281,0.13, ,0.07, ,406, ,10.5, ,68.5, ,44.7, ,56.6, ,93, ,34, ,67, ,45.7, ,4.9, ,118.1, ,64.0, 
262,10/9/2021,282,0.13, ,0, ,433, ,10.3, ,71.9, ,40.5, ,55.5, ,95, ,34, ,69, ,45.4, ,3.2, ,76.2, ,62.5, 
262,10/10/2021,283,0.13, ,0, ,426, ,10.4, ,78.7, ,40.2, ,57.6, ,95, ,29, ,64, ,45.6, ,2.1, ,50.3, ,62.1, 
262,10/11/2021,284,0.25, ,0, ,407, ,5.4,Y,69.8, ,43.3, ,58.3, ,93, ,17, ,32,Y,28.8,Y,12.3,R,294.4,R,60.9, 
262,10/12/2021,285,0.19, ,0, ,430, ,5.0,Y,69.8, ,37.0,Y,53.7,Y,89, ,15, ,36,Y,27.3,Y,8.4,R,201.1,R,60.2, 
262,10/13/2021,286,0.12, ,0, ,383, ,6.8,Y,71.1, ,34.1,Y,51.1,Y,94, ,17, ,53,Y,34.7,Y,2.5, ,59.4, ,58.9, 
262,10/14/2021,287,0.14, ,0, ,411, ,7.3, ,75.4, ,32.6,Y,52.1,Y,95, ,21, ,55,Y,36.6,Y,3.7, ,88.0, ,58.2, 
262,10/15/2021,288,0.12, ,0, ,404, ,8.3, ,81.9, ,36.8, ,56.2, ,93, ,19, ,54, ,39.8, ,1.9, ,44.8, ,58.4, 
262,10/16/2021,289,0.12, ,0, ,397, ,9.4, ,83.0, ,41.1, ,58.2, ,93, ,20, ,56, ,42.9, ,1.8, ,44.0, ,58.2, 
262,10/17/2021,290,0.12, ,0, ,293, ,9.0, ,78.7, ,41.2, ,57.7, ,91, ,24, ,55, ,41.7, ,4.8, ,114.6, ,58.4, 
262,10/18/2021,291,0.06, ,0, ,246, ,9.0, ,64.9, ,38.2, ,51.0,Y,93, ,43, ,71,Y,41.9,Y,2.7, ,63.9, ,58.7, 
262,10/19/2021,292,0.11, ,0.01, ,151, ,8.1, ,69.3, ,49.9, ,60.2, ,94, ,30, ,46, ,39.2, ,4.0, ,96.9, ,58.3, 
262,10/20/2021,293,0.07, ,0, ,136, ,9.7, ,70.6, ,57.7,Y,62.8, ,80, ,30, ,50, ,43.6, ,3.8, ,91.5, ,58.9, 
262,10/21/2021,294,0.09, ,0.02, ,257, ,15.3, ,79.5, ,56.3, ,65.9, ,95, ,35, ,71, ,56.1, ,3.4, ,81.0, ,61.0, 
262,10/22/2021,295,0.04, ,0.46, ,178, ,14.2, ,66.5, ,54.8, ,59.2, ,97, ,62, ,83, ,54.0, ,2.8, ,67.2, ,61.6, 
262,10/23/2021,296,0.07, ,0.06, ,253, ,12.9, ,66.6, ,49.0, ,58.3, ,97, ,54, ,78, ,51.4, ,2.7, ,64.3, ,61.6, 
262,10/24/2021,297,0.01, ,4.03, ,26, ,14.1, ,64.4, ,54.2, ,58.6, ,98, ,59, ,84, ,53.8, ,9.4,R,225.9,R,60.4, 
262,10/25/2021,298,0.09, ,0.96, ,313, ,12.4, ,64.7, ,46.0, ,55.7, ,99, ,55, ,82, ,50.2, ,4.8, ,116.2, ,59.7, 
262,10/26/2021,299,0.08, ,0, ,302, ,11.5, ,66.1, ,44.8, ,55.6, ,97, ,49, ,76, ,48.3, ,2.2, ,53.9, ,58.9, 
262,10/27/2021,300,0.10, ,0, ,341, ,14.0, ,71.1, ,47.1, ,58.5, ,97, ,65, ,84, ,53.6, ,3.6, ,86.2, ,59.3, 
262,10/28/2021,301,0.08, ,0.00, ,322, ,14.8, ,74.5, ,47.7, ,58.6, ,100, ,59, ,88, ,55.0, ,2.6, ,62.8, ,59.6, 
262,10/29/2021,302,0.09, ,0, ,333, ,15.2, ,75.9, ,47.2, ,60.0, ,100, ,58, ,86, ,55.8, ,1.8, ,44.2, ,59.6, 
262,10/30/2021,303,0.08, ,0, ,296, ,14.4, ,71.4, ,49.5, ,60.2, ,100, ,61, ,81, ,54.2, ,4.1, ,97.8, ,60.3, 
262,10/31/2021,304,0.07, ,0, ,288, ,12.5, ,68.4, ,44.9, ,56.9, ,98, ,54, ,79, ,50.5, ,2.2, ,53.3, ,60.5, 
