232,10/1/2021,274,--,N,0, ,487, ,11.5, ,80.3, ,45.7, ,60.5, ,97, ,32, ,64, ,48.2, ,2.8, ,67.1, ,69.5, 
232,10/2/2021,275,--,N,0.00, ,469, ,13.1, ,75.6, ,47.3, ,58.0, ,100, ,49, ,80, ,51.8, ,2.6, ,63.3, ,70.4, 
232,10/3/2021,276,--,N,0.00, ,449, ,13.3, ,77.5, ,45.7, ,58.8, ,100, ,49, ,79, ,52.2, ,2.5, ,61.0, ,69.7, 
232,10/4/2021,277,--,N,0.00, ,352, ,14.3, ,82.1, ,50.9, ,63.5, ,95, ,42, ,71, ,54.1, ,2.8, ,67.8, ,69.1, 
232,10/5/2021,278,--,N,0, ,435, ,16.0, ,85.0, ,56.2, ,64.0, ,99, ,40, ,78, ,57.2, ,3.6, ,86.8, ,70.8, 
232,10/6/2021,279,--,N,0, ,362, ,15.3, ,75.4, ,55.2, ,60.7, ,97, ,56, ,85, ,56.0, ,3.3, ,79.4, ,70.9, 
232,10/7/2021,280,--,N,0, ,156, ,14.6, ,69.0, ,55.8, ,59.5, ,94, ,64, ,84, ,54.7, ,2.9, ,68.8, ,69.2, 
232,10/8/2021,281,--,N,0, ,414, ,12.2, ,68.9, ,46.1, ,58.5, ,92, ,45, ,73, ,49.8, ,4.6, ,109.7, ,69.5, 
232,10/9/2021,282,--,N,0, ,458, ,11.2, ,77.5, ,44.6, ,58.0, ,95, ,29, ,68, ,47.4, ,4.6, ,110.3, ,67.8, 
232,10/10/2021,283,--,N,0, ,462, ,11.3, ,82.1, ,41.9, ,59.4, ,96, ,25, ,65, ,47.7, ,3.6, ,86.0, ,67.8, 
232,10/11/2021,284,--,N,0.00, ,439, ,11.7, ,70.7, ,48.3, ,56.3, ,100, ,44, ,75, ,48.6, ,6.9,R,166.7,R,67.6, 
232,10/12/2021,285,--,N,0, ,461, ,8.6, ,70.5, ,42.9, ,54.9, ,93, ,16, ,59, ,40.7, ,4.7, ,112.4, ,66.2, 
232,10/13/2021,286,--,N,0, ,440, ,10.1, ,69.0, ,40.1,Y,54.7, ,97, ,28, ,69, ,44.9, ,3.9, ,92.8, ,65.1, 
232,10/14/2021,287,--,N,0, ,442, ,8.9, ,86.6, ,46.8, ,63.9, ,99, ,14, ,44, ,41.5, ,3.3, ,80.3, ,67.6, 
232,10/15/2021,288,--,N,0, ,443, ,6.6,Y,88.9, ,46.5, ,65.2, ,58, ,13, ,31,Y,33.8,Y,3.0, ,72.0, ,67.6, 
232,10/16/2021,289,--,N,0, ,442, ,5.2,Y,90.4, ,47.7, ,66.4, ,51, ,8, ,23,Y,27.9,Y,3.0, ,71.7, ,67.4, 
232,10/17/2021,290,--,N,0.00, ,398, ,10.2, ,74.3, ,46.3, ,59.8, ,85, ,33, ,58, ,45.0, ,2.9, ,69.8, ,66.9, 
232,10/18/2021,291,--,N,0, ,419, ,11.1, ,66.7, ,46.4, ,56.2, ,93, ,45, ,72, ,47.3, ,5.0, ,119.9, ,67.0, 
232,10/19/2021,292,--,N,0, ,415, ,10.3, ,72.7, ,41.5, ,55.5, ,94, ,40, ,68, ,45.2, ,2.6, ,62.7, ,64.9, 
232,10/20/2021,293,--,N,0, ,395, ,10.9, ,75.7, ,43.3, ,57.9, ,90, ,29, ,67, ,46.9, ,3.3, ,79.2, ,65.2, 
232,10/21/2021,294,--,N,0.00, ,371, ,14.7, ,76.5, ,50.1, ,60.4, ,99, ,58, ,82, ,54.9, ,3.2, ,77.0, ,66.5, 
232,10/22/2021,295,--,N,0, ,293, ,16.2, ,76.4, ,54.1, ,61.8, ,100, ,56, ,86, ,57.5, ,3.6, ,85.5, ,68.4, 
232,10/23/2021,296,--,N,0, ,381, ,13.2, ,70.2, ,49.2, ,57.7, ,99, ,50, ,81, ,52.0, ,4.1, ,98.8, ,67.4, 
232,10/24/2021,297,--,N,0, ,183, ,14.9, ,72.2, ,51.7, ,60.4, ,96, ,61, ,83, ,55.3, ,4.5, ,108.7, ,66.6, 
232,10/25/2021,298,--,N,0.00, ,245, ,15.3, ,65.8, ,49.9, ,58.2, ,100, ,71, ,92, ,56.0, ,5.8, ,139.5, ,66.5, 
232,10/26/2021,299,--,N,0.00, ,386, ,12.0, ,72.2, ,45.0, ,56.8, ,100, ,43, ,76, ,49.4, ,4.2, ,100.2, ,63.2, 
232,10/27/2021,300,--,N,0, ,389, ,11.4, ,85.0, ,52.6, ,67.4, ,79, ,28, ,50, ,48.0, ,5.0, ,118.9, ,64.3, 
232,10/28/2021,301,--,N,0, ,388, ,13.3, ,90.9, ,54.0, ,66.8, ,86, ,25, ,59, ,52.2, ,2.0, ,48.5, ,65.9, 
232,10/29/2021,302,--,N,0, ,387, ,14.7, ,81.3, ,51.5, ,61.9, ,100, ,44, ,78, ,54.9, ,2.6, ,61.4, ,65.8, 
232,10/30/2021,303,--,N,0.00, ,255, ,15.3, ,69.1, ,53.0, ,57.4, ,100, ,72, ,95, ,56.0, ,2.7, ,63.8, ,65.9, 
232,10/31/2021,304,--,N,0, ,302, ,14.0, ,72.4, ,52.6, ,58.8, ,100, ,43, ,83, ,53.6, ,2.9, ,69.3, ,65.6, 
