181,10/1/2021,274,0.18,R,0, ,547,R,7.9, ,95.5, ,57.3, ,76.1, ,51, ,8, ,26, ,38.4, ,1.2, ,29.3, ,78.8, 
181,10/2/2021,275,0.17, ,0, ,505, ,9.8, ,97.7, ,57.3, ,77.9, ,59, ,12, ,30, ,44.0, ,1.3, ,31.1, ,78.9, 
181,10/3/2021,276,0.17, ,0, ,502, ,9.9, ,99.9, ,63.4, ,80.6, ,53, ,10, ,28, ,44.4, ,1.6, ,38.8, ,79.7, 
181,10/4/2021,277,0.17,R,0, ,415, ,11.4, ,99.1, ,62.9, ,80.6, ,61, ,13, ,32, ,48.1, ,1.7, ,39.6, ,80.1, 
181,10/5/2021,278,0.17, ,0.01, ,494, ,15.4, ,91.6, ,67.7, ,80.7, ,76, ,26, ,43, ,56.1, ,3.0, ,71.9, ,80.7, 
181,10/6/2021,279,0.15, ,0, ,408, ,17.4, ,92.1, ,68.7, ,79.9, ,67, ,33, ,50, ,59.5, ,2.2, ,52.5, ,80.9, 
181,10/7/2021,280,0.13, ,0, ,330, ,16.4, ,91.6, ,70.2, ,79.1, ,68, ,28, ,48, ,57.9, ,2.0, ,47.0, ,81.3, 
181,10/8/2021,281,0.12, ,0, ,231, ,13.8, ,86.2, ,67.8, ,75.6, ,68, ,31, ,46, ,53.2, ,4.8, ,114.3, ,80.6, 
181,10/9/2021,282,0.17, ,0, ,501,R,11.0, ,87.0, ,59.7, ,73.5, ,70, ,14, ,39, ,47.0, ,3.5, ,83.2, ,78.2, 
181,10/10/2021,283,0.16, ,0, ,512,R,8.7, ,88.7, ,58.0, ,73.3, ,64, ,13, ,31, ,40.9, ,2.0, ,47.7, ,77.9, 
181,10/11/2021,284,0.20, ,0, ,458, ,7.8, ,90.1, ,53.3, ,71.0, ,61, ,10, ,30, ,38.1, ,5.3, ,126.2, ,77.1, 
181,10/12/2021,285,0.17, ,0, ,508,R,4.6, ,75.6,Y,49.9, ,64.8, ,55, ,11, ,22, ,25.0, ,3.7, ,89.3, ,74.2, 
181,10/13/2021,286,0.14, ,0, ,497,R,6.6, ,81.0, ,48.0,Y,64.0, ,59, ,13, ,33, ,34.0, ,1.5, ,37.1, ,72.7, 
181,10/14/2021,287,0.14, ,0, ,493,R,7.2, ,85.1, ,49.9, ,66.5, ,58, ,12, ,32, ,36.1, ,1.2, ,29.4, ,72.9, 
181,10/15/2021,288,0.16, ,0, ,496,R,6.4, ,87.0, ,53.9, ,69.4, ,53, ,8, ,26, ,33.1, ,2.0, ,49.1, ,73.3, 
181,10/16/2021,289,0.16, ,0, ,494,R,6.6, ,89.9, ,53.7, ,70.8, ,50, ,9, ,25, ,33.8, ,2.0, ,48.0, ,73.1, 
181,10/17/2021,290,0.15, ,0, ,465,R,7.3, ,91.2, ,53.7, ,71.6, ,56, ,11, ,28, ,36.4, ,2.3, ,55.8, ,73.4, 
181,10/18/2021,291,0.17, ,0, ,401, ,9.3, ,80.3, ,60.0, ,69.0, ,48, ,28, ,38, ,42.6, ,6.5, ,155.9, ,72.9, 
181,10/19/2021,292,0.14, ,0, ,472,R,8.0, ,80.5, ,52.4, ,65.7, ,62, ,20, ,37, ,38.7, ,2.3, ,55.2, ,71.0, 
181,10/20/2021,293,0.13, ,0, ,469,R,8.3, ,84.6, ,49.4, ,65.7, ,66, ,16, ,39, ,39.8, ,1.6, ,37.4, ,71.2, 
181,10/21/2021,294,0.14, ,0, ,467,R,8.9, ,88.4, ,51.8, ,68.7, ,64, ,18, ,37, ,41.4, ,1.7, ,41.3, ,71.6, 
181,10/22/2021,295,0.14, ,0, ,452,R,9.0, ,90.6, ,50.8, ,71.2, ,71, ,17, ,34, ,41.8, ,1.9, ,44.6, ,72.3, 
181,10/23/2021,296,0.14, ,0, ,413, ,11.0, ,88.1, ,57.1, ,73.9, ,57, ,28, ,38, ,47.1, ,3.1, ,73.4, ,73.2, 
181,10/24/2021,297,0.13, ,0, ,439,R,12.6, ,85.6, ,56.1, ,70.2, ,75, ,27, ,50, ,50.8, ,1.6, ,37.7, ,73.6, 
181,10/25/2021,298,0.15, ,0, ,378, ,14.1, ,88.2, ,56.8, ,69.9, ,100, ,29, ,57, ,53.8, ,5.1, ,121.8, ,73.7, 
181,10/26/2021,299,0.14, ,0, ,452,R,8.2, ,79.6, ,54.2, ,66.5, ,62, ,18, ,37, ,39.4, ,2.8, ,67.3, ,71.7, 
181,10/27/2021,300,0.12, ,0, ,436,R,8.9, ,86.5, ,50.2, ,67.5, ,69, ,17, ,39, ,41.5, ,1.4, ,33.9, ,71.2, 
181,10/28/2021,301,0.13,R,0, ,427,R,9.6, ,92.0, ,53.6, ,71.8, ,69, ,16, ,36, ,43.5, ,1.5, ,36.0, ,72.0, 
181,10/29/2021,302,0.12, ,0, ,433,R,11.1, ,93.1, ,55.8, ,72.8, ,66, ,17, ,40, ,47.3, ,1.1, ,26.4, ,72.8, 
181,10/30/2021,303,0.12, ,0, ,421,R,13.2, ,90.1, ,54.9, ,71.5, ,77, ,25, ,50, ,52.0, ,1.4, ,33.8, ,73.4, 
181,10/31/2021,304,0.12, ,0, ,426,R,12.7, ,89.5, ,55.8, ,72.6, ,97, ,24, ,46, ,50.9, ,2.4, ,58.1, ,73.8, 
