150,10/1/2021,274,0.19,R,0, ,521, ,7.9,Y,91.4, ,53.3, ,71.0, ,71, ,10, ,30,Y,38.4,Y,2.1, ,50.6, ,71.7, 
150,10/2/2021,275,0.18,R,0, ,485, ,7.9,Y,94.4, ,54.9, ,72.2, ,65, ,11, ,29,Y,38.5,Y,2.2, ,53.2, ,72.3, 
150,10/3/2021,276,0.17, ,0, ,435, ,8.0,Y,92.4, ,58.5, ,74.1, ,46, ,16, ,28,Y,38.7,Y,1.8, ,42.7, ,72.8, 
150,10/4/2021,277,0.09,R,0.46, ,271, ,12.1, ,84.9, ,61.3, ,71.1, ,92, ,21, ,47, ,49.6, ,1.6, ,37.3, ,72.7, 
150,10/5/2021,278,0.11, ,0.16, ,366, ,18.3, ,76.9, ,61.0, ,67.6, ,95, ,61, ,79, ,61.0, ,2.3, ,54.4, ,73.0, 
150,10/6/2021,279,0.05,R,0, ,190, ,18.3, ,72.8, ,61.1, ,66.3, ,96, ,70, ,83, ,61.0, ,1.7, ,40.9, ,71.8, 
150,10/7/2021,280,0.04,R,0, ,161, ,17.4, ,70.4, ,63.3, ,65.7, ,91, ,67, ,81, ,59.6, ,1.6, ,37.6, ,71.4, 
150,10/8/2021,281,0.05,R,0.21, ,220, ,16.4, ,68.6, ,56.0, ,62.7, ,97, ,67, ,84, ,57.9, ,1.7, ,42.0, ,70.3, 
150,10/9/2021,282,0.14,R,0, ,458, ,14.5, ,71.1, ,53.9, ,61.8, ,97, ,56, ,77, ,54.5, ,2.4, ,57.5, ,68.2, 
150,10/10/2021,283,0.14, ,0.00, ,471, ,14.5, ,78.3, ,51.0, ,63.4, ,97, ,39, ,73, ,54.5, ,2.1, ,51.5, ,67.8, 
150,10/11/2021,284,0.09, ,0, ,261, ,12.7, ,69.0, ,52.3, ,61.2, ,88, ,31, ,69, ,50.9, ,4.2, ,100.6, ,67.6, 
150,10/12/2021,285,0.15, ,0, ,477, ,6.6,Y,68.7, ,46.2, ,60.0, ,69, ,15, ,37,Y,33.8,Y,3.4, ,80.6, ,65.7, 
150,10/13/2021,286,0.14,R,0, ,466, ,8.3, ,73.1, ,43.7,Y,58.1, ,80, ,18, ,50, ,39.8, ,2.1, ,50.8, ,64.3, 
150,10/14/2021,287,0.14,R,0, ,460, ,9.7, ,75.2, ,46.0,Y,60.0, ,91, ,29, ,55, ,43.8, ,1.8, ,42.7, ,64.1, 
150,10/15/2021,288,0.16,R,0, ,464, ,7.1,Y,86.6, ,48.2, ,66.3, ,82, ,13, ,32,Y,35.7,Y,2.0, ,47.2, ,64.5, 
150,10/16/2021,289,0.16,R,0, ,468,R,5.3,Y,86.6, ,52.7, ,68.1, ,47, ,9, ,22,Y,28.4,Y,1.9, ,45.2, ,65.1, 
150,10/17/2021,290,0.14,R,0, ,444, ,9.9, ,78.0, ,53.4, ,63.4, ,87, ,20, ,49, ,44.2, ,1.9, ,46.2, ,65.1, 
150,10/18/2021,291,0.04,R,0.02, ,175, ,12.9, ,65.6, ,46.0,Y,58.2, ,87, ,61, ,78, ,51.4, ,2.3, ,54.4, ,65.4, 
150,10/19/2021,292,0.12,R,0, ,439, ,10.9, ,67.8, ,44.3,Y,56.1, ,91, ,50, ,71, ,46.8, ,1.6, ,38.5, ,63.3, 
150,10/20/2021,293,0.12, ,0.01, ,432, ,12.1, ,69.3, ,44.9,Y,57.6, ,95, ,48, ,75, ,49.6, ,2.1, ,49.7, ,63.5, 
150,10/21/2021,294,0.12,R,0.00, ,421, ,13.8, ,73.9, ,48.6, ,60.2, ,98, ,46, ,77, ,53.1, ,1.7, ,41.5, ,64.2, 
150,10/22/2021,295,0.09, ,0, ,343, ,14.7, ,68.5, ,55.1, ,60.0, ,95, ,62, ,83, ,54.8, ,2.2, ,51.7, ,66.2, 
150,10/23/2021,296,0.09,R,0.01, ,331, ,14.2, ,68.2, ,56.6, ,60.6, ,96, ,60, ,78, ,53.9, ,1.8, ,42.7, ,67.4, 
150,10/24/2021,297,0.11, ,0, ,400, ,14.0, ,70.9, ,53.7, ,61.2, ,92, ,54, ,76, ,53.6, ,2.0, ,47.6, ,67.0, 
150,10/25/2021,298,0.03, ,0.33, ,129, ,14.7, ,66.7, ,52.4, ,59.4, ,96, ,65, ,85, ,54.8, ,2.3, ,55.8, ,66.9, 
150,10/26/2021,299,0.10,R,0.00, ,364, ,13.1, ,67.8, ,49.4, ,58.1, ,97, ,58, ,79, ,51.7, ,2.1, ,49.9, ,64.2, 
150,10/27/2021,300,0.12,R,0.00, ,404, ,10.9, ,79.5, ,46.9, ,62.7, ,95, ,26, ,56, ,46.8, ,1.6, ,39.4, ,63.2, 
150,10/28/2021,301,0.13,R,0, ,401, ,10.4, ,88.1, ,53.3, ,68.6, ,70, ,22, ,44, ,45.7, ,1.6, ,38.5, ,64.5, 
150,10/29/2021,302,0.12,R,0.00, ,397, ,12.8, ,81.1, ,55.8, ,67.7, ,100, ,28, ,55, ,51.2, ,1.1, ,27.3, ,65.5, 
150,10/30/2021,303,0.10,R,0, ,367, ,15.5, ,71.2, ,57.2, ,61.5, ,100, ,60, ,83, ,56.3, ,1.4, ,32.6, ,67.2, 
150,10/31/2021,304,0.09, ,0, ,348, ,14.2, ,70.2, ,55.0, ,60.9, ,94, ,61, ,78, ,54.0, ,1.6, ,38.7, ,67.1, 
