43,10/1/2021,274,0.14, ,0, ,467, ,7.4, ,81.3, ,32.9, ,56.7, ,89, ,17, ,47, ,36.8, ,2.9, ,68.9, ,57.4, 
43,10/2/2021,275,0.14, ,0, ,466,R,7.1, ,84.8, ,35.8, ,57.0, ,98, ,14, ,45, ,35.9, ,2.7, ,65.2, ,57.5, 
43,10/3/2021,276,0.14, ,0, ,439, ,7.1, ,83.3, ,35.1, ,55.9, ,85, ,19, ,47, ,35.8, ,3.0, ,71.9, ,57.3, 
43,10/4/2021,277,0.16, ,0, ,443, ,7.0, ,78.9, ,33.2, ,55.3, ,86, ,19, ,47, ,35.5, ,4.3, ,103.0, ,56.9, 
43,10/5/2021,278,0.10, ,0, ,268, ,6.6, ,73.8, ,31.3, ,52.1, ,89, ,22, ,49, ,33.8, ,4.8, ,116.3, ,57.3, 
43,10/6/2021,279,0.08, ,0, ,266, ,7.8, ,64.2, ,34.0, ,51.3, ,84, ,33, ,61, ,38.2, ,3.1, ,74.2, ,58.7, 
43,10/7/2021,280,0.09, ,0, ,404, ,8.2, ,65.2, ,47.4,Y,57.0, ,91, ,44, ,51, ,39.3, ,4.4, ,105.5, ,58.0, 
43,10/8/2021,281,0.12, ,0, ,426, ,6.6, ,58.9, ,32.2, ,47.6, ,81, ,34, ,59, ,33.8, ,5.4, ,129.4, ,57.0, 
43,10/9/2021,282,0.11, ,0, ,427, ,8.0, ,66.5, ,37.6, ,50.7, ,91, ,34, ,63, ,38.7, ,2.7, ,65.2, ,56.5, 
43,10/10/2021,283,0.14, ,0, ,414, ,6.7, ,69.8, ,28.5, ,49.0, ,96, ,32, ,57, ,34.4, ,6.3, ,151.7, ,56.0, 
43,10/11/2021,284,0.14, ,0, ,414, ,4.5, ,52.9, ,29.7, ,42.1, ,73, ,28, ,49, ,24.5, ,11.2,R,269.8,R,54.9, 
43,10/12/2021,285,0.10, ,0, ,406, ,4.2, ,55.8, ,26.9, ,40.9, ,75, ,23, ,48, ,23.0, ,4.6, ,110.4, ,53.2, 
43,10/13/2021,286,0.10, ,0, ,367, ,5.1, ,60.7, ,33.0, ,45.3, ,76, ,32, ,49, ,27.5, ,3.6, ,85.8, ,53.1, 
43,10/14/2021,287,0.10, ,0, ,413,R,5.0, ,62.8, ,25.1, ,42.2, ,91, ,26, ,55, ,27.2, ,4.0, ,95.1, ,52.7, 
43,10/15/2021,288,0.10, ,0, ,403,R,5.0, ,72.4, ,23.0, ,45.3, ,92, ,21, ,49, ,27.1, ,3.0, ,71.8, ,52.1, 
43,10/16/2021,289,0.12, ,0, ,402,R,5.1, ,76.9, ,25.5, ,49.4, ,86, ,20, ,43, ,27.7, ,3.4, ,80.9, ,52.0, 
43,10/17/2021,290,0.14, ,0.22, ,294, ,5.8, ,65.8, ,26.2, ,44.7, ,99, ,25, ,57, ,30.5, ,9.0,Y,216.9,Y,51.8, 
43,10/18/2021,291,0.02, ,0.13, ,110, ,7.5, ,47.4,Y,28.6, ,39.4, ,100, ,77, ,92, ,37.3, ,3.7, ,89.9, ,51.2, 
43,10/19/2021,292,0.04, ,0.05, ,212, ,7.4, ,47.8,Y,25.5, ,38.0,Y,100, ,79, ,96,Y,36.9,Y,3.0, ,71.2, ,50.6, 
43,10/20/2021,293,0.02, ,0.08, ,116, ,9.3, ,51.5, ,32.3, ,44.6, ,100, ,81, ,93, ,42.8, ,4.9, ,117.3, ,50.8, 
43,10/21/2021,294,0.07, ,0.03, ,246, ,11.6,Y,66.7, ,37.5, ,52.4, ,100, ,57, ,86,Y,48.5,Y,6.0, ,142.9, ,51.3, 
43,10/22/2021,295,0.10, ,1.16, ,321, ,9.5, ,62.5, ,43.2,Y,50.2,H,98,H,57,H,77, ,43.2, ,9.7,Y,233.9,Y,52.4, 
43,10/23/2021,296,0.01, ,0.19, ,92, ,9.4, ,48.1, ,41.5, ,44.1, ,100, ,83, ,96, ,43.0, ,3.5, ,83.0, ,51.8, 
43,10/24/2021,297,0.00, ,2.22, ,15, ,9.9, ,51.3, ,43.6,Y,46.1, ,100, ,79, ,93, ,44.2, ,7.5, ,179.1, ,51.0, 
43,10/25/2021,298,0.07, ,0.31, ,303, ,8.0, ,51.2, ,36.7, ,44.0, ,99, ,64, ,82, ,38.8, ,6.8, ,162.1, ,49.8, 
43,10/26/2021,299,0.02, ,0.01, ,84, ,8.8, ,46.9, ,42.5, ,45.1, ,98, ,76, ,86, ,41.2, ,7.3, ,174.4, ,49.7, 
43,10/27/2021,300,0.03, ,0.00, ,154, ,10.4, ,58.0, ,36.6, ,47.2, ,100, ,75, ,94, ,45.5, ,3.3, ,79.4, ,50.1, 
43,10/28/2021,301,0.06, ,0.01, ,272, ,9.9, ,67.6, ,36.2, ,46.2, ,100, ,56, ,93, ,44.2, ,2.0, ,47.2, ,50.4, 
43,10/29/2021,302,0.05, ,0.01, ,227, ,9.9, ,64.7, ,34.3, ,47.1, ,100, ,58, ,90, ,44.2, ,1.7, ,40.4, ,50.6, 
43,10/30/2021,303,0.07, ,0.00, ,265, ,9.4, ,63.4, ,33.6, ,46.9, ,100, ,59, ,86, ,43.0, ,4.0, ,95.2, ,50.8, 
43,10/31/2021,304,0.07, ,0.00, ,299, ,8.6, ,57.4, ,32.7, ,44.8, ,100, ,59, ,85, ,40.5, ,3.2, ,77.0, ,50.6, 
