191,4/1/2022,91,0.18, ,0, ,578, ,9.3, ,75.9, ,39.9, ,56.6, ,99, ,28, ,59, ,42.6, ,3.0, ,72.9, ,59.8, 
191,4/2/2022,92,0.18, ,0, ,571, ,9.8, ,79.7, ,41.4, ,60.0, ,100, ,25, ,56, ,44.0, ,2.8, ,67.9, ,60.4, 
191,4/3/2022,93,0.19, ,0, ,592,R,9.3, ,76.6, ,44.3, ,57.9, ,95, ,23, ,57, ,42.8, ,3.8, ,91.9, ,61.3, 
191,4/4/2022,94,0.17, ,0, ,552, ,11.3, ,68.5, ,48.4, ,57.4, ,90, ,50, ,70, ,47.8, ,5.3, ,127.5, ,61.3, 
191,4/5/2022,95,0.19, ,0, ,602,R,9.3, ,73.1, ,46.7, ,58.9, ,97, ,24, ,55, ,42.7, ,3.3, ,79.6, ,61.9, 
191,4/6/2022,96,0.22, ,0, ,611,R,7.7, ,83.3,Y,41.3, ,62.6, ,95, ,16, ,40, ,37.7, ,3.3, ,80.0, ,61.7, 
191,4/7/2022,97,0.21,R,0, ,603, ,10.1, ,93.0,R,44.6, ,68.0,Y,96, ,19, ,43,Y,44.7,Y,2.4, ,58.5, ,62.2, 
191,4/8/2022,98,0.22,R,0, ,607, ,10.2, ,88.3,Y,47.9, ,65.8,Y,95, ,15, ,47,Y,45.1,Y,3.5, ,83.2, ,63.7, 
191,4/9/2022,99,0.21, ,0, ,641,R,8.6, ,75.3, ,42.8, ,58.4, ,97, ,19, ,52, ,40.7, ,3.8, ,90.7, ,63.6, 
191,4/10/2022,100,0.20, ,0, ,608, ,6.5, ,69.5, ,45.5, ,56.9, ,77, ,19, ,41, ,33.5, ,5.0, ,121.0, ,62.5, 
191,4/11/2022,101,0.16, ,0.19, ,554, ,8.2, ,57.4, ,43.6, ,50.6, ,94, ,41, ,65, ,39.4, ,8.0,Y,192.9,Y,61.3, 
191,4/12/2022,102,0.18, ,0, ,654,R,6.3, ,58.0, ,37.4, ,48.1, ,78, ,31, ,55, ,32.9, ,5.8, ,138.9, ,59.4, 
191,4/13/2022,103,0.17, ,0, ,572, ,7.4, ,60.2, ,39.2, ,50.6, ,90, ,42, ,59, ,36.8, ,4.7, ,112.1, ,58.8, 
191,4/14/2022,104,0.08, ,0.05, ,277, ,11.3, ,61.3, ,48.4, ,53.8, ,97, ,62, ,80, ,47.7, ,5.2, ,124.1, ,58.9, 
191,4/15/2022,105,0.18, ,0, ,623, ,10.0, ,67.7, ,47.9, ,56.7, ,92, ,42, ,64, ,44.5, ,4.4, ,105.3, ,60.2, 
191,4/16/2022,106,0.16, ,0.33,H,515, ,10.9, ,64.8, ,41.7, ,55.4, ,93, ,52, ,72, ,46.7, ,6.1, ,145.4, ,61.1, 
191,4/17/2022,107,0.20, ,0, ,678,R,8.1, ,67.2, ,37.8, ,51.4, ,96, ,33, ,62, ,39.0, ,4.1, ,98.8, ,60.5, 
191,4/18/2022,108,0.19, ,0, ,593, ,9.5, ,71.0, ,38.8, ,55.4, ,93, ,39, ,63, ,43.2, ,4.1, ,98.5, ,60.4, 
191,4/19/2022,109,0.16, ,0.35, ,517, ,10.8, ,65.2, ,46.8, ,56.9, ,98, ,42, ,68, ,46.5, ,4.9, ,117.4, ,61.4, 
191,4/20/2022,110,0.21, ,0.34, ,679,R,9.8, ,69.5, ,53.1, ,62.4, ,93, ,38, ,51, ,44.0, ,7.3,Y,175.7,Y,61.9, 
191,4/21/2022,111,0.15, ,0.24, ,477, ,10.9, ,64.9, ,51.7, ,57.0, ,95, ,46, ,68, ,46.7, ,6.2, ,148.6, ,61.3, 
191,4/22/2022,112,0.13, ,0.16, ,473, ,10.5, ,63.5, ,46.1, ,53.6, ,98, ,52, ,75, ,45.8, ,3.9, ,94.6, ,61.1, 
191,4/23/2022,113,0.21,R,0, ,666,R,10.3, ,72.2, ,41.5, ,56.6, ,99, ,36, ,66, ,45.4, ,3.7, ,88.5, ,61.1, 
191,4/24/2022,114,0.22, ,0, ,671,R,9.9, ,76.6, ,42.8, ,59.6, ,98, ,26, ,56, ,44.2, ,3.5, ,83.2, ,62.2, 
191,4/25/2022,115,0.21, ,0, ,667, ,10.3, ,76.1, ,43.9, ,58.3, ,96, ,26, ,62, ,45.2, ,3.4, ,81.4, ,63.1, 
191,4/26/2022,116,0.19, ,0.00, ,650, ,9.8, ,63.8, ,45.6, ,54.7, ,96, ,45, ,67, ,44.0, ,4.6, ,109.6, ,63.3, 
191,4/27/2022,117,0.20, ,0, ,669, ,8.6, ,66.3, ,41.4, ,53.6, ,94, ,38, ,62, ,40.7, ,4.4, ,106.7, ,62.5, 
191,4/28/2022,118,0.19, ,0, ,656, ,9.2, ,61.6, ,46.4, ,53.2, ,87, ,51, ,66, ,42.3, ,5.8, ,139.8, ,61.8, 
191,4/29/2022,119,0.21, ,0, ,679,R,8.8, ,72.8, ,40.7, ,56.6, ,97, ,30, ,56, ,41.2, ,3.7, ,87.8, ,61.8, 
191,4/30/2022,120,0.21, ,0, ,685,R,10.6, ,70.3, ,43.9, ,56.8, ,93, ,49, ,67, ,46.1, ,4.7, ,113.4, ,62.6, 
