135,4/1/2022,91,--,N,0, ,578, ,9.9, ,87.5, ,49.1, ,68.4, ,74, ,21, ,42, ,44.2, ,3.0, ,71.0, ,73.1, 
135,4/2/2022,92,--,N,0, ,582, ,10.5, ,85.7, ,52.1, ,68.8, ,74, ,22, ,44, ,45.7, ,3.3, ,78.3, ,74.1, 
135,4/3/2022,93,--,N,0, ,562, ,10.3, ,85.1, ,53.2, ,69.2, ,76, ,23, ,42, ,45.3, ,2.6, ,61.2, ,74.6, 
135,4/4/2022,94,--,N,0, ,592, ,10.4, ,91.8, ,54.5, ,72.8, ,78, ,11, ,38, ,45.6, ,4.3, ,104.4, ,75.6, 
135,4/5/2022,95,--,N,0, ,596, ,10.4, ,94.4, ,55.7, ,74.8, ,76, ,14, ,35, ,45.7, ,4.4, ,105.8, ,76.7, 
135,4/6/2022,96,--,N,0, ,620, ,5.7, ,87.3, ,52.8, ,74.8, ,66, ,9, ,19, ,30.4, ,6.5, ,156.9, ,77.2, 
135,4/7/2022,97,--,N,0, ,629,R,5.1, ,90.6, ,57.5, ,74.3, ,24, ,12, ,18, ,27.6, ,5.2, ,123.9, ,76.7, 
135,4/8/2022,98,--,N,0, ,636,R,6.6, ,97.1, ,56.8, ,76.3, ,55, ,8, ,21, ,33.8, ,3.5, ,84.3, ,77.2, 
135,4/9/2022,99,--,N,0, ,620, ,8.1, ,97.2, ,49.0, ,75.3, ,69, ,10, ,27, ,39.1, ,5.2, ,125.1, ,77.8, 
135,4/10/2022,100,--,N,0, ,622, ,7.9, ,90.4, ,54.3, ,74.8, ,62, ,9, ,27, ,38.6, ,5.1, ,123.2, ,78.5, 
135,4/11/2022,101,--,N,0, ,618, ,9.7, ,84.3, ,53.0, ,71.0, ,72, ,20, ,37, ,43.7, ,5.5, ,131.4, ,78.7,Y
135,4/12/2022,102,--,N,0, ,634, ,5.3, ,70.7, ,43.9, ,60.2, ,60, ,15, ,30, ,28.5, ,3.1, ,75.1, ,77.4, 
135,4/13/2022,103,--,N,0, ,661,R,3.8,Y,76.4, ,35.8,Y,58.9, ,51, ,6, ,22,Y,20.7,Y,3.0, ,71.4, ,74.4, 
135,4/14/2022,104,--,N,0, ,647,R,5.6, ,85.2, ,41.5, ,66.0, ,67, ,10, ,26, ,29.8, ,3.4, ,81.3, ,74.3, 
135,4/15/2022,105,--,N,0, ,645, ,7.7, ,88.7, ,48.1, ,69.4, ,69, ,15, ,32, ,37.9, ,4.5, ,107.0, ,75.6, 
135,4/16/2022,106,--,N,0, ,653, ,8.7, ,88.8, ,52.6, ,71.7, ,64, ,13, ,33, ,40.8, ,3.3, ,79.9, ,77.0, 
135,4/17/2022,107,--,N,0, ,671,R,8.6, ,91.2, ,47.4, ,70.2, ,80, ,9, ,34, ,40.5, ,3.2, ,76.5, ,77.3, 
135,4/18/2022,108,--,N,0, ,628, ,8.1, ,95.6, ,47.3, ,73.6, ,67, ,10, ,28, ,39.0, ,3.2, ,76.8, ,78.1, 
135,4/19/2022,109,--,N,0, ,517, ,7.5, ,96.1, ,58.8, ,76.8, ,62, ,6, ,24, ,37.0, ,4.9, ,116.8, ,79.2, 
135,4/20/2022,110,--,N,0, ,656, ,9.4, ,89.1, ,51.1, ,72.6, ,69, ,17, ,34, ,42.9, ,3.7, ,89.5, ,79.3, 
135,4/21/2022,111,--,N,0, ,660, ,8.9, ,89.5, ,55.0, ,73.9, ,61, ,16, ,31, ,41.5, ,3.2, ,76.1, ,79.9, 
135,4/22/2022,112,--,N,0, ,565, ,8.1, ,78.6, ,51.5, ,66.6, ,62, ,19, ,36, ,39.0, ,3.3, ,78.9, ,79.5, 
135,4/23/2022,113,--,N,0, ,675,R,5.6,Y,85.1, ,45.6, ,68.9, ,72, ,8, ,23,Y,30.0,Y,3.0, ,72.5, ,77.5, 
135,4/24/2022,114,--,N,0, ,683,R,3.8,Y,86.0, ,54.9, ,72.1, ,31, ,7, ,14,Y,20.7,Y,4.7, ,112.3, ,77.9, 
135,4/25/2022,115,--,N,0, ,687,R,4.6,Y,92.3, ,48.9, ,72.2, ,47, ,5, ,17,Y,25.2,Y,5.1, ,123.4, ,78.0, 
135,4/26/2022,116,--,N,0, ,568, ,6.3, ,95.6, ,49.3, ,73.6, ,55, ,8, ,22, ,32.8, ,4.3, ,103.1, ,78.7, 
135,4/27/2022,117,--,N,0, ,684,R,7.1, ,93.3, ,54.5, ,75.6, ,40, ,9, ,23, ,35.7, ,3.2, ,76.3, ,79.8, 
135,4/28/2022,118,--,N,0, ,687,R,8.1, ,88.3, ,54.5, ,72.7, ,59, ,11, ,30, ,39.2, ,3.6, ,85.6, ,80.6, 
135,4/29/2022,119,--,N,0, ,693,R,7.9, ,92.9, ,49.8, ,71.4, ,77, ,7, ,30, ,38.3, ,3.3, ,79.2, ,80.3, 
135,4/30/2022,120,--,N,0, ,699,R,7.2, ,95.6, ,49.6, ,75.6, ,69, ,8, ,24, ,36.2, ,3.3, ,79.0, ,81.0, 
