106,4/1/2022,91,0.17, ,0, ,517, ,9.0, ,76.2, ,34.3, ,53.7, ,95, ,32, ,64, ,41.7, ,3.6, ,87.2, ,57.2, 
106,4/2/2022,92,0.18, ,0, ,523, ,8.8, ,81.2, ,37.9, ,56.9, ,90, ,29, ,56, ,41.3, ,3.9, ,94.1, ,57.7, 
106,4/3/2022,93,0.18, ,0, ,534, ,7.5, ,73.0, ,32.6, ,52.3, ,95, ,30, ,56, ,37.2, ,4.6, ,109.5, ,57.8, 
106,4/4/2022,94,0.09, ,0, ,290, ,9.9, ,62.6, ,41.3, ,54.2, ,80, ,55, ,69, ,44.4, ,4.5, ,108.8, ,57.4, 
106,4/5/2022,95,0.18, ,0, ,536, ,8.3, ,72.2, ,39.6, ,54.7, ,91, ,31, ,57, ,39.8, ,4.4, ,106.6, ,57.4, 
106,4/6/2022,96,0.19, ,0, ,540, ,8.8, ,89.0,Y,33.7, ,59.6, ,94, ,23, ,50, ,41.1, ,3.1, ,74.6, ,57.8, 
106,4/7/2022,97,0.20, ,0, ,533, ,9.5, ,94.2,Y,39.5, ,63.9,Y,92, ,20, ,47,Y,43.3,Y,2.9, ,70.7, ,59.4, 
106,4/8/2022,98,0.21, ,0, ,539, ,9.0, ,81.3, ,37.7, ,59.3, ,86, ,33, ,52, ,41.7, ,5.2, ,124.3, ,60.2, 
106,4/9/2022,99,0.21, ,0, ,567, ,6.5, ,72.4, ,39.2, ,55.4, ,65, ,27, ,44, ,33.7, ,5.9, ,142.7, ,59.7, 
106,4/10/2022,100,0.19, ,0, ,522, ,6.2, ,65.6, ,39.2, ,52.9, ,85, ,29, ,46, ,32.5, ,6.4, ,154.7, ,59.0, 
106,4/11/2022,101,0.15, ,0.17, ,498, ,7.1, ,54.9, ,36.0, ,46.3, ,94, ,38, ,67, ,35.9, ,6.3, ,151.3, ,58.1, 
106,4/12/2022,102,0.12, ,0, ,448, ,6.1, ,57.3, ,28.9, ,42.7, ,93, ,40, ,66, ,32.0, ,4.1, ,98.9, ,56.2, 
106,4/13/2022,103,0.08, ,0.05, ,309, ,8.2, ,58.6, ,37.4, ,46.5, ,93, ,49, ,76, ,39.3, ,3.4, ,82.0, ,55.8, 
106,4/14/2022,104,0.02, ,0.69, ,139, ,11.5, ,58.0, ,43.0, ,51.2, ,94, ,83, ,90, ,48.3, ,3.8, ,90.9, ,55.9, 
106,4/15/2022,105,0.09, ,0, ,329, ,8.5, ,62.7, ,32.6, ,47.3, ,96, ,45, ,77, ,40.3, ,3.1, ,74.2, ,55.5, 
106,4/16/2022,106,0.14, ,0.70, ,479, ,10.1, ,64.9, ,35.6, ,51.7, ,95, ,47, ,77, ,44.8, ,4.5, ,107.6, ,56.4, 
106,4/17/2022,107,0.17, ,0, ,560, ,7.9, ,67.2, ,32.0, ,48.4, ,96, ,41, ,69, ,38.6, ,3.4, ,82.7, ,56.8, 
106,4/18/2022,108,0.05, ,0.29, ,207, ,9.8, ,59.6, ,32.5, ,47.4, ,95, ,63, ,88, ,44.1, ,3.3, ,79.3, ,56.7, 
106,4/19/2022,109,0.11, ,0, ,392, ,9.3, ,63.2, ,38.6, ,49.9, ,97, ,54, ,76, ,42.7, ,3.1, ,74.6, ,56.3, 
106,4/20/2022,110,0.04, ,0.52, ,187, ,11.0, ,55.1, ,35.0, ,49.0, ,96, ,83, ,93, ,47.0, ,4.5, ,107.7, ,55.9, 
106,4/21/2022,111,0.06, ,0.15, ,245, ,9.8, ,58.5, ,41.4, ,50.0, ,96, ,59, ,80, ,43.9, ,3.1, ,75.3, ,55.6, 
106,4/22/2022,112,0.16, ,0.01, ,570, ,9.7, ,66.1, ,40.2, ,52.4, ,96, ,49, ,72, ,43.6, ,3.6, ,85.8, ,56.1, 
106,4/23/2022,113,0.19, ,0, ,588, ,9.1, ,74.4, ,34.7, ,54.1, ,96, ,34, ,64, ,42.1, ,3.4, ,82.7, ,57.1, 
106,4/24/2022,114,0.20, ,0, ,589, ,9.6, ,78.8, ,36.8, ,56.5, ,95, ,32, ,61, ,43.4, ,3.4, ,81.2, ,58.0, 
106,4/25/2022,115,0.20, ,0, ,558, ,10.3, ,74.3, ,41.6, ,57.4, ,92, ,42, ,64, ,45.2, ,4.5, ,107.5, ,58.9, 
106,4/26/2022,116,0.20, ,0, ,610, ,9.6, ,69.2, ,46.2, ,56.4, ,79, ,44, ,61, ,43.3, ,5.9, ,141.5, ,59.4, 
106,4/27/2022,117,0.19, ,0, ,586, ,8.6, ,67.8, ,36.7, ,52.1, ,93, ,43, ,65, ,40.6, ,5.2, ,123.9, ,59.1, 
106,4/28/2022,118,0.20, ,0, ,621, ,8.1, ,66.2, ,37.0, ,51.8, ,91, ,41, ,62, ,39.1, ,5.9, ,141.6, ,58.5, 
106,4/29/2022,119,0.21, ,0, ,597, ,8.2, ,72.2, ,34.3, ,54.9, ,95, ,34, ,56, ,39.4, ,4.5, ,107.0, ,58.3, 
106,4/30/2022,120,0.17, ,0, ,527, ,10.4, ,68.3, ,41.3, ,55.6, ,92, ,53, ,69, ,45.5, ,5.2, ,124.6, ,58.8, 
