254,4/1/2022,91,0.17, ,0, ,570, ,11.1, ,70.0, ,42.2, ,54.3, ,97, ,48, ,77, ,47.4, ,5.0, ,120.5, ,55.7, 
254,4/2/2022,92,0.17, ,0, ,555, ,12.0, ,72.4, ,42.9, ,57.6, ,97, ,48, ,74, ,49.4, ,4.6, ,110.9, ,56.1, 
254,4/3/2022,93,0.17, ,0.00, ,581, ,11.0, ,65.4, ,43.0, ,54.6, ,98, ,58, ,75, ,47.0, ,5.5,Y,132.0,Y,56.1, 
254,4/4/2022,94,0.16, ,0, ,535, ,12.3, ,64.8, ,46.6, ,56.1, ,92, ,61, ,80, ,50.0, ,6.7,R,161.7,R,56.3, 
254,4/5/2022,95,0.19, ,0, ,583, ,10.8, ,68.8, ,45.3, ,56.9, ,96, ,44, ,68, ,46.6, ,5.5, ,131.1, ,56.4, 
254,4/6/2022,96,0.21, ,0, ,588, ,10.5, ,83.5,Y,41.5, ,60.4, ,95, ,25, ,58, ,45.8, ,4.2, ,101.0, ,56.2, 
254,4/7/2022,97,0.19,R,0, ,583, ,11.8, ,89.2,R,45.8, ,66.5,Y,89,H,31,H,53,Y,49.0,Y,3.8, ,92.2, ,57.1, 
254,4/8/2022,98,0.19, ,0, ,590, ,12.5, ,75.1, ,47.5, ,60.3, ,91, ,47, ,70, ,50.5, ,4.3, ,104.2, ,57.7, 
254,4/9/2022,99,0.19, ,0, ,615,R,10.7, ,67.6, ,44.0, ,56.5, ,93, ,47, ,69, ,46.3, ,4.9, ,117.5, ,57.3, 
254,4/10/2022,100,0.20, ,0, ,593, ,8.8, ,67.2, ,42.4, ,55.6, ,90, ,31, ,58, ,41.1, ,7.2,R,173.8,R,56.6, 
254,4/11/2022,101,0.18, ,0.07, ,546, ,9.1, ,56.0, ,46.7, ,51.4, ,98, ,49, ,70, ,42.0, ,14.6,R,349.4,R,56.3, 
254,4/12/2022,102,0.20, ,0, ,627,R,7.4, ,57.7, ,44.0, ,50.2, ,75, ,45, ,60, ,36.7, ,11.8,R,283.4,R,55.7, 
254,4/13/2022,103,0.15, ,0, ,499, ,8.6, ,58.9, ,40.1, ,50.7, ,87, ,52, ,68, ,40.7, ,6.0,Y,143.2,Y,55.7, 
254,4/14/2022,104,0.05, ,0.02, ,181, ,12.5, ,59.2, ,50.8, ,54.3, ,96, ,78, ,87, ,50.4, ,8.0,R,191.7,R,56.2, 
254,4/15/2022,105,0.17, ,0, ,599, ,9.5, ,62.6, ,46.4, ,53.3, ,93, ,51, ,68, ,43.2, ,5.7, ,136.9, ,56.9, 
254,4/16/2022,106,0.16, ,0.62, ,549, ,11.6, ,61.2, ,43.0, ,54.2, ,96, ,63, ,81, ,48.5, ,8.4,R,202.6,R,57.2, 
254,4/17/2022,107,0.17, ,0, ,632, ,9.0, ,59.2, ,41.4, ,50.8, ,88, ,57, ,71, ,41.7, ,6.2,Y,149.6,Y,56.7, 
254,4/18/2022,108,0.17, ,0, ,558, ,10.9, ,69.2, ,42.0, ,56.0, ,88, ,47, ,71, ,46.7, ,5.7, ,137.8, ,57.1, 
254,4/19/2022,109,0.17, ,0.05, ,566, ,12.0, ,64.2, ,45.9, ,56.6, ,96, ,54, ,76, ,49.3, ,6.2,Y,147.8,Y,58.2, 
254,4/20/2022,110,0.19, ,0.10, ,561, ,11.6, ,68.4, ,46.9, ,58.0, ,94, ,47, ,70, ,48.5, ,8.5,R,204.3,R,58.1, 
254,4/21/2022,111,0.16, ,0.30, ,524, ,12.2, ,63.7, ,52.6, ,57.5, ,96, ,55, ,76, ,49.8, ,8.6,R,206.4,R,58.6, 
254,4/22/2022,112,0.18, ,0, ,610, ,11.0, ,63.5, ,47.2, ,55.0, ,87, ,60, ,74, ,47.1, ,6.8,Y,162.4,Y,58.6, 
254,4/23/2022,113,0.19, ,0, ,637, ,11.3, ,68.9, ,41.5, ,55.3, ,96, ,53, ,75, ,47.7, ,5.0, ,120.6, ,58.4, 
254,4/24/2022,114,0.19, ,0, ,621, ,11.9, ,69.9, ,44.8, ,56.4, ,97, ,54, ,77, ,49.2, ,5.0, ,119.1, ,58.7, 
254,4/25/2022,115,0.20, ,0, ,647, ,12.4, ,67.6, ,49.3, ,57.3, ,94, ,57, ,77, ,50.2, ,6.5,Y,156.1,Y,59.1, 
254,4/26/2022,116,0.19, ,0, ,643, ,11.2, ,63.4, ,47.4, ,54.9, ,92, ,59, ,76, ,47.5, ,7.0,R,168.5,R,59.0, 
254,4/27/2022,117,0.19, ,0, ,646, ,10.3, ,60.4, ,45.9, ,53.3, ,91, ,60, ,75, ,45.4, ,8.0,R,192.4,R,58.6, 
254,4/28/2022,118,0.20, ,0, ,669, ,10.2, ,60.5, ,47.4, ,53.6, ,86, ,58, ,72, ,44.9, ,9.9,R,236.4,R,58.5, 
254,4/29/2022,119,0.21, ,0, ,675, ,10.7, ,68.1, ,43.6, ,56.2, ,93, ,44, ,69, ,46.4, ,5.2, ,124.2, ,58.4, 
254,4/30/2022,120,0.20, ,0, ,658, ,12.3, ,65.2, ,48.8, ,56.4, ,90, ,61, ,79, ,50.0, ,7.5,R,180.3,R,59.0, 
