157,4/1/2022,91,0.16, ,0, ,557, ,10.8, ,71.3, ,38.9, ,53.3, ,98, ,46, ,78, ,46.5, ,3.1, ,75.5, ,56.9, 
157,4/2/2022,92,0.17, ,0, ,538, ,10.5, ,77.8, ,40.7, ,57.6, ,98, ,33, ,65, ,45.9, ,2.4, ,57.8, ,57.3, 
157,4/3/2022,93,0.18, ,0, ,583, ,9.1, ,73.2, ,38.5, ,55.3, ,98, ,30, ,61, ,42.2, ,4.4, ,106.6, ,57.8, 
157,4/4/2022,94,0.16, ,0, ,489, ,10.9, ,67.2, ,49.1, ,57.9, ,85, ,52, ,66, ,46.7, ,5.3, ,127.2, ,58.2, 
157,4/5/2022,95,0.17, ,0, ,567, ,9.6, ,70.3, ,43.8, ,56.4, ,91, ,41, ,62, ,43.4, ,3.4, ,81.4, ,58.7, 
157,4/6/2022,96,0.18,R,0, ,573, ,9.4, ,83.0,Y,41.1, ,60.0, ,97, ,22, ,53, ,42.8, ,2.2, ,52.2, ,58.7, 
157,4/7/2022,97,0.19,R,0, ,573, ,12.2, ,88.7,R,46.1, ,65.2,Y,93,H,30,H,57,Y,49.8,Y,2.4, ,58.3, ,59.5, 
157,4/8/2022,98,0.18,R,0, ,568, ,11.9, ,79.8,Y,45.9, ,60.7, ,98, ,36, ,66, ,49.2, ,3.0, ,71.2, ,60.3, 
157,4/9/2022,99,0.19, ,0, ,604, ,8.7, ,74.0, ,38.5, ,57.0, ,92, ,35, ,55, ,40.8, ,3.3, ,78.8, ,60.0, 
157,4/10/2022,100,0.20, ,0, ,572, ,7.4, ,67.8, ,46.1, ,55.8, ,68, ,26, ,48, ,36.6, ,6.6, ,158.0, ,59.8, 
157,4/11/2022,101,0.16, ,0.03, ,575, ,8.1, ,56.6, ,45.9, ,51.3, ,94, ,44, ,63, ,39.2, ,6.1, ,146.5, ,59.5, 
157,4/12/2022,102,0.17, ,0, ,584, ,6.5, ,58.7, ,43.5, ,49.8, ,70, ,42, ,53, ,33.6, ,6.2, ,148.3, ,58.9, 
157,4/13/2022,103,0.10, ,0, ,366, ,8.7, ,61.2, ,39.6, ,49.8, ,91, ,53, ,71, ,40.9, ,4.1, ,99.2, ,58.1, 
157,4/14/2022,104,0.07, ,0.05, ,282, ,12.6, ,58.5, ,49.9, ,53.5, ,95, ,82, ,91, ,50.8, ,5.9, ,142.0, ,58.0, 
157,4/15/2022,105,0.17, ,0, ,597, ,8.5, ,64.2, ,40.4, ,52.2, ,89, ,42, ,64, ,40.4, ,5.0, ,119.6, ,58.1, 
157,4/16/2022,106,0.16, ,0.45, ,560, ,11.1, ,65.9, ,37.3, ,54.7, ,95, ,49, ,76, ,47.3, ,5.2, ,124.2, ,58.9, 
157,4/17/2022,107,0.16, ,0, ,631, ,8.6, ,61.1, ,36.4, ,49.2, ,94, ,57, ,72, ,40.7, ,3.8, ,90.7, ,58.7, 
157,4/18/2022,108,0.16, ,0.09, ,546, ,10.6, ,64.4, ,35.5, ,51.4, ,98, ,53, ,82, ,46.2, ,6.0, ,142.9, ,58.2, 
157,4/19/2022,109,0.11, ,0.06, ,382, ,11.3, ,65.3, ,44.4, ,54.5, ,97, ,50, ,78, ,47.8, ,3.2, ,77.0, ,59.0, 
157,4/20/2022,110,0.14, ,0.14, ,439, ,11.3, ,62.4, ,41.3, ,54.2, ,97, ,57, ,79, ,47.7, ,6.7, ,159.9, ,58.8, 
157,4/21/2022,111,0.13, ,0.01, ,442, ,11.5, ,61.4, ,46.4, ,55.0, ,92, ,63, ,78, ,48.2, ,4.6, ,109.5, ,59.3, 
157,4/22/2022,112,0.13, ,0.10, ,469, ,10.4, ,64.0, ,43.2, ,53.0, ,95, ,56, ,75, ,45.5, ,3.9, ,94.4, ,59.1, 
157,4/23/2022,113,0.19, ,0, ,608, ,10.0, ,71.1, ,38.1, ,54.7, ,99, ,41, ,68, ,44.5, ,3.7, ,88.6, ,59.2, 
157,4/24/2022,114,0.18, ,0, ,620, ,11.2, ,69.0, ,39.2, ,54.0, ,98, ,52, ,79, ,47.5, ,3.5, ,82.9, ,59.6, 
157,4/25/2022,115,0.20, ,0, ,631, ,10.9, ,72.8, ,43.1, ,56.7, ,95, ,45, ,70, ,46.9, ,4.6, ,111.2, ,60.0, 
157,4/26/2022,116,0.20, ,0, ,628, ,9.8, ,67.1, ,45.9, ,56.8, ,82, ,47, ,62, ,43.9, ,4.7, ,112.2, ,60.9, 
157,4/27/2022,117,0.19, ,0, ,635, ,8.7, ,66.6, ,37.9, ,53.1, ,93, ,42, ,63, ,41.0, ,4.9, ,117.0, ,60.7, 
157,4/28/2022,118,0.20, ,0, ,652, ,8.8, ,62.7, ,42.1, ,54.0, ,89, ,48, ,62, ,41.2, ,6.8, ,163.5, ,60.7, 
157,4/29/2022,119,0.19, ,0, ,609, ,9.0, ,70.8, ,37.4, ,54.0, ,96, ,34, ,63, ,41.8, ,3.1, ,75.3, ,60.5, 
157,4/30/2022,120,0.21, ,0, ,641, ,11.1, ,69.9, ,43.4, ,56.3, ,95, ,54, ,71, ,47.2, ,5.6, ,134.2, ,60.8, 
