104,4/1/2022,91,0.15, ,0, ,555, ,10.9, ,66.8, ,40.9, ,51.9, ,98, ,51, ,83, ,46.7, ,2.9, ,69.2, ,61.9, 
104,4/2/2022,92,0.15, ,0.00,H,566, ,10.9, ,66.1, ,40.5, ,51.4, ,100, ,57, ,84, ,46.9, ,2.5, ,61.1, ,62.1, 
104,4/3/2022,93,0.13, ,0, ,472, ,10.0, ,66.3, ,43.4, ,52.0, ,99, ,29, ,76, ,44.7, ,2.9, ,68.8, ,62.2, 
104,4/4/2022,94,0.16, ,0, ,535, ,10.6, ,71.1, ,41.2, ,54.4, ,94, ,48, ,73, ,46.1, ,3.3, ,79.5, ,61.8, 
104,4/5/2022,95,0.17, ,0, ,582, ,10.3, ,75.9, ,44.1, ,56.5, ,99, ,26, ,66, ,45.2, ,2.5, ,59.9, ,62.9, 
104,4/6/2022,96,0.21, ,0, ,593, ,8.4, ,82.4,Y,43.5, ,62.6,Y,91, ,20, ,43,Y,40.1,Y,3.2, ,76.8, ,63.3, 
104,4/7/2022,97,0.18,R,0, ,750,R,9.9, ,88.3,R,56.7,Y,--,S,68,H,22,H,--,Q,--,Q,3.3, ,78.8, ,65.8, 
104,4/8/2022,98,0.20,R,0, ,598, ,10.8, ,80.2,Y,48.1, ,62.6,Y,95, ,30, ,56,Y,46.6,Y,3.2, ,75.8, ,66.3, 
104,4/9/2022,99,0.19, ,0, ,620,R,9.6, ,78.8, ,42.3, ,55.8, ,96, ,23, ,63, ,43.4, ,2.9, ,69.0, ,65.7, 
104,4/10/2022,100,0.20, ,0, ,591, ,6.6, ,74.1, ,43.1, ,56.2, ,96, ,15, ,43, ,33.7, ,4.1, ,99.4, ,65.2, 
104,4/11/2022,101,0.13, ,0.35, ,471, ,8.3, ,57.1, ,42.6, ,48.4, ,98, ,39, ,71, ,39.6, ,4.5,Y,107.8,Y,63.9, 
104,4/12/2022,102,0.17, ,0, ,589, ,6.1, ,60.1, ,39.0, ,48.6, ,77, ,29, ,52, ,31.8, ,3.6, ,86.1, ,62.1, 
104,4/13/2022,103,0.16, ,0, ,578, ,7.8, ,62.1, ,34.0, ,48.9, ,94, ,49, ,66, ,38.3, ,3.3, ,80.0, ,61.8, 
104,4/14/2022,104,0.04, ,0.15, ,177, ,11.5, ,57.6, ,46.3, ,51.4, ,98, ,76, ,89, ,48.3, ,2.1, ,50.6, ,62.2, 
104,4/15/2022,105,0.14, ,0.01, ,503, ,11.8, ,65.4, ,48.1, ,54.8, ,99, ,49, ,80, ,48.8, ,2.5, ,60.2, ,62.3, 
104,4/16/2022,106,0.10, ,0.59, ,354, ,12.4, ,64.5, ,43.6, ,53.8, ,99, ,64, ,88, ,50.2, ,3.5, ,84.8, ,62.1, 
104,4/17/2022,107,0.18, ,0, ,632, ,8.8, ,66.7, ,39.5, ,51.0, ,98, ,31, ,69, ,41.1, ,3.2, ,76.3, ,62.0, 
104,4/18/2022,108,0.16, ,0, ,554, ,9.8, ,64.1, ,37.2, ,51.3, ,97, ,52, ,76, ,44.1, ,3.2, ,77.5, ,62.3, 
104,4/19/2022,109,0.15, ,0.39, ,520, ,11.9, ,65.5, ,44.9, ,56.3, ,99, ,45, ,77, ,49.0, ,3.0, ,70.8, ,63.8, 
104,4/20/2022,110,0.18, ,0.06, ,633, ,10.5, ,62.4, ,41.8, ,52.9, ,96, ,50, ,77, ,45.9, ,3.6, ,86.1, ,64.0, 
104,4/21/2022,111,0.07, ,0.24, ,272, ,13.1, ,60.7, ,49.9, ,54.2, ,99, ,78, ,91, ,51.7, ,3.9, ,94.4, ,64.0, 
104,4/22/2022,112,0.11, ,0.06, ,384, ,10.5, ,63.3, ,45.7, ,52.8, ,99, ,55, ,77, ,45.9, ,2.9, ,68.5, ,62.9, 
104,4/23/2022,113,0.19, ,0, ,643, ,10.4, ,71.0, ,41.6, ,54.5, ,95, ,50, ,72, ,45.6, ,3.1, ,73.9, ,62.9, 
104,4/24/2022,114,0.19, ,0, ,638, ,10.8, ,71.0, ,42.4, ,54.6, ,97, ,44, ,74, ,46.6, ,2.9, ,69.6, ,64.5, 
104,4/25/2022,115,0.20, ,0, ,652, ,10.4, ,71.9, ,43.6, ,56.6, ,98, ,35, ,67, ,45.6, ,3.2, ,76.5, ,65.8, 
104,4/26/2022,116,0.19, ,0, ,614, ,9.4, ,70.3, ,45.6, ,55.0, ,88, ,39, ,64, ,42.9, ,3.6, ,86.9, ,66.3, 
104,4/27/2022,117,0.17, ,0, ,613, ,8.9, ,66.9, ,37.9, ,51.8, ,96, ,47, ,68, ,41.6, ,3.3, ,79.3, ,65.4, 
104,4/28/2022,118,0.19, ,0, ,635, ,8.4, ,64.8, ,43.7, ,52.6, ,84, ,43, ,62, ,40.1, ,4.0, ,95.4, ,65.4, 
104,4/29/2022,119,0.20, ,0, ,671, ,9.5, ,74.3, ,38.7, ,54.6, ,96, ,33, ,65, ,43.1, ,3.1, ,73.4, ,65.4, 
104,4/30/2022,120,0.21, ,0, ,662, ,9.9, ,75.1, ,42.9, ,55.9, ,83, ,38, ,65, ,44.2, ,4.7,R,113.4,R,66.4, 
