80,4/1/2022,91,0.18, ,0.01, ,593,R,11.3, ,76.2, ,43.9, ,60.8, ,97, ,39, ,62, ,47.7, ,3.1, ,73.6, ,57.7, 
80,4/2/2022,92,0.19, ,0.00, ,595,R,11.4, ,79.1, ,44.9, ,63.4, ,97, ,31, ,57, ,47.9, ,4.1, ,97.9, ,57.9, 
80,4/3/2022,93,0.20, ,0, ,565, ,9.1, ,80.9, ,47.6, ,64.6, ,86, ,16, ,44, ,42.0, ,5.2, ,124.9, ,58.1, 
80,4/4/2022,94,0.19, ,0, ,552, ,9.2, ,76.0, ,48.3, ,61.8, ,65, ,30, ,49, ,42.3, ,6.9, ,164.7, ,58.1, 
80,4/5/2022,95,0.21, ,0, ,612,R,10, ,75.5, ,51.5, ,62.7, ,81, ,27, ,52, ,44.6, ,7.4, ,178.2, ,58.3, 
80,4/6/2022,96,0.20, ,0, ,615,R,9.7, ,82.0, ,43.0, ,62.6, ,83, ,28, ,50, ,43.8, ,3.1, ,74.4, ,58.2, 
80,4/7/2022,97,0.22, ,0, ,619,R,11.3, ,92.6,Y,48.8, ,70.3, ,92, ,19, ,45, ,47.8, ,2.7, ,64.9, ,58.4, 
80,4/8/2022,98,0.25, ,0, ,622,R,11.0, ,93.6,Y,49.5, ,73.1,Y,90, ,19, ,40,Y,47.1,Y,4.2, ,100.8, ,58.8, 
80,4/9/2022,99,0.26, ,0, ,644,R,7.6, ,78.3, ,51.0, ,66.2, ,53, ,20, ,35, ,37.6, ,8.3, ,200.4, ,59.2, 
80,4/10/2022,100,0.21, ,0, ,615, ,5.5, ,71.6, ,42.4, ,58.2, ,53, ,21, ,33, ,29.5, ,5.2, ,125.9, ,58.8, 
80,4/11/2022,101,0.09, ,0.02, ,279, ,8.3, ,60.5, ,43.9, ,51.6, ,83, ,35, ,63, ,39.6, ,7.0, ,167.7, ,58.4, 
80,4/12/2022,102,0.22, ,0, ,678,R,5.2,Y,62.9, ,38.4, ,50.6, ,78, ,20, ,42,Y,28.1,Y,9.0, ,216.8, ,57.7, 
80,4/13/2022,103,0.20, ,0, ,664,R,6.0, ,66.2, ,39.0, ,53.2, ,79, ,23, ,43, ,31.6, ,6.1, ,145.8, ,57.4, 
80,4/14/2022,104,0.18, ,0, ,540, ,8.8, ,68.9, ,40.9, ,56.6, ,80, ,39, ,56, ,41.1, ,5.9, ,142.2, ,57.5, 
80,4/15/2022,105,0.20, ,0, ,648,R,10.4, ,75.9, ,44.6, ,61.2, ,91, ,34, ,57, ,45.7, ,4.4, ,104.6, ,57.8, 
80,4/16/2022,106,0.12, ,0.10, ,395, ,11.8, ,72.6, ,49.9, ,59.8, ,90, ,40, ,68, ,49.0, ,5.7, ,136.3, ,58.3, 
80,4/17/2022,107,0.21, ,0.01, ,671,R,10.1, ,76.5, ,44.6, ,60.7, ,96, ,29, ,56, ,44.7, ,3.4, ,81.6, ,58.3, 
80,4/18/2022,108,0.21, ,0, ,610, ,9.4, ,78.6, ,44.0, ,61.7, ,81, ,29, ,50, ,43.0, ,5.1, ,122.3, ,58.4, 
80,4/19/2022,109,0.22, ,0, ,585, ,10.3, ,73.5, ,49.4, ,62.0, ,83, ,36, ,55, ,45.4, ,7.3, ,174.5, ,58.7, 
80,4/20/2022,110,0.21, ,0, ,671,R,9.3, ,75.5, ,46.7, ,60.6, ,84, ,29, ,52, ,42.7, ,4.7, ,112.4, ,58.8, 
80,4/21/2022,111,0.09, ,0.17, ,271, ,10.9, ,67.2, ,49.2, ,55.4, ,91, ,52, ,73, ,46.9, ,6.5, ,155.1, ,58.9, 
80,4/22/2022,112,0.18, ,0.13, ,576, ,10.0, ,67.3, ,44.0, ,55.7, ,97, ,39, ,66, ,44.5, ,6.4, ,153.1, ,58.7, 
80,4/23/2022,113,0.21, ,0, ,688,R,9.6, ,73.0, ,40.3, ,59.1, ,96, ,35, ,56, ,43.6, ,4.1, ,97.7, ,58.7, 
80,4/24/2022,114,0.22, ,0, ,682,R,9.9, ,80.3, ,43.8, ,62.9, ,93, ,25, ,51, ,44.2, ,3.5, ,84.6, ,58.8, 
80,4/25/2022,115,0.25, ,0, ,676,R,9.2, ,85.5, ,44.8, ,67.4, ,91, ,18, ,40, ,42.3, ,4.1, ,99.6, ,59.0, 
80,4/26/2022,116,0.19, ,0, ,533, ,10, ,77.5, ,52.3, ,65.0, ,75, ,28, ,47, ,44.6, ,6.5, ,156.6, ,59.4, 
80,4/27/2022,117,0.24, ,0, ,675, ,7.9, ,78.7, ,45.9, ,62.7, ,78, ,17, ,41, ,38.5, ,5.3, ,128.3, ,59.5, 
80,4/28/2022,118,0.26, ,0, ,707,R,7.6, ,72.0, ,47.1, ,59.9, ,66, ,25, ,43, ,37.4, ,9.4, ,225.9, ,59.4, 
80,4/29/2022,119,0.22, ,0, ,703,R,8.5, ,77.5, ,42.1, ,60.6, ,87, ,27, ,47, ,40.4, ,3.9, ,92.5, ,59.2, 
80,4/30/2022,120,0.26, ,0, ,698,R,9.8, ,83.3, ,42.9, ,65.8, ,89, ,22, ,45, ,44.0, ,5.7, ,137.4, ,59.2, 
