107,4/1/2022,91,0.16, ,0, ,556, ,15.6, ,77.2, ,48.3, ,60.0, ,100, ,66, ,88, ,56.6, ,2.9, ,69.3, ,62.2, 
107,4/2/2022,92,0.05, ,0, ,227, ,15.6, ,71.5, ,52.5, ,59.2, ,100, ,72, ,90, ,56.4, ,2.8, ,66.0, ,62.3, 
107,4/3/2022,93,0.09, ,0, ,347, ,15.4, ,71.2, ,52.2, ,59.1, ,100, ,72, ,90, ,56.1, ,2.6, ,63.1, ,62.6, 
107,4/4/2022,94,0.14, ,0, ,484, ,15.1, ,95.7,R,50.6, ,63.6,H,100,H,49,H,75, ,55.7, ,2.5, ,59.3, ,62.8, 
107,4/5/2022,95,0.21,R,0, ,600, ,11.5, ,88.5,Y,59.2,Y,76.2,R,69,H,22,H,--,R,--,I,3.6, ,85.8, ,64.0, 
107,4/6/2022,96,0.20,R,0, ,606, ,19.2,Y,--,S,60.7,Y,74.5,R,91,H,34,H,--,R,--,I,2.6, ,61.4, ,65.6, 
107,4/7/2022,97,0.19,R,0, ,620, ,13.4, ,--,S,60.9,R,--,S,97,H,16,H,--,Q,--,Q,2.3, ,56.3, ,66.3, 
107,4/8/2022,98,0.17,R,0, ,633,R,14.9, ,--,S,--,S,--,S,82,H,16,H,--,Q,--,Q,2.7, ,64.3, ,67.1, 
107,4/9/2022,99,0.20,R,0.00,H,622, ,21.3,R,88.8,Y,61.4,R,71.6,R,98,H,65,H,--,R,--,I,3.1, ,74.7, ,67.3, 
107,4/10/2022,100,0.16, ,0.03, ,557, ,17.3,Y,84.7,Y,57.6,Y,64.7, ,100, ,60, ,83,Y,59.4,Y,3.0, ,71.8, ,66.5, 
107,4/11/2022,101,0.20,H,0.00, ,603, ,16.3, ,--,S,54.0, ,65.8,H,97,H,47,H,75, ,57.8, ,5.1, ,122.2, ,65.3, 
107,4/12/2022,102,0.21, ,0, ,653,R,6.7, ,74.3, ,48.3, ,60.4, ,71, ,12, ,37, ,34.4, ,4.1, ,99.2, ,63.8, 
107,4/13/2022,103,0.19, ,0, ,638, ,8.0, ,72.5, ,46.8, ,58.6, ,63, ,31, ,47, ,38.6, ,2.8, ,67.5, ,63.3, 
107,4/14/2022,104,0.20, ,0, ,634, ,11.8, ,73.1, ,50.1, ,61.7, ,91, ,42, ,63, ,48.8, ,3.4, ,81.3, ,63.7, 
107,4/15/2022,105,0.19, ,0, ,619, ,14.6, ,76.5, ,52.7, ,62.5, ,99, ,54, ,76, ,54.7, ,3.2, ,76.8, ,64.3, 
107,4/16/2022,106,0.15, ,0, ,500, ,15.7, ,72.1, ,54.9, ,62.2, ,99, ,69, ,82, ,56.8, ,3.8, ,91.2, ,64.4, 
107,4/17/2022,107,0.15, ,0, ,512, ,15.1, ,74.7, ,50.7, ,60.1, ,99, ,68, ,85, ,55.5, ,2.9, ,69.8, ,64.4, 
107,4/18/2022,108,0.16, ,0, ,546, ,14.5, ,76.3, ,49.6, ,62.1, ,96, ,54, ,76, ,54.5, ,2.8, ,67.8, ,64.6, 
107,4/19/2022,109,0.23, ,0, ,638, ,13.9, ,86.6,Y,57.7,Y,69.7,Y,88, ,36, ,56,Y,53.4,Y,4.7, ,112.3, ,66.2, 
107,4/20/2022,110,0.19, ,0, ,627, ,15.0, ,82.5, ,54.9, ,64.8, ,90, ,48, ,72, ,55.5, ,3.2, ,77.0, ,66.4, 
107,4/21/2022,111,0.15, ,0.07, ,539, ,15.5, ,71.0, ,50.0, ,60.9, ,100, ,66, ,85, ,56.4, ,3.0, ,71.5, ,65.6, 
107,4/22/2022,112,0.17, ,0, ,533, ,12.3, ,80.6, ,54.8, ,62.7, ,90, ,48, ,63, ,50.0, ,5.5, ,132.5, ,65.0, 
107,4/23/2022,113,0.23, ,0.03, ,669, ,12.7, ,89.4,Y,52.0, ,68.6, ,92, ,23, ,53, ,50.8, ,3.3, ,79.2, ,65.0, 
107,4/24/2022,114,0.25, ,0, ,676,R,12.1, ,--,S,57.3, ,74.3,Y,89, ,19, ,42,Y,49.5,Y,2.9, ,69.6, ,66.3, 
107,4/25/2022,115,0.24,R,0, ,679,R,16.1, ,--,S,58.8, ,75.1,Y,100, ,19, ,54,Y,57.5,Y,2.4, ,57.9, ,67.4, 
107,4/26/2022,116,0.18, ,0, ,538, ,16.7, ,92.1,Y,54.2, ,68.1, ,99, ,50, ,71, ,58.4, ,2.9, ,68.4, ,67.5, 
107,4/27/2022,117,0.19, ,0, ,643, ,16.2, ,74.9, ,55.7, ,64.1, ,98, ,57, ,79, ,57.6, ,3.3, ,80.2, ,67.2, 
107,4/28/2022,118,0.18, ,0.01, ,616, ,13.5, ,74.5, ,49.9, ,61.2, ,98, ,49, ,73, ,52.6, ,3.0, ,71.9, ,66.6, 
107,4/29/2022,119,0.20, ,0.01, ,685, ,14.9, ,81.7, ,52.3, ,64.2, ,96, ,48, ,73, ,55.3, ,2.9, ,69.6, ,66.3, 
107,4/30/2022,120,0.22, ,0.04, ,691,R,16.0, ,83.9, ,53.6, ,67.2, ,95, ,46, ,70, ,57.2, ,2.9, ,69.2, ,66.8, 
