214,4/1/2022,91,0.17, ,0, ,570, ,10.2, ,71.6, ,39.9, ,52.3, ,94, ,48, ,76, ,45.2, ,7.6, ,183.0, ,57.6, 
214,4/2/2022,92,0.16, ,0, ,514, ,11.1, ,69.9, ,45.1, ,54.3, ,97, ,51, ,77, ,47.2, ,7.7, ,183.9, ,58.5, 
214,4/3/2022,93,0.17, ,0, ,521, ,10.5, ,64.5, ,45.9, ,53.3, ,94, ,54, ,76, ,45.8, ,9.7,Y,233.3,Y,58.9, 
214,4/4/2022,94,0.19, ,0, ,551, ,10.8, ,71.0, ,47.5, ,56.8, ,91, ,43, ,69, ,46.6, ,10.2,Y,245.6,Y,59.0, 
214,4/5/2022,95,0.20, ,0, ,572, ,10.8, ,70.5, ,47.5, ,56.8, ,98, ,44, ,69, ,46.7, ,8.8, ,211.7, ,60.2, 
214,4/6/2022,96,0.22,R,0, ,599, ,9.0, ,89.2,Y,43.1, ,62.7, ,84, ,16, ,46, ,41.7, ,4.5, ,107.4, ,60.5, 
214,4/7/2022,97,0.21,R,0, ,594, ,9.0, ,--,S,56.8,Y,--,S,59,H,33,H,--,Q,--,Q,9.2, ,221.1, ,62.5,Y
214,4/8/2022,98,0.24,R,0, ,589, ,10.5, ,79.8, ,50.4, ,62.3, ,72, ,33, ,55, ,45.8, ,10.2,Y,245.1,Y,63.0,Y
214,4/9/2022,99,0.22, ,0, ,601, ,9.3, ,71.4, ,44.4, ,55.2, ,85, ,42, ,62, ,42.6, ,11.6,Y,279.0,Y,61.4, 
214,4/10/2022,100,0.22, ,0, ,576, ,7.9, ,70.4, ,40.5, ,52.8, ,90, ,23, ,58, ,38.6, ,10.0,Y,240.1,Y,59.5, 
214,4/11/2022,101,0.14, ,0.02, ,417, ,8.8, ,58.6, ,38.0,Y,49.3,Y,90, ,44, ,74,Y,41.2,Y,10.9,Y,260.8,Y,58.0, 
214,4/12/2022,102,0.19, ,0, ,619, ,6.8, ,60.2, ,34.4,R,47.1,Y,88, ,35, ,61,Y,34.6,Y,7.7, ,185.0, ,56.5, 
214,4/13/2022,103,0.18, ,0, ,595, ,7.6, ,62.3, ,35.9,Y,49.4,Y,89, ,39, ,63,Y,37.5,Y,6.6, ,159.1, ,57.1, 
214,4/14/2022,104,0.14, ,0, ,411, ,10.2, ,66.0, ,42.8, ,54.9, ,85, ,51, ,69, ,45.1, ,6.7, ,161.3, ,58.3, 
214,4/15/2022,105,0.19, ,0, ,593, ,11.4, ,72.6, ,50.2, ,57.0, ,95, ,45, ,72, ,48.1, ,7.7, ,185.4, ,60.7, 
214,4/16/2022,106,0.17, ,0.20, ,517, ,11.4, ,67.0, ,45.6, ,54.5, ,91, ,62, ,78, ,47.9, ,8.4, ,201.1, ,60.8, 
214,4/17/2022,107,0.18, ,0, ,571, ,9.7, ,67.0, ,43.0, ,51.3, ,93, ,53, ,75, ,43.6, ,8.3, ,199.7, ,60.2, 
214,4/18/2022,108,0.19, ,0, ,523, ,9.3, ,70.3, ,37.7,Y,54.8, ,89, ,38, ,63, ,42.6, ,7.5, ,178.9, ,59.5, 
214,4/19/2022,109,0.17, ,0.02, ,506, ,11.4, ,68.8, ,49.4, ,57.9, ,88, ,41, ,70, ,48.1, ,7.3, ,175.3, ,61.1, 
214,4/20/2022,110,0.23, ,0, ,640, ,9.6, ,69.7, ,43.9, ,57.8, ,89, ,35, ,59, ,43.4, ,7.7, ,184.9, ,61.2, 
214,4/21/2022,111,0.06, ,0.17, ,210, ,11.4, ,64.0, ,49.2, ,55.7, ,92, ,50, ,75, ,47.9, ,5.7, ,137.6, ,60.6, 
214,4/22/2022,112,0.16, ,0.25, ,536, ,10.7, ,62.3, ,46.0, ,53.2, ,93, ,59, ,78, ,46.3, ,6.4, ,153.7, ,59.6, 
214,4/23/2022,113,0.20, ,0, ,646, ,10.6, ,68.7, ,42.5, ,55.1, ,93, ,52, ,72, ,46.2, ,7.1, ,171.5, ,60.5, 
214,4/24/2022,114,0.20, ,0, ,604, ,11.5, ,70.9, ,47.2, ,56.0, ,95, ,48, ,75, ,48.3, ,7.8, ,186.1, ,61.6, 
214,4/25/2022,115,0.21, ,0, ,602, ,10.9, ,71.5, ,44.2, ,56.2, ,95, ,48, ,71, ,46.9, ,7.9, ,189.2, ,61.8, 
214,4/26/2022,116,0.21, ,0, ,596, ,10.3, ,65.2, ,49.2, ,54.7, ,91, ,51, ,71, ,45.4, ,11.8,Y,284.2,Y,61.8, 
214,4/27/2022,117,0.22, ,0, ,657, ,9.3, ,63.8, ,46.9, ,53.6, ,81, ,50, ,66, ,42.7, ,12.9,R,309.5,R,61.4, 
214,4/28/2022,118,0.17, ,0, ,525, ,9.3, ,62.9, ,43.9, ,52.3, ,89, ,49, ,69, ,42.5, ,9.7, ,232.4, ,60.5, 
214,4/29/2022,119,0.23, ,0, ,669, ,9.4, ,71.4, ,39.8,Y,55.3, ,91, ,41, ,63, ,42.9, ,8.4, ,201.0, ,61.1, 
214,4/30/2022,120,0.22, ,0, ,652, ,10.9, ,70.2, ,43.1,Y,55.8, ,94, ,50, ,72, ,46.9, ,9.8, ,235.9, ,62.2, 
