189,4/1/2022,91,--,N,0, ,597, ,4.5, ,77.9, ,43.4, ,61.2, ,45, ,13, ,25, ,24.7, ,7.5, ,179.5, ,52.0, 
189,4/2/2022,92,--,N,0, ,582, ,5.7, ,81.3, ,41.3, ,61.4, ,63, ,14, ,31, ,30.2, ,5.6, ,134.5, ,52.6, 
189,4/3/2022,93,--,N,0, ,309, ,5.0, ,72.1, ,37.3, ,60.7, ,62, ,15, ,27, ,26.9, ,8.8, ,211.5, ,53.3, 
189,4/4/2022,94,--,N,0, ,592, ,4.3, ,81.8, ,28.1, ,56.6, ,72, ,8, ,27, ,23.3, ,4.4, ,106.0, ,52.9, 
189,4/5/2022,95,--,N,0, ,611, ,4.9, ,85.3, ,36.1, ,64.4, ,58, ,11, ,24, ,26.8, ,4.5, ,107.4, ,53.0, 
189,4/6/2022,96,--,N,0, ,624, ,4.0, ,81.4, ,41.3, ,61.6, ,44, ,8, ,21, ,21.8, ,5.1, ,122.7, ,53.7, 
189,4/7/2022,97,--,N,0, ,625, ,3.8, ,85.1, ,33.1, ,59.8, ,59, ,5, ,21, ,20.3, ,4.2, ,99.8, ,53.8, 
189,4/8/2022,98,--,N,0, ,623, ,3.9, ,89.0, ,31.9, ,65.2, ,56, ,5, ,18, ,20.9, ,6.2, ,149.4, ,53.8, 
189,4/9/2022,99,--,N,0, ,647,R,4.1, ,87.2, ,36.5, ,66.2, ,66, ,5, ,19, ,22.4, ,7.9, ,190.7, ,54.5, 
189,4/10/2022,100,--,N,0, ,621, ,2.7, ,74.0, ,35.8, ,58.3, ,38, ,9, ,16, ,12.6, ,10.5, ,251.7, ,54.9, 
189,4/11/2022,101,--,N,0, ,406, ,3.5, ,78.2, ,29.0, ,53.4, ,56, ,10, ,25, ,18.9, ,12.4, ,298.8, ,54.4, 
189,4/12/2022,102,--,N,0, ,613, ,1.7, ,58.0, ,34.0, ,45.7, ,28, ,7, ,16, ,1.9, ,9.2, ,221.4, ,53.4, 
189,4/13/2022,103,--,N,0, ,621, ,2.2, ,65.3, ,21.5,Y,46.3, ,50, ,7, ,20, ,7.9, ,5.7, ,135.8, ,52.5, 
189,4/14/2022,104,--,N,0, ,620, ,3.6, ,74.5, ,25.2, ,53.8, ,58, ,12, ,26, ,19.4, ,6.1, ,147.6, ,52.1, 
189,4/15/2022,105,--,N,0, ,627, ,4.6, ,76.8, ,25.4, ,58.2, ,65, ,15, ,28, ,25.2, ,6.3, ,150.5, ,52.7, 
189,4/16/2022,106,--,N,0, ,612, ,3.8, ,77.1, ,38.9, ,63.6, ,40, ,7, ,19, ,20.5, ,10.0, ,241.0, ,53.7, 
189,4/17/2022,107,--,N,0, ,645, ,3.7, ,80.7, ,29.9, ,59.2, ,58, ,10, ,21, ,19.6, ,7.4, ,176.9, ,53.9, 
189,4/18/2022,108,--,N,0, ,688,R,3.0, ,90.4, ,32.2, ,65.5, ,52, ,5, ,14, ,15.3, ,8.4, ,202.4, ,54.3, 
189,4/19/2022,109,--,N,0, ,536, ,2.8, ,84.0, ,54.6,Y,71.4, ,36, ,4, ,11, ,13.8, ,14.0, ,336.1, ,55.5, 
189,4/20/2022,110,--,N,0, ,645, ,3.7, ,84.6, ,34.0, ,63.4, ,55, ,4, ,19, ,20.2, ,8.7, ,208.5, ,56.0, 
189,4/21/2022,111,--,N,0, ,623, ,3.4, ,76.2, ,51.1, ,62.8, ,39, ,8, ,18, ,18.2, ,20.1, ,482.7, ,56.2, 
189,4/22/2022,112,--,N,0, ,669, ,4.0, ,67.8, ,44.5, ,56.4, ,56, ,10, ,26, ,22.0, ,9.4, ,224.8, ,56.0, 
189,4/23/2022,113,--,N,0, ,649, ,3.7, ,69.1, ,42.0, ,56.4, ,46, ,12, ,24, ,20.1, ,8.9, ,213.4, ,55.6, 
189,4/24/2022,114,--,N,0, ,661, ,3.3, ,73.3, ,41.7, ,58.0, ,39, ,8, ,20, ,17.0, ,7.8, ,187.6, ,55.5, 
189,4/25/2022,115,--,N,0.01, ,645, ,3.3, ,79.1, ,30.1, ,60.6, ,59, ,6, ,18, ,17.2, ,9.2, ,220.0, ,55.5, 
189,4/26/2022,116,--,N,0, ,627, ,4.2, ,86.4, ,52.0, ,70.5, ,35, ,10, ,16, ,22.8, ,10.7, ,255.7, ,56.3, 
189,4/27/2022,117,--,N,0, ,639, ,4.1, ,85.4, ,37.3, ,65.7, ,59, ,6, ,19, ,22.4, ,6.8, ,162.4, ,57.1, 
189,4/28/2022,118,--,N,0, ,685, ,2.6, ,80.7, ,43.8, ,65.0, ,34, ,4, ,13, ,12.2, ,8.1, ,195.4, ,57.4, 
189,4/29/2022,119,--,N,0, ,687, ,2.8, ,79.7, ,43.4, ,61.0, ,30, ,3, ,15, ,13.7, ,7.8, ,186.1, ,57.5, 
189,4/30/2022,120,--,N,0, ,678, ,3.4, ,85.8, ,32.5, ,63.4, ,57, ,4, ,17, ,18.3, ,7.8, ,186.4, ,57.4, 
