200,4/1/2022,91,0.25, ,0, ,596, ,11.0, ,88.5, ,62.9, ,75.2, ,59, ,16, ,37, ,47.1, ,5.7, ,135.8, ,67.5, 
200,4/2/2022,92,0.23, ,0, ,588, ,13.3,Y,89.4, ,56.9, ,75.1, ,76, ,26, ,45,Y,52.2,Y,4.5, ,107.6, ,67.6, 
200,4/3/2022,93,0.24, ,0, ,541, ,12.3, ,86.7, ,65.1, ,74.0, ,60, ,29, ,43, ,50.1, ,7.0, ,168.2, ,67.8, 
200,4/4/2022,94,0.25, ,0, ,583, ,11.8, ,88.7, ,65.2, ,77.3, ,55, ,21, ,37, ,49.0, ,5.6, ,135.2, ,67.9, 
200,4/5/2022,95,0.24, ,0, ,603, ,13.0, ,92.4, ,63.8, ,79.2, ,67, ,14, ,38, ,51.6, ,3.8, ,90.8, ,68.9, 
200,4/6/2022,96,0.24, ,0.03, ,622,R,10.3, ,101.0,Y,65.0, ,82.7, ,83, ,5, ,27, ,45.2, ,3.2, ,77.0, ,69.9, 
200,4/7/2022,97,0.28, ,0, ,643,R,4.1, ,96.9, ,63.9, ,81.5, ,27, ,4, ,11, ,22.6, ,4.8, ,114.8, ,69.1, 
200,4/8/2022,98,0.27, ,0, ,649,R,6.2, ,101.3,Y,64.3, ,82.5, ,52, ,5, ,16, ,32.4, ,4.1, ,98.4, ,69.3, 
200,4/9/2022,99,0.29, ,0, ,580, ,7.7, ,97.6, ,59.9, ,81.2, ,45, ,8, ,21, ,37.8, ,5.9, ,141.5, ,69.6, 
200,4/10/2022,100,0.30, ,0, ,622, ,10.8, ,95.6, ,70.6, ,80.4, ,48, ,13, ,31, ,46.7, ,8.4, ,202.2, ,69.9, 
200,4/11/2022,101,0.30, ,0, ,602, ,10.8, ,88.1, ,64.4, ,72.9, ,51, ,28, ,39, ,46.5, ,10.3, ,246.7, ,68.4, 
200,4/12/2022,102,0.26, ,0, ,658,R,4.7, ,81.0, ,56.9, ,67.5, ,49, ,8, ,20, ,25.5, ,6.7, ,160.2, ,66.5, 
200,4/13/2022,103,0.25, ,0, ,656,R,4.6, ,82.8, ,45.1, ,65.7, ,46, ,11, ,21, ,25.1, ,4.6, ,111.0, ,65.2, 
200,4/14/2022,104,0.26, ,0, ,653,R,5.4, ,86.1, ,57.3, ,71.9, ,36, ,10, ,20, ,28.8, ,5.4, ,129.3, ,65.8, 
200,4/15/2022,105,0.29, ,0, ,653,R,7.7, ,89.7, ,64.0, ,75.8, ,44, ,13, ,25, ,37.8, ,6.6, ,159.1, ,66.8, 
200,4/16/2022,106,0.32, ,0, ,650, ,9.1, ,87.1, ,66.4, ,76.0, ,49, ,12, ,30, ,42.0, ,8.9, ,214.1, ,67.5, 
200,4/17/2022,107,0.27, ,0, ,668,R,9.2, ,99.4, ,64.1, ,76.4, ,60, ,7, ,30, ,42.3, ,5.9, ,141.8, ,68.1, 
200,4/18/2022,108,0.32, ,0.02, ,649, ,7.0, ,98.5, ,65.1, ,84.3, ,50, ,6, ,17, ,35.4, ,6.0, ,143.9, ,69.4, 
200,4/19/2022,109,0.33, ,0, ,668,R,6.9, ,93.5, ,67.1, ,82.0, ,40, ,8, ,18, ,35.0, ,6.6, ,159.1, ,69.8, 
200,4/20/2022,110,0.30, ,0, ,654, ,10.0, ,89.9, ,65.1, ,75.0, ,48, ,22, ,34, ,44.7, ,8.1, ,194.0, ,69.3, 
200,4/21/2022,111,0.30, ,0, ,670,R,7.9, ,93.3, ,61.1, ,75.5, ,49, ,16, ,26, ,38.6, ,6.7, ,161.7, ,68.3, 
200,4/22/2022,112,0.28, ,0.02, ,680,R,8.4, ,84.9, ,59.2, ,68.4, ,56, ,22, ,35, ,40.0, ,7.8, ,188.0, ,67.3, 
200,4/23/2022,113,0.29, ,0, ,690,R,6.8, ,92.4, ,58.5, ,74.7, ,51, ,10, ,23, ,34.7, ,5.8, ,138.8, ,66.3, 
200,4/24/2022,114,0.28, ,0, ,689,R,5.4, ,94.3, ,57.9, ,74.9, ,40, ,8, ,18, ,29.1, ,4.3, ,102.8, ,66.6, 
200,4/25/2022,115,0.29, ,0, ,702,R,5.6, ,97.6, ,56.9, ,76.4, ,55, ,5, ,18, ,29.8, ,4.6, ,110.5, ,67.0, 
200,4/26/2022,116,0.31, ,0, ,685,R,5.9, ,99.5, ,59.5, ,80.9, ,44, ,8, ,16, ,31.2, ,4.7, ,114.0, ,68.4, 
200,4/27/2022,117,0.33, ,0, ,700,R,7.8, ,94.0, ,69.4, ,81.8, ,43, ,11, ,21, ,38.1, ,7.0, ,167.8, ,68.7, 
200,4/28/2022,118,0.34, ,0, ,693,R,10.1, ,91.5, ,67.5, ,76.6, ,47, ,17, ,32, ,44.8, ,9.9, ,238.5, ,68.8, 
200,4/29/2022,119,0.30, ,0, ,711,R,9.8, ,96.6, ,66.5, ,79.5, ,62, ,9, ,28, ,44.0, ,5.8, ,140.0, ,68.9, 
200,4/30/2022,120,0.32, ,0, ,703,R,8.7, ,111.8,Y,60.8, ,84.8, ,56, ,6, ,21, ,40.9, ,5.6, ,133.4, ,70.3, 
