221,4/1/2022,91,0.23, ,0, ,594, ,6.5, ,86.7, ,53.7, ,71.5, ,42, ,16, ,25, ,33.7, ,3.8, ,90.7, ,69.4, 
221,4/2/2022,92,0.27, ,0, ,595, ,6.7, ,86.8, ,57.1, ,74.7, ,34, ,12, ,23, ,34.4, ,6.0, ,143.6, ,69.3, 
221,4/3/2022,93,0.22, ,0, ,508, ,7.6, ,85.1, ,60.2, ,73.3, ,33, ,21, ,27, ,37.3, ,4.2, ,100.2, ,69.8, 
221,4/4/2022,94,0.30, ,0, ,601, ,5.4, ,93.0, ,59.1, ,78.2, ,34, ,8, ,16, ,29.1, ,6.7, ,161.1, ,71.8,Y
221,4/5/2022,95,0.27, ,0, ,608, ,6.7, ,95.9, ,60.4, ,81.1, ,31, ,9, ,18, ,34.2, ,4.4, ,104.6, ,72.1,Y
221,4/6/2022,96,0.49, ,0, ,635,R,3.5, ,98.6, ,69.6,Y,81.4, ,30, ,5, ,10, ,18.6, ,16.7,R,400.7,R,71.8,Y
221,4/7/2022,97,0.39, ,0, ,647,R,2.3, ,97.2, ,59.5, ,82.3, ,11, ,4, ,6, ,9.4, ,10.7, ,256.4, ,71.2, 
221,4/8/2022,98,0.30, ,0, ,652,R,3.4, ,98.3, ,69.0,Y,83.7, ,13, ,5, ,9, ,18.1, ,5.9, ,141.1, ,71.3, 
221,4/9/2022,99,0.36, ,0, ,627,R,4.2, ,100.5, ,61.0, ,84.1, ,15, ,5, ,10, ,22.7, ,8.1, ,193.6, ,71.2, 
221,4/10/2022,100,0.32, ,0, ,636,R,5.0, ,90.8, ,68.3,Y,80.3, ,25, ,8, ,14, ,26.9, ,7.7, ,185.7, ,71.5, 
221,4/11/2022,101,0.37, ,0, ,631, ,6.4, ,95.3, ,54.0, ,74.1, ,37, ,11, ,22, ,33.1, ,12.1, ,289.3, ,70.7, 
221,4/12/2022,102,0.33, ,0, ,683,R,3.0, ,73.4, ,51.5, ,62.8, ,39, ,7, ,15, ,14.9, ,13.4,Y,322.2,Y,69.5, 
221,4/13/2022,103,0.22, ,0, ,678,R,2.5, ,83.2, ,46.4, ,62.9, ,18, ,8, ,13, ,10.6, ,3.9, ,93.5, ,67.7, 
221,4/14/2022,104,0.26, ,0, ,669,R,3.8, ,92.8, ,46.8, ,70.3, ,25, ,11, ,15, ,20.7, ,5.3, ,128.2, ,67.3, 
221,4/15/2022,105,0.26, ,0, ,658,R,7.0, ,93.2, ,57.6, ,74.1, ,35, ,16, ,24, ,35.4, ,4.5, ,107.9, ,68.3, 
221,4/16/2022,106,0.33, ,0, ,665,R,7.3, ,92.2, ,60.3, ,76.0, ,38, ,11, ,24, ,36.5, ,8.3, ,200.3, ,70.3, 
221,4/17/2022,107,0.25, ,0, ,641, ,6.8, ,95.8, ,54.3, ,75.6, ,46, ,10, ,22, ,34.5, ,3.8, ,90.6, ,73.9, 
221,4/18/2022,108,0.30, ,0, ,640, ,4.7, ,96.1, ,61.6, ,82.1, ,25, ,6, ,13, ,25.6, ,4.9, ,117.0, ,75.2,Y
221,4/19/2022,109,0.33, ,0, ,622, ,7.1, ,96.5, ,68.9, ,82.1, ,34, ,7, ,19, ,35.9, ,7.5, ,180.1, ,75.3,Y
221,4/20/2022,110,0.33, ,0, ,665,R,9.3, ,91.2, ,64.5, ,79.8, ,43, ,16, ,27, ,42.7, ,8.9, ,212.8, ,75.0,Y
221,4/21/2022,111,0.31, ,0, ,672,R,7.5, ,95.7, ,62.7, ,77.2, ,39, ,14, ,23, ,37.1, ,7.5, ,179.9, ,74.4, 
221,4/22/2022,112,0.35, ,0, ,667,R,6.4, ,79.4, ,59.5, ,69.5, ,48, ,15, ,26, ,33.0, ,12.9, ,310.5, ,73.5, 
221,4/23/2022,113,0.30, ,0, ,681,R,5.2, ,87.5, ,51.5, ,71.3, ,39, ,12, ,20, ,28.1, ,6.8, ,163.4, ,72.1, 
221,4/24/2022,114,0.34, ,0, ,683,R,3.8, ,92.2, ,56.8, ,76.6, ,21, ,7, ,12, ,20.8, ,8.7, ,208.2, ,72.1, 
221,4/25/2022,115,0.30, ,0, ,699,R,3.4, ,94.0, ,60.8, ,78.3, ,16, ,6, ,10, ,18.1, ,5.5, ,131.9, ,73.8, 
221,4/26/2022,116,0.28, ,0, ,547, ,3.7, ,95.1, ,63.6, ,82.1, ,18, ,5, ,10, ,19.8, ,5.0, ,119.0, ,73.8, 
221,4/27/2022,117,0.32, ,0, ,686,R,7.2, ,101.6, ,61.7, ,82.7, ,34, ,10, ,19, ,36.1, ,6.0, ,145.2, ,73.9, 
221,4/28/2022,118,0.37, ,0, ,702,R,5.8, ,93.0, ,63.1, ,78.7, ,32, ,9, ,17, ,30.7, ,9.7, ,234.0, ,74.0, 
221,4/29/2022,119,0.29, ,0, ,710,R,4.6, ,96.5, ,54.6, ,76.9, ,24, ,8, ,14, ,24.9, ,4.8, ,114.4, ,73.4, 
221,4/30/2022,120,0.31, ,0, ,705,R,4.3, ,95.7, ,63.6, ,82.4, ,19, ,6, ,11, ,23.4, ,4.8, ,116.0, ,73.1, 
