64,4/1/2022,91,0.16, ,0.01, ,584, ,13.1, ,73.6, ,50.2, ,57.7, ,100, ,54, ,81, ,51.8, ,3.3, ,79.9, ,62.0, 
64,4/2/2022,92,0.14, ,0, ,485, ,14.0, ,70.6, ,48.3, ,57.1, ,100, ,65, ,88, ,53.5, ,3.7, ,89.9, ,62.6, 
64,4/3/2022,93,0.13, ,0, ,487, ,13.6, ,69.6, ,50.3, ,57.1, ,97, ,63, ,85, ,52.7, ,4.0, ,95.3, ,63.2, 
64,4/4/2022,94,0.19, ,0, ,611,R,11.5, ,76.3, ,43.6, ,58.9, ,100, ,40, ,67, ,48.1, ,4.4, ,104.6, ,63.5, 
64,4/5/2022,95,0.25,R,0, ,613, ,10.3, ,85.9, ,51.6, ,68.4,Y,85, ,21, ,43,Y,45.2,Y,5.9, ,142.5, ,63.9, 
64,4/6/2022,96,0.21,R,0.08,H,618,R,12.3, ,93.3,Y,44.7, ,67.6,Y,96, ,24, ,53,Y,50.0,Y,2.7, ,63.6, ,64.3, 
64,4/7/2022,97,0.23,R,0, ,626,R,11.1, ,95.5,Y,47.0, ,70.0,R,100,H,10,H,--,R,--,I,2.8, ,67.4, ,65.0, 
64,4/8/2022,98,0.24,R,0, ,636,R,11.8, ,97.4,Y,44.6, ,67.3,Y,99, ,16, ,52,Y,49.0,Y,3.7, ,88.4, ,65.8, 
64,4/9/2022,99,0.17, ,0, ,579, ,12.1, ,74.9, ,43.6, ,56.9, ,100, ,47, ,76, ,49.5, ,3.8, ,91.5, ,66.4, 
64,4/10/2022,100,0.20, ,0, ,623, ,9.2, ,77.6, ,37.5, ,53.7, ,100, ,28, ,65, ,42.4, ,4.4, ,106.6, ,66.3, 
64,4/11/2022,101,0.15, ,0.00, ,515, ,9.8, ,66.6, ,38.8, ,50.7, ,100, ,44, ,77, ,43.9, ,5.4, ,129.3, ,65.9, 
64,4/12/2022,102,0.23, ,0, ,669,R,5.7,Y,68.5, ,38.9, ,51.9, ,89, ,14, ,43,Y,30.2,Y,7.0, ,169.1, ,65.0, 
64,4/13/2022,103,0.20, ,0, ,657,R,7.4, ,69.2, ,34.8, ,51.3, ,94, ,25, ,57, ,36.6, ,4.7, ,113.9, ,64.4, 
64,4/14/2022,104,0.19, ,0, ,653,R,9.3, ,70.4, ,33.9, ,52.5, ,100, ,35, ,69, ,42.7, ,4.4, ,104.6, ,64.3, 
64,4/15/2022,105,0.19, ,0, ,636, ,12.0, ,72.1, ,42.1, ,56.5, ,100, ,48, ,77, ,49.3, ,4.3, ,102.4, ,64.5, 
64,4/16/2022,106,0.12, ,0.00, ,431, ,12.9, ,70.2, ,49.7, ,57.3, ,98, ,50, ,80, ,51.3, ,3.8, ,92.0, ,65.1, 
64,4/17/2022,107,0.18, ,0.00, ,622, ,12.3, ,72.2, ,45.0, ,57.1, ,100, ,50, ,77, ,50.0, ,4.2, ,100.0, ,65.3, 
64,4/18/2022,108,0.16, ,0, ,516, ,10.5, ,71.3, ,44.9, ,56.7, ,100, ,41, ,67, ,45.9, ,3.8, ,92.0, ,65.7, 
64,4/19/2022,109,0.23, ,0, ,656, ,12.1, ,75.8, ,50.3, ,60.8, ,99, ,40, ,66, ,49.6, ,5.8, ,139.8, ,66.0, 
64,4/20/2022,110,0.20, ,0, ,666,R,10.4, ,72.3, ,43.9, ,56.2, ,100, ,37, ,67, ,45.6, ,3.9, ,94.8, ,66.5, 
64,4/21/2022,111,0.12, ,0.27, ,407, ,11.4, ,70.1, ,39.1, ,54.7, ,100, ,55, ,78, ,47.9, ,3.2, ,76.6, ,66.7, 
64,4/22/2022,112,0.16, ,0.00, ,527, ,11.4, ,64.1, ,46.0, ,54.6, ,100, ,56, ,78, ,48.0, ,4.8, ,114.3, ,66.2, 
64,4/23/2022,113,0.21, ,0, ,682,R,10.3, ,77.4, ,39.7, ,57.1, ,100, ,28, ,65, ,45.4, ,3.8, ,92.0, ,65.6, 
64,4/24/2022,114,0.23, ,0, ,681,R,10.1, ,85.1, ,38.6, ,59.5, ,100, ,15, ,58, ,44.9, ,3.5, ,84.3, ,65.6, 
64,4/25/2022,115,0.24, ,0, ,683,R,10.1, ,88.7, ,39.8, ,62.1, ,100, ,13, ,53, ,44.9, ,3.6, ,86.8, ,66.1, 
64,4/26/2022,116,0.16, ,0, ,500, ,11.9, ,74.3, ,48.3, ,56.5, ,100, ,46, ,76, ,49.2, ,4.2, ,101.0, ,66.9, 
64,4/27/2022,117,0.20, ,0, ,652, ,11.0, ,71.7, ,46.5, ,55.8, ,97, ,46, ,73, ,47.1, ,4.2, ,100.9, ,67.0, 
64,4/28/2022,118,0.20, ,0, ,662, ,10.0, ,69.9, ,43.5, ,55.1, ,96, ,37, ,67, ,44.4, ,4.5, ,108.1, ,67.2, 
64,4/29/2022,119,0.23, ,0, ,701,R,9.9, ,81.6, ,37.2, ,57.0, ,100, ,27, ,62, ,44.2, ,3.7, ,88.3, ,67.3, 
64,4/30/2022,120,0.23, ,0, ,703,R,11.3, ,83.6, ,37.2, ,58.6, ,100, ,30, ,67, ,47.7, ,4.4, ,106.0, ,67.4, 
