12,4/1/2022,91,0.16, ,0, ,519, ,8.2, ,79.6, ,42.6, ,59.8, ,74, ,23, ,47, ,39.3, ,2.5, ,60.3, ,59.4, 
12,4/2/2022,92,0.21, ,0, ,517, ,7.2, ,78.8, ,41.8, ,61.7, ,96, ,16, ,38, ,35.9, ,4.7, ,113.0, ,59.9, 
12,4/3/2022,93,0.18, ,0, ,468, ,5.3, ,81.4, ,44.3, ,64.3, ,49, ,12, ,26, ,28.6, ,3.7, ,87.9, ,59.8, 
12,4/4/2022,94,0.17, ,0, ,482, ,9.3, ,72.9, ,48.3, ,61.2, ,82, ,34, ,51, ,42.7, ,3.9, ,92.6, ,60.4, 
12,4/5/2022,95,0.22, ,0, ,581, ,5.7, ,72.1, ,44.3, ,60.0, ,88, ,18, ,32, ,30.2, ,7.2, ,173.6, ,60.5, 
12,4/6/2022,96,0.23, ,0, ,577, ,6.2, ,86.1, ,48.6, ,67.0, ,62, ,14, ,27, ,32.2, ,5.4, ,130.8, ,60.7, 
12,4/7/2022,97,0.19, ,0, ,560, ,11.0, ,90.2,Y,44.3, ,66.4, ,91, ,22, ,50, ,47.1, ,2.3, ,55.7, ,61.6, 
12,4/8/2022,98,0.22, ,0, ,546, ,9.9, ,86.8, ,48.1, ,69.3, ,97, ,14, ,40, ,44.2, ,4.4, ,104.7, ,62.7, 
12,4/9/2022,99,0.30, ,0, ,608,R,3.9,Y,72.6, ,55.1, ,63.6, ,32, ,9, ,19,Y,20.9,Y,12.5,R,300.0,R,63.0, 
12,4/10/2022,100,0.24, ,0, ,570, ,5.0, ,71.9, ,50.5, ,59.6, ,65, ,20, ,29, ,27.0, ,8.5, ,204.7, ,62.0, 
12,4/11/2022,101,0.18, ,0, ,490, ,6.1, ,62.6, ,42.1, ,53.0, ,71, ,21, ,44, ,31.8, ,7.4, ,176.6, ,61.7, 
12,4/12/2022,102,0.14, ,0, ,518, ,5.2, ,62.8, ,29.2,Y,47.7, ,98, ,23, ,46, ,27.9, ,3.2, ,76.2, ,59.9, 
12,4/13/2022,103,0.15, ,0.02, ,457, ,6.9, ,64.2, ,33.8, ,50.3, ,90, ,34, ,55, ,34.9, ,5.3, ,127.2, ,59.2, 
12,4/14/2022,104,0.03, ,0.04, ,156, ,11.5, ,57.1, ,47.2, ,52.2, ,94, ,68, ,86, ,48.2, ,7.1, ,169.8, ,59.0, 
12,4/15/2022,105,0.11, ,0.02, ,393, ,10.8, ,66.0, ,49.5, ,56.2, ,97, ,36, ,70, ,46.6, ,3.5, ,83.2, ,59.2, 
12,4/16/2022,106,0.07, ,0.37, ,258, ,12.2, ,69.8, ,50.2, ,57.2, ,97, ,28, ,76, ,49.8, ,5.2, ,124.9, ,60.0, 
12,4/17/2022,107,0.19, ,0, ,602, ,7.4, ,73.4, ,40.4, ,56.3, ,98, ,18, ,48, ,36.9, ,3.1, ,75.3, ,60.0, 
12,4/18/2022,108,0.15, ,0, ,417, ,9.2, ,68.6, ,42.6, ,56.7, ,90, ,44, ,59, ,42.4, ,6.0, ,144.8, ,60.1, 
12,4/19/2022,109,0.13, ,0, ,388, ,9.5, ,68.3, ,43.3, ,56.6, ,96, ,32, ,61, ,43.2, ,4.3, ,103.0, ,60.8, 
12,4/20/2022,110,0.06, ,0.04, ,222, ,10.8, ,62.7, ,45.3, ,55.0, ,93, ,53, ,73, ,46.6, ,5.6, ,135.1, ,59.8, 
12,4/21/2022,111,0.11, ,0.16, ,399, ,10.6, ,65.8, ,44.6, ,53.5, ,96, ,41, ,76, ,46.2, ,3.9, ,92.7, ,60.0, 
12,4/22/2022,112,0.14, ,0, ,514, ,9.8, ,68.0, ,42.1, ,53.5, ,99, ,36, ,70, ,44.1, ,2.2, ,53.4, ,60.0, 
12,4/23/2022,113,0.20, ,0.00, ,592, ,9.2, ,75.3, ,39.5, ,57.1, ,99, ,25, ,58, ,42.4, ,3.8, ,90.9, ,60.3, 
12,4/24/2022,114,0.19, ,0, ,578, ,9.2, ,81.8, ,42.6, ,61.0, ,98, ,21, ,50, ,42.3, ,2.7, ,64.2, ,61.2, 
12,4/25/2022,115,0.21, ,0, ,591, ,9.4, ,81.3, ,47.3, ,65.5, ,89, ,21, ,44, ,43.0, ,3.1, ,73.9, ,62.5, 
12,4/26/2022,116,0.20, ,0, ,590, ,11.0, ,79.4, ,53.3, ,64.5, ,85, ,31, ,53, ,47.2, ,2.9, ,68.6, ,64.4, 
12,4/27/2022,117,0.20, ,0, ,591, ,10.2, ,75.9, ,46.6, ,62.5, ,94, ,33, ,53, ,45.0, ,3.6, ,85.2, ,64.6, 
12,4/28/2022,118,0.19, ,0, ,631, ,8.9, ,71.6, ,48.7, ,58.2, ,80, ,33, ,54, ,41.5, ,4.1, ,98.9, ,64.8, 
12,4/29/2022,119,0.20, ,0, ,642, ,8.6, ,78.1, ,39.8, ,57.8, ,93, ,17, ,53, ,40.6, ,3.2, ,77.6, ,64.6, 
12,4/30/2022,120,0.20, ,0, ,591, ,11.2, ,79.8, ,44.0, ,62.8, ,97, ,34, ,58, ,47.6, ,2.5, ,59.9, ,65.2, 
