136,4/1/2022,91,0.23, ,0, ,564, ,14.0, ,111.6,R,55.9, ,73.7, ,93, ,19, ,49, ,53.5, ,5.2, ,123.9, ,66.4, 
136,4/2/2022,92,0.21,R,0, ,555, ,17.6,Y,92.2, ,62.5, ,74.7, ,100, ,29, ,60,Y,59.9,Y,4.4, ,104.7, ,67.0, 
136,4/3/2022,93,0.21, ,0, ,523, ,19.9,R,--,S,62.8, ,77.9, ,100, ,31, ,--,R,--,I,4.7, ,112.0, ,68.2, 
136,4/4/2022,94,0.22, ,0, ,561, ,21.9,R,112.6,R,58.7, ,79.5, ,100, ,35, ,--,R,--,I,4.3, ,104.2, ,69.5, 
136,4/5/2022,95,0.23,R,0, ,571, ,21.3,R,--,S,65.3, ,81.9,H,100,H,21,H,--,R,--,I,4.5, ,106.9, ,70.8, 
136,4/6/2022,96,0.25,R,0, ,586, ,12.9, ,--,S,60.5, ,83.2,Y,78, ,10, ,33,Y,51.3,Y,4.0, ,96.8, ,72.1, 
136,4/7/2022,97,0.30, ,0, ,605, ,6.9, ,--,S,60.9, ,83.5,Y,32, ,9, ,18,Y,35.2,Y,5.7, ,136.1, ,73.2,Y
136,4/8/2022,98,0.23,R,0, ,614, ,12.2, ,--,S,62.6, ,77.5, ,100, ,8, ,38, ,49.8, ,3.9, ,93.7, ,73.1,Y
136,4/9/2022,99,0.26, ,0, ,549, ,7.9, ,95.9, ,58.0, ,79.0, ,41, ,10, ,23, ,38.5, ,5.2, ,124.3, ,71.8, 
136,4/10/2022,100,0.26, ,0, ,599, ,9.8, ,90.1, ,57.9, ,75.6, ,66, ,9, ,33, ,44.1, ,6.0, ,144.7, ,71.2, 
136,4/11/2022,101,0.25, ,0, ,558, ,11.2, ,83.3, ,56.0, ,70.3, ,84, ,28, ,44, ,47.6, ,7.0, ,167.8, ,71.9, 
136,4/12/2022,102,0.25, ,0, ,618, ,5.9, ,76.7, ,54.0, ,65.9, ,61, ,11, ,27, ,31.2, ,6.6, ,159.3, ,71.2, 
136,4/13/2022,103,0.23, ,0, ,619, ,5.6, ,--,S,--,S,61.8, ,58, ,11, ,30, ,29.7, ,4.8, ,115.2, ,69.5, 
136,4/14/2022,104,0.24, ,0, ,617, ,6.1, ,82.0, ,47.9, ,67.2, ,54, ,11, ,27, ,31.8, ,4.8, ,116.0, ,69.5, 
136,4/15/2022,105,0.24, ,0, ,610, ,8.2, ,87.2, ,50.1, ,69.6, ,63, ,14, ,33, ,39.4, ,4.8, ,114.7, ,70.8, 
136,4/16/2022,106,0.27, ,0, ,607, ,9.2, ,88.5, ,56.0, ,72.2, ,69, ,14, ,34, ,42.2, ,6.5, ,155.8, ,72.2, 
136,4/17/2022,107,0.25, ,0, ,615, ,9.5, ,91.1, ,54.1, ,71.6, ,77, ,10, ,36, ,43.2, ,5.1, ,122.9, ,72.6, 
136,4/18/2022,108,0.26, ,0.01,H,628, ,8.3, ,98.0, ,57.7, ,77.7, ,56, ,6, ,26, ,39.7, ,4.6, ,109.5, ,73.2, 
136,4/19/2022,109,0.30, ,0, ,633, ,7.2, ,96.1, ,61.1, ,78.4, ,43, ,7, ,22, ,36.1, ,6.7, ,161.7, ,71.9, 
136,4/20/2022,110,0.26, ,0, ,617, ,10.1, ,87.0, ,56.4, ,73.0, ,72, ,20, ,37, ,44.9, ,5.8, ,138.7, ,71.5, 
136,4/21/2022,111,0.27, ,0, ,632, ,7.8, ,88.4, ,57.6, ,73.1, ,52, ,11, ,28, ,38.0, ,5.5, ,131.1, ,73.0, 
136,4/22/2022,112,0.28, ,0, ,651, ,8.1, ,76.1, ,57.7, ,67.4, ,57, ,23, ,35, ,39.2, ,8.9,Y,213.0,Y,73.4, 
136,4/23/2022,113,0.27, ,0, ,648, ,6.8, ,84.6, ,50.3, ,69.7, ,74, ,12, ,27, ,34.5, ,6.0, ,143.9, ,72.1, 
136,4/24/2022,114,0.29, ,0, ,647, ,5.3, ,86.9, ,56.0, ,72.9, ,42, ,10, ,19, ,28.6, ,6.0, ,143.8, ,72.5, 
136,4/25/2022,115,0.27, ,0, ,656, ,5.7, ,91.8, ,56.6, ,74.6, ,55, ,5, ,20, ,30.4, ,4.7, ,113.0, ,73.0, 
136,4/26/2022,116,0.28, ,0, ,656, ,6.6, ,93.4, ,56.9, ,76.8, ,49, ,9, ,21, ,34.0, ,5.1, ,121.9, ,73.9, 
136,4/27/2022,117,0.28, ,0, ,650, ,7.4, ,91.7, ,57.4, ,77.4, ,51, ,10, ,23, ,36.7, ,5.5, ,130.9, ,71.9, 
136,4/28/2022,118,0.29, ,0, ,640, ,10.3, ,87.9, ,58.0, ,72.2, ,66, ,17, ,38, ,45.3, ,7.2, ,172.4, ,72.0, 
136,4/29/2022,119,0.26, ,0, ,657, ,9.1, ,93.7, ,53.2, ,73.0, ,73, ,8, ,33, ,42.0, ,4.4, ,105.5, ,72.8, 
136,4/30/2022,120,0.30, ,0, ,654, ,8.0, ,96.4, ,59.4, ,79.1, ,55, ,6, ,24, ,38.7, ,5.0, ,119.8, ,74.6, 
