260,4/1/2022,91,0.16, ,0, ,557, ,5.9, ,66.9, ,23.6, ,46.5, ,94, ,30, ,55, ,31.1, ,4.7, ,112.0, ,49.9, 
260,4/2/2022,92,0.15, ,0, ,569, ,5.3, ,64.9, ,32.6, ,47.7, ,83, ,18, ,47, ,28.4, ,5.4, ,129.2, ,50.4, 
260,4/3/2022,93,0.15, ,0, ,469, ,5.1, ,63.2, ,25.4, ,45.6, ,80, ,22, ,49, ,27.8, ,5.1, ,122.8, ,49.7, 
260,4/4/2022,94,0.10, ,0.06, ,311, ,7.9, ,57.1, ,35.9, ,47.3, ,88, ,60, ,71, ,38.3, ,7.2, ,172.6, ,50.3, 
260,4/5/2022,95,0.15, ,0, ,586,R,5.3, ,54.0, ,25.4, ,41.4, ,91, ,34, ,59, ,28.3, ,5.9, ,141.9, ,49.6, 
260,4/6/2022,96,0.15, ,0, ,579, ,5.7, ,70.5, ,20.9, ,45.6, ,94, ,26, ,54, ,30.2, ,2.8, ,66.6, ,49.5, 
260,4/7/2022,97,0.18, ,0, ,713,R,7.7, ,80.6,Y,53.1,R,68.2,R,88, ,21, ,--,R,--,I,2.7, ,64.7, ,52.3, 
260,4/8/2022,98,0.21, ,0, ,563, ,7.2, ,64.7, ,35.0, ,53.2, ,70, ,33, ,52, ,36.1, ,10.6, ,253.7, ,52.0, 
260,4/9/2022,99,0.18, ,0, ,622,R,4.3, ,52.3, ,27.4, ,40.3, ,86, ,28, ,50, ,23.4, ,9.5, ,228.4, ,50.7, 
260,4/10/2022,100,0.08, ,0, ,308, ,5.0, ,48.8, ,25.6, ,39.7, ,77, ,49, ,60, ,27.1, ,3.9, ,94.1, ,49.4, 
260,4/11/2022,101,0.11, ,0.03, ,453, ,5.4, ,42.3, ,25.4, ,35.2, ,99, ,49, ,78, ,29.0, ,8.0, ,191.3, ,49.2, 
260,4/12/2022,102,0.11, ,0.07, ,460, ,4.6, ,47.1, ,20.4, ,33.9, ,91, ,44, ,69, ,24.9, ,5.3, ,126.4, ,47.9, 
260,4/13/2022,103,0.08, ,0.17, ,290, ,5.9, ,49.4, ,28.9, ,39.0, ,99, ,46, ,73, ,31.3, ,6.4, ,153.6, ,47.3, 
260,4/14/2022,104,0.13, ,0.00, ,456, ,6.4, ,54.7, ,27.1, ,41.8, ,96, ,43, ,72, ,33.3, ,6.4, ,153.8, ,48.1, 
260,4/15/2022,105,0.09, ,0.09, ,400, ,5.3, ,51.1, ,24.4, ,38.0, ,96, ,38, ,69, ,28.6, ,4.3, ,103.6, ,47.4, 
260,4/16/2022,106,0.14, ,0.22, ,526, ,5.9, ,49.4, ,32.1, ,40.6, ,100, ,40, ,69, ,31.3, ,7.6, ,183.2, ,48.3, 
260,4/17/2022,107,0.16, ,0, ,509, ,5.6, ,63.0, ,31.4, ,46.3, ,87, ,28, ,53, ,30.0, ,6.2, ,148.7, ,48.9, 
260,4/18/2022,108,0.16, ,0.05, ,385, ,6.0, ,58.3, ,30.6, ,45.0, ,87, ,31, ,59, ,31.7, ,10.3, ,246.4, ,48.6, 
260,4/19/2022,109,0.07, ,0.09, ,290, ,6.7, ,48.5, ,28.8, ,38.9, ,98, ,64, ,83, ,34.2, ,5.3, ,127.1, ,47.6, 
260,4/20/2022,110,0.12, ,0.05, ,343, ,7.2, ,52.2, ,28.2, ,42.3, ,98, ,59, ,79, ,36.1, ,10.6,Y,254.0,Y,47.0, 
260,4/21/2022,111,0.13, ,0, ,321, ,6.9, ,54.0, ,37.2, ,44.0, ,93, ,46, ,71, ,35.1, ,8.0, ,192.5, ,49.7, 
260,4/22/2022,112,0.13, ,0, ,485, ,7.1, ,57.2, ,32.1, ,44.3, ,100, ,50, ,72, ,35.9, ,4.7, ,113.3, ,49.7, 
260,4/23/2022,113,0.18, ,0, ,639, ,6.5, ,64.6, ,30.0, ,47.5, ,97, ,28, ,58, ,33.5, ,4.0, ,95.3, ,50.9, 
260,4/24/2022,114,0.19, ,0, ,642, ,6.6, ,70.1, ,29.2, ,51.5, ,83, ,27, ,51, ,34.0, ,3.9, ,93.3, ,52.3, 
260,4/25/2022,115,0.16, ,0, ,457, ,7.7, ,68.2, ,37.9, ,53.4, ,87, ,30, ,56, ,37.9, ,5.8, ,138.9, ,53.4, 
260,4/26/2022,116,0.19, ,0, ,656, ,6.1, ,60.5, ,41.4, ,48.8, ,80, ,30, ,52, ,32.1, ,6.9, ,164.9, ,58.0,H
260,4/27/2022,117,0.18, ,0, ,627, ,6.5, ,62.1, ,33.8, ,48.4, ,87, ,34, ,56, ,33.5, ,5.6, ,134.6, ,57.1, 
260,4/28/2022,118,0.13, ,0, ,460, ,7.0, ,54.6, ,32.4, ,45.5, ,85, ,44, ,67, ,35.2, ,6.8, ,164.0, ,58.8, 
260,4/29/2022,119,0.18, ,0, ,614, ,6.6, ,66.2, ,24.8,Y,48.4, ,95, ,22, ,57, ,33.7, ,4.1, ,98.7, ,57.3, 
260,4/30/2022,120,0.18, ,0.03, ,541, ,9.3, ,64.6, ,35.6, ,52.2, ,96, ,39, ,69, ,42.5, ,7.3, ,174.7, ,58.9, 
