192,4/1/2022,91,0.18, ,0, ,625,R,7.3, ,66.8, ,31.6, ,48.0, ,90, ,33, ,64, ,36.3, ,3.3, ,78.5, ,44.7, 
192,4/2/2022,92,0.18, ,0, ,625, ,6.9, ,64.3, ,33.6, ,48.1, ,89, ,32, ,60, ,34.9, ,3.3, ,80.2, ,45.4, 
192,4/3/2022,93,0.17, ,0, ,602, ,6.9, ,63.7, ,35.0, ,48.1, ,87, ,38, ,60, ,35.0, ,3.1, ,74.1, ,45.8, 
192,4/4/2022,94,0.19, ,0, ,641,R,4.4, ,68.8, ,29.9, ,48.6, ,86, ,13, ,38, ,24.1, ,3.1, ,75.1, ,46.0, 
192,4/5/2022,95,0.21, ,0, ,650,R,6.3, ,70.0, ,37.8, ,54.2, ,78, ,27, ,44, ,32.8, ,4.9, ,117.0, ,46.2, 
192,4/6/2022,96,0.21, ,0, ,661,R,5.3, ,70.6, ,34.4, ,51.0, ,85, ,15, ,41, ,28.3, ,3.5, ,83.7, ,46.6, 
192,4/7/2022,97,0.23, ,0, ,668,R,3.5, ,70.7, ,32.8, ,52.4, ,61, ,10, ,26, ,18.3, ,4.8, ,115.5, ,46.4, 
192,4/8/2022,98,0.22, ,0, ,675,R,4.3, ,76.0, ,34.4, ,55.1, ,62, ,11, ,29, ,23.5, ,3.6, ,86.0, ,46.3, 
192,4/9/2022,99,0.22, ,0, ,665,R,6.5, ,68.9, ,35.9, ,53.2, ,86, ,21, ,47, ,33.4, ,4.3, ,104.4, ,46.9, 
192,4/10/2022,100,0.19, ,0, ,666,R,6.3, ,64.0, ,31.2, ,47.2, ,89, ,15, ,57, ,32.7, ,4.5, ,107.9, ,47.2, 
192,4/11/2022,101,0.03, ,0.07, ,173, ,8.0, ,43.2, ,38.5, ,41.5, ,90, ,88, ,90, ,38.7, ,8.0, ,191.4, ,47.3, 
192,4/12/2022,102,0.17, ,0.03, ,698,R,3.0, ,46.0, ,19.9,Y,34.1, ,91, ,20, ,45, ,14.9, ,5.6, ,134.9, ,46.1, 
192,4/13/2022,103,0.18, ,0.02,H,692,R,2.6, ,54.6, ,17.5,Y,39.9, ,56, ,16, ,31, ,11.7, ,4.7, ,113.0, ,44.5, 
192,4/14/2022,104,0.20, ,0.07,H,691,R,4.3, ,55.8, ,28.2, ,43.4, ,65, ,28, ,45, ,23.6, ,5.7, ,135.8, ,44.6, 
192,4/15/2022,105,0.19, ,0.02,H,681,R,6.3, ,56.7, ,27.5, ,45.0, ,84, ,43, ,62, ,32.9, ,5.3, ,127.2, ,45.1, 
192,4/16/2022,106,0.16, ,0.02,H,656, ,7.4, ,53.1, ,31.4, ,43.9, ,86, ,61, ,76, ,36.7, ,5.7, ,137.8, ,46.3, 
192,4/17/2022,107,0.22, ,0.04,H,711,R,4.7, ,69.7, ,26.2, ,48.5, ,81, ,15, ,40, ,25.5, ,3.6, ,86.4, ,46.7, 
192,4/18/2022,108,0.23, ,0.04,H,659, ,4.8, ,68.5, ,33.7, ,54.3, ,62, ,13, ,33, ,25.9, ,5.3, ,126.8, ,47.3, 
192,4/19/2022,109,0.22, ,0.02,H,684, ,5.9, ,58.1, ,42.0,Y,52.0, ,81, ,22, ,44, ,31.0, ,7.5, ,179.3, ,48.1, 
192,4/20/2022,110,0.17, ,0.02,H,683, ,7.8, ,54.1, ,39.7, ,46.0, ,88, ,56, ,74, ,38.2, ,8.2, ,197.5, ,48.4, 
192,4/21/2022,111,0.20, ,0.01,H,697,R,6.4, ,53.5, ,39.0, ,45.7, ,89, ,39, ,61, ,33.2, ,8.6, ,206.3, ,48.5, 
192,4/22/2022,112,0.08, ,0.35, ,391, ,6.5, ,44.9, ,29.1, ,37.7, ,90, ,76, ,84, ,33.5, ,5.8, ,138.8, ,47.7, 
192,4/23/2022,113,0.20, ,0, ,712,R,4.8, ,57.2, ,27.9, ,42.1, ,89, ,24, ,53, ,26.2, ,4.1, ,97.9, ,46.9, 
192,4/24/2022,114,0.21, ,0, ,711,R,4.1, ,60.9, ,28.5, ,45.1, ,88, ,14, ,40, ,22.4, ,4.5, ,107.8, ,46.9, 
192,4/25/2022,115,0.21, ,0, ,702, ,4.4, ,68.4, ,26.8, ,48.4, ,69, ,13, ,38, ,23.8, ,2.9, ,68.6, ,47.0, 
192,4/26/2022,116,0.24, ,0, ,690, ,4.8, ,64.4, ,34.7, ,51.7, ,72, ,20, ,36, ,25.9, ,5.7, ,135.9, ,47.7, 
192,4/27/2022,117,0.22, ,0.09,H,725,R,6.0, ,58.6, ,34.1, ,48.9, ,75, ,27, ,51, ,31.6, ,5.6, ,133.4, ,48.2, 
192,4/28/2022,118,0.18, ,0.02,H,692, ,6.9, ,52.9, ,31.3, ,43.8, ,89, ,51, ,71, ,35.1, ,5.6, ,135.0, ,48.7, 
192,4/29/2022,119,0.22, ,0.06,H,734,R,4.5, ,68.3, ,25.5, ,46.9, ,85, ,16, ,41, ,24.4, ,3.2, ,77.8, ,48.5, 
192,4/30/2022,120,0.24, ,0.06,H,732,R,5.3, ,68.4, ,32.0, ,51.6, ,65, ,21, ,41, ,28.5, ,4.4, ,106.3, ,48.8, 
