220,4/1/2022,91,0.19, ,0, ,589, ,9.7, ,89.8, ,43.2, ,63.4, ,84, ,24, ,48, ,43.7, ,3.6, ,87.2, ,60.6, 
220,4/2/2022,92,0.20, ,0, ,584, ,11.2,Y,83.9, ,52.8, ,65.6, ,71, ,36, ,52,Y,47.4,Y,5.0, ,120.2, ,62.0, 
220,4/3/2022,93,0.21, ,0, ,560, ,8.7, ,78.8, ,52.8, ,63.8, ,73, ,26, ,43, ,40.9, ,5.9, ,142.0, ,62.6, 
220,4/4/2022,94,0.23, ,0, ,532, ,4.7, ,79.1, ,50.3, ,64.7, ,37, ,13, ,22, ,25.4, ,7.1, ,171.5, ,62.2, 
220,4/5/2022,95,0.23, ,0, ,606, ,8.0, ,78.8, ,52.7, ,65.9, ,50, ,25, ,37, ,38.7, ,5.9, ,142.3, ,61.7, 
220,4/6/2022,96,0.22,R,0, ,612, ,6.7, ,85.4, ,46.6, ,66.2, ,73, ,10, ,30, ,34.2, ,3.1, ,74.1, ,62.7, 
220,4/7/2022,97,0.23, ,0, ,627, ,4.0, ,85.3, ,46.6, ,67.2, ,51, ,8, ,17, ,21.5, ,3.8, ,91.5, ,62.9, 
220,4/8/2022,98,0.22, ,0, ,633, ,4.9, ,89.7, ,45.2, ,70.8, ,46, ,8, ,19, ,26.8, ,2.9, ,69.6, ,62.6, 
220,4/9/2022,99,0.26, ,0, ,630, ,6.7, ,83.6, ,59.3,Y,71.9, ,38, ,14, ,25, ,34.4, ,6.6, ,157.5, ,64.4, 
220,4/10/2022,100,0.23, ,0, ,628, ,5.9, ,79.6, ,42.3, ,62.3, ,63, ,13, ,31, ,31.1, ,5.7, ,137.3, ,64.3, 
220,4/11/2022,101,0.21, ,0, ,590, ,8.7, ,67.3, ,44.0, ,56.6, ,70, ,25, ,55, ,40.8, ,8.7, ,207.7, ,63.4, 
220,4/12/2022,102,0.19, ,0, ,657,R,3.9, ,57.3, ,37.1, ,47.3, ,62, ,19, ,35, ,20.9, ,6.9, ,166.5, ,61.2, 
220,4/13/2022,103,0.20, ,0, ,652, ,3.5, ,71.6, ,37.3, ,53.2, ,56, ,8, ,25, ,18.8, ,4.8, ,114.9, ,59.8, 
220,4/14/2022,104,0.22, ,0, ,649, ,5.8, ,74.5, ,42.6, ,57.7, ,51, ,23, ,36, ,30.7, ,5.3, ,126.6, ,60.2, 
220,4/15/2022,105,0.22, ,0, ,637, ,8.9, ,74.9, ,46.2, ,60.6, ,65, ,32, ,49, ,41.4, ,5.6, ,133.7, ,60.5, 
220,4/16/2022,106,0.20, ,0, ,659, ,9.9, ,65.1, ,48.8, ,57.3, ,78, ,51, ,62, ,44.4, ,6.3, ,151.3, ,61.7, 
220,4/17/2022,107,0.22, ,0, ,660, ,7.9, ,83.9, ,44.9, ,64.5, ,62, ,18, ,38, ,38.4, ,3.6, ,85.4, ,62.3, 
220,4/18/2022,108,0.24, ,0, ,592, ,7.2, ,83.9, ,48.0, ,68.4, ,53, ,14, ,30, ,35.9, ,4.6, ,110.1, ,63.9, 
220,4/19/2022,109,0.25, ,0, ,646, ,8.6, ,73.8, ,55.9, ,65.4, ,64, ,26, ,40, ,40.5, ,6.8, ,163.1, ,64.6, 
220,4/20/2022,110,0.22, ,0, ,650, ,10.3, ,73.0, ,51.2, ,60.1, ,76, ,40, ,58, ,45.2, ,6.6, ,158.2, ,64.1, 
220,4/21/2022,111,0.22, ,0.10, ,654, ,8.5, ,67.4, ,47.4, ,56.8, ,83, ,42, ,54, ,40.2, ,9.1,Y,217.3,Y,63.3, 
220,4/22/2022,112,0.20, ,0.07, ,640, ,7.8, ,61.4, ,46.0, ,52.6, ,86, ,40, ,58, ,38.2, ,6.9, ,166.2, ,61.7, 
220,4/23/2022,113,0.21, ,0, ,669, ,7.1, ,72.4, ,40.6, ,57.3, ,84, ,19, ,44, ,35.8, ,3.3, ,79.9, ,61.1, 
220,4/24/2022,114,0.23, ,0, ,668, ,6.1, ,80.7, ,40.9, ,61.2, ,79, ,14, ,33, ,31.9, ,3.1, ,74.6, ,62.6, 
220,4/25/2022,115,0.24, ,0, ,669, ,5.9, ,84.2, ,42.7, ,67.0, ,63, ,10, ,26, ,30.9, ,3.2, ,77.4, ,63.7, 
220,4/26/2022,116,0.23, ,0, ,507, ,6.2, ,83.8, ,55.1, ,68.5, ,51, ,16, ,26, ,32.4, ,4.4, ,104.9, ,64.3, 
220,4/27/2022,117,0.25, ,0, ,671, ,9.2, ,76.7, ,52.2, ,64.9, ,62, ,29, ,44, ,42.2, ,6.1, ,147.1, ,63.9, 
220,4/28/2022,118,0.23, ,0, ,680, ,8.8, ,69.5, ,50.9, ,59.9, ,76, ,31, ,50, ,41.1, ,6.9, ,165.1, ,63.9, 
220,4/29/2022,119,0.23, ,0, ,691, ,5.9, ,90.4, ,43.5, ,63.9, ,61, ,12, ,29, ,31.1, ,3.0, ,70.8, ,62.8, 
220,4/30/2022,120,0.27, ,0, ,691, ,6.5, ,86.8, ,44.0, ,67.3, ,60, ,12, ,29, ,33.7, ,4.6, ,109.2, ,64.1, 
