169,4/1/2022,91,0.17, ,0, ,549, ,13.0, ,77.4, ,47.9, ,62.1, ,99, ,42, ,68, ,51.4, ,2.5, ,59.6, ,64.8, 
169,4/2/2022,92,0.17, ,0, ,528, ,12.7, ,80.5, ,47.0, ,63.9, ,100, ,34, ,63, ,51.0, ,2.6, ,61.7, ,66.8, 
169,4/3/2022,93,0.17, ,0, ,534, ,10.5, ,79.9, ,48.9, ,63.4, ,89, ,25, ,53, ,45.8, ,2.9, ,70.0, ,67.9, 
169,4/4/2022,94,0.16, ,0, ,522, ,9.1, ,74.6, ,41.5, ,58.2, ,86, ,32, ,55, ,42.0, ,3.1, ,74.1, ,66.7, 
169,4/5/2022,95,0.18, ,0, ,549, ,12.0, ,77.5, ,50.8, ,66.9, ,89, ,43, ,53, ,49.3, ,3.9, ,93.7, ,69.9, 
169,4/6/2022,96,0.20, ,0, ,590, ,10.9, ,83.2, ,46.5, ,64.0, ,88, ,28, ,54, ,46.8, ,3.6, ,86.0, ,68.3, 
169,4/7/2022,97,0.21,R,0, ,593, ,13.1, ,93.4,Y,47.0, ,69.6, ,99, ,23, ,53, ,51.7, ,2.6, ,62.9, ,70.2, 
169,4/8/2022,98,0.22, ,0, ,591, ,12.8, ,94.5,Y,53.3, ,73.0,Y,85, ,22, ,46,Y,51.2,Y,3.3, ,79.8, ,72.3,Y
169,4/9/2022,99,0.20, ,0, ,606, ,10.4, ,81.4, ,48.6, ,65.6, ,85, ,30, ,48, ,45.6, ,3.8, ,90.4, ,73.0,Y
169,4/10/2022,100,0.19, ,0, ,602, ,6.9, ,72.1, ,39.6, ,56.0, ,84, ,23, ,45, ,35.1, ,3.7, ,89.8, ,70.3, 
169,4/11/2022,101,0.13, ,0, ,396, ,7.8, ,67.2, ,38.0, ,53.0, ,90, ,36, ,57, ,38.2, ,4.7, ,113.7, ,67.2, 
169,4/12/2022,102,0.19, ,0, ,634,R,5.6,Y,66.1, ,32.1, ,47.8, ,92, ,17, ,49,Y,29.8,Y,4.4, ,106.1, ,64.6, 
169,4/13/2022,103,0.17, ,0, ,618, ,6.6, ,67.0, ,31.6,Y,48.9, ,93, ,29, ,56, ,33.9, ,3.0, ,72.8, ,63.4, 
169,4/14/2022,104,0.19, ,0, ,609, ,8.0, ,72.1, ,35.7, ,54.4, ,89, ,29, ,55, ,38.7, ,3.9, ,93.1, ,64.6, 
169,4/15/2022,105,0.19, ,0, ,608, ,11.0, ,75.1, ,41.6, ,58.6, ,96, ,41, ,66, ,47.1, ,3.1, ,74.9, ,66.7, 
169,4/16/2022,106,0.13, ,0.03, ,400, ,11.6, ,74.3, ,50.6, ,60.4, ,88, ,40, ,65, ,48.6, ,4.4, ,105.1, ,67.9, 
169,4/17/2022,107,0.20, ,0, ,622, ,11.4, ,79.3, ,41.4, ,60.9, ,98, ,36, ,63, ,48.1, ,3.2, ,77.5, ,68.0, 
169,4/18/2022,108,0.19, ,0, ,540, ,11.0, ,80.4, ,45.6, ,62.3, ,96, ,32, ,58, ,47.2, ,3.4, ,81.1, ,69.3, 
169,4/19/2022,109,0.22, ,0, ,611, ,11.1, ,78.2, ,47.6, ,62.2, ,92, ,34, ,58, ,47.4, ,4.5, ,107.4, ,70.3, 
169,4/20/2022,110,0.20, ,0, ,627, ,10.5, ,76.0, ,45.6, ,60.6, ,94, ,37, ,58, ,45.8, ,3.7, ,89.2, ,70.6, 
169,4/21/2022,111,0.15, ,0.11, ,457, ,10.8, ,71.9, ,46.7, ,59.6, ,95, ,37, ,62, ,46.6, ,5.0, ,121.0, ,70.3, 
169,4/22/2022,112,0.15, ,0.18, ,514, ,11.4, ,67.8, ,46.8, ,55.8, ,99, ,45, ,75, ,48.0, ,4.1, ,97.4, ,68.4, 
169,4/23/2022,113,0.19, ,0, ,647, ,10.9, ,73.3, ,40.9, ,57.3, ,100, ,37, ,68, ,46.8, ,2.9, ,69.5, ,67.6, 
169,4/24/2022,114,0.21, ,0, ,644, ,11.2, ,80.7, ,47.0, ,63.2, ,93, ,28, ,57, ,47.5, ,3.2, ,77.8, ,70.3, 
169,4/25/2022,115,0.22, ,0, ,640, ,11.1, ,87.6, ,47.0, ,66.7, ,91, ,21, ,49, ,47.3, ,3.0, ,72.1, ,72.2, 
169,4/26/2022,116,0.20, ,0, ,558, ,12.1, ,80.7, ,48.9, ,64.4, ,92, ,34, ,59, ,49.6, ,3.8, ,90.6, ,72.8, 
169,4/27/2022,117,0.21, ,0, ,637, ,9.8, ,80.2, ,45.8, ,61.8, ,93, ,24, ,52, ,43.9, ,2.9, ,70.4, ,72.7, 
169,4/28/2022,118,0.22, ,0, ,655, ,8.3, ,74.5, ,44.2, ,58.2, ,89, ,24, ,50, ,39.8, ,4.5, ,107.4, ,71.7, 
169,4/29/2022,119,0.21, ,0, ,657, ,9.8, ,77.7, ,40.9, ,59.2, ,93, ,30, ,57, ,43.9, ,3.2, ,77.7, ,71.1, 
169,4/30/2022,120,0.23, ,0, ,654, ,10.5, ,83.9, ,45.9, ,65.2, ,90, ,25, ,49, ,45.8, ,3.5, ,83.1, ,72.8, 
