41,4/1/2022,91,0.20, ,0, ,624,R,12.5, ,84.1, ,48.8, ,66.0, ,91, ,28, ,57, ,50.4, ,3.6, ,87.4, ,54.6,Y
41,4/2/2022,92,0.20, ,0, ,632,R,12.4, ,82.1, ,50.7, ,66.1, ,85, ,31, ,56, ,50.2, ,4.2, ,101.7, ,55.0,Y
41,4/3/2022,93,0.20, ,0, ,620,R,13.0, ,82.3, ,52.8, ,66.8, ,83, ,32, ,58, ,51.4, ,4.0, ,95.4, ,55.3,Y
41,4/4/2022,94,0.21, ,0, ,636,R,13.8, ,87.2, ,51.8, ,68.4, ,88, ,27, ,58, ,53.2, ,4.0, ,97.0, ,56.1,Y
41,4/5/2022,95,0.22, ,0, ,641,R,14.1, ,89.8, ,54.2, ,70.9, ,79, ,28, ,55, ,53.7, ,4.7, ,111.8, ,57.0,Y
41,4/6/2022,96,0.27, ,0, ,665,R,9.2, ,93.0, ,52.3, ,72.9, ,80, ,13, ,33, ,42.4, ,5.0, ,121.1, ,57.8,Y
41,4/7/2022,97,0.27, ,0, ,680,R,7.3, ,94.3, ,53.5, ,75.4, ,50, ,10, ,24, ,36.5, ,4.8, ,115.6, ,57.8,Y
41,4/8/2022,98,0.25, ,0, ,687,R,10.5, ,96.1, ,49.9, ,73.6, ,80, ,12, ,37, ,45.8, ,3.5, ,84.4, ,58.3,Y
41,4/9/2022,99,0.29, ,0, ,677,R,10.1, ,98.7, ,51.8, ,74.9, ,75, ,14, ,34, ,44.7, ,5.6, ,135.6, ,59.0,Y
41,4/10/2022,100,0.26, ,0, ,661,R,10.0, ,90.6, ,53.6, ,72.2, ,79, ,14, ,37, ,44.5, ,5.7, ,136.7, ,59.7, 
41,4/11/2022,101,0.27, ,0, ,649,R,9.8, ,84.8, ,56.5, ,70.4, ,52, ,25, ,38, ,43.9, ,8.2, ,196.0, ,59.7, 
41,4/12/2022,102,0.24, ,0, ,681,R,6.2, ,73.8, ,48.0, ,63.0, ,62, ,13, ,32, ,32.4, ,6.7, ,160.0, ,58.9,Y
41,4/13/2022,103,0.21, ,0, ,704,R,6.2, ,76.6, ,42.1, ,60.1, ,83, ,12, ,35, ,32.4, ,3.5, ,84.5, ,56.9,Y
41,4/14/2022,104,0.24, ,0, ,685,R,7.6, ,84.3, ,43.3, ,65.2, ,80, ,16, ,36, ,37.5, ,4.3, ,103.2, ,56.7,Y
41,4/15/2022,105,0.24, ,0, ,669,R,9.3, ,84.1, ,45.2, ,67.4, ,74, ,22, ,40, ,42.6, ,4.8, ,114.1, ,57.5,Y
41,4/16/2022,106,0.28, ,0, ,679,R,8.7, ,88.2, ,56.6, ,72.5, ,60, ,13, ,32, ,41.0, ,6.7, ,160.3, ,58.7,Y
41,4/17/2022,107,0.24, ,0, ,702,R,11.0, ,89.9, ,49.0, ,69.0, ,84, ,17, ,45, ,46.9, ,3.7, ,89.4, ,59.3,Y
41,4/18/2022,108,0.26, ,0, ,695,R,9.2, ,98.6, ,49.1, ,75.4, ,81, ,7, ,31, ,42.4, ,3.9, ,92.8, ,60.1,Y
41,4/19/2022,109,0.33, ,0, ,666,R,7.9, ,94.4, ,59.5, ,76.8, ,68, ,9, ,25, ,38.3, ,7.2, ,171.7, ,61.8, 
41,4/20/2022,110,0.28, ,0, ,690,R,9.6, ,87.7, ,59.2, ,73.0, ,51, ,20, ,35, ,43.6, ,6.9, ,164.5, ,61.9, 
41,4/21/2022,111,0.28, ,0, ,693,R,9.0, ,89.4, ,50.3, ,71.1, ,78, ,18, ,35, ,41.7, ,5.9, ,140.4, ,61.9, 
41,4/22/2022,112,0.31, ,0, ,683,R,8.3, ,76.4, ,51.9, ,65.8, ,60, ,21, ,38, ,39.8, ,11.3,Y,270.6,Y,61.4, 
41,4/23/2022,113,0.26, ,0, ,715,R,8.0, ,83.9, ,45.8, ,66.0, ,77, ,14, ,37, ,38.9, ,4.2, ,100.2, ,59.9,Y
41,4/24/2022,114,0.29, ,0, ,717,R,7.6, ,86.7, ,46.1, ,68.6, ,71, ,12, ,32, ,37.4, ,5.3, ,127.8, ,60.0,Y
41,4/25/2022,115,0.26, ,0, ,723,R,8.4, ,91.4, ,46.8, ,70.5, ,62, ,10, ,33, ,39.9, ,3.6, ,85.6, ,60.3,Y
41,4/26/2022,116,0.24, ,0, ,580, ,8.6, ,93.3, ,50.0, ,73.0, ,73, ,14, ,31, ,40.5, ,3.6, ,85.3, ,61.2,Y
41,4/27/2022,117,0.29, ,0, ,716,R,6.8, ,93.1, ,55.2, ,75.2, ,39, ,10, ,23, ,34.7, ,5.0, ,120.4, ,62.2,Y
41,4/28/2022,118,0.29, ,0, ,718,R,8.2, ,89.8, ,49.6, ,71.2, ,69, ,10, ,31, ,39.4, ,6.0, ,144.8, ,62.8,Y
41,4/29/2022,119,0.25, ,0, ,724,R,10.9, ,89.6, ,51.5, ,69.8, ,76, ,17, ,44, ,46.8, ,3.9, ,93.0, ,62.9,Y
41,4/30/2022,120,0.27, ,0, ,725,R,9.8, ,95.0, ,50.1, ,74.6, ,76, ,8, ,33, ,43.9, ,4.0, ,95.8, ,63.5,Y
