84,8/1/2022,213,0.06, ,0, ,181, ,17.4, ,80.5,Y,67.6, ,73.6, ,77, ,49, ,61, ,59.5, ,2.3,Y,54.8,Y,76.7, 
84,8/2/2022,214,0.26, ,0, ,647, ,16.6, ,96.6, ,66.9, ,83.3, ,79, ,26, ,43, ,58.2, ,3.2, ,76.9, ,76.5, 
84,8/3/2022,215,0.27, ,0, ,647, ,16.5, ,98.9, ,71.2, ,85.1, ,60, ,25, ,40, ,58.0, ,3.6, ,86.9, ,78.0, 
84,8/4/2022,216,0.29, ,0, ,641, ,15.4, ,97.8, ,75.6, ,87.7, ,54, ,21, ,35, ,56.2, ,4.6, ,111.1, ,78.7, 
84,8/5/2022,217,0.20, ,0, ,449, ,13.3, ,88.7, ,71.3, ,78.9, ,61, ,22, ,40, ,52.2, ,3.7, ,89.0, ,78.3, 
84,8/6/2022,218,0.24, ,0, ,652, ,16.4, ,89.7, ,62.9, ,76.6, ,81, ,36, ,52, ,57.9, ,3.0, ,72.5, ,77.9, 
84,8/7/2022,219,0.25, ,0, ,662, ,14.8, ,92.0, ,61.5, ,76.7, ,74, ,29, ,47, ,55.0, ,3.2, ,75.7, ,75.4, 
84,8/8/2022,220,0.22, ,0, ,565, ,13.4, ,90.2, ,57.6, ,76.0, ,75, ,28, ,44, ,52.3, ,2.9, ,69.6, ,75.8, 
84,8/9/2022,221,0.20, ,0, ,480, ,12.5, ,88.5, ,61.5, ,75.7, ,66, ,21, ,41, ,50.4, ,3.8, ,91.5, ,76.0, 
84,8/10/2022,222,0.25, ,0, ,665, ,11.7, ,88.1, ,58.8, ,73.3, ,63, ,27, ,42, ,48.6, ,3.5, ,85.2, ,75.3, 
84,8/11/2022,223,0.26, ,0, ,667, ,11.2, ,91.6, ,59.9, ,76.6, ,60, ,17, ,36, ,47.5, ,3.9, ,92.4, ,75.4, 
84,8/12/2022,224,0.26, ,0, ,669, ,10.0, ,91.7, ,58.6, ,77.1, ,57, ,14, ,31, ,44.6, ,3.7, ,89.4, ,75.6, 
84,8/13/2022,225,0.26, ,0, ,671,R,9.6, ,94.4, ,59.8, ,78.2, ,50, ,13, ,29, ,43.5, ,3.4, ,82.7, ,75.7, 
84,8/14/2022,226,0.28, ,0, ,669,R,8.3,Y,96.2, ,61.2, ,80.4, ,39, ,10, ,23,Y,39.6,Y,4.2, ,100.3, ,75.8, 
84,8/15/2022,227,0.28, ,0, ,657, ,8.4, ,98.7, ,66.2, ,82.9, ,29, ,14, ,22, ,40.1, ,4.1, ,97.4, ,75.8, 
84,8/16/2022,228,0.29, ,0, ,630, ,9.4, ,101.1, ,67.5, ,86.3, ,31, ,14, ,22, ,42.8, ,4.5, ,108.8, ,76.3, 
84,8/17/2022,229,0.22, ,0, ,449, ,12.8, ,99.3, ,72.4, ,86.2, ,43, ,20, ,30, ,51.0, ,3.7, ,89.8, ,76.8, 
84,8/18/2022,230,0.27, ,0, ,614, ,14.3, ,100.1, ,68.8, ,86.7, ,55, ,21, ,33, ,54.1, ,3.6, ,86.7, ,77.3, 
84,8/19/2022,231,0.26, ,0, ,624, ,13.2, ,98.3, ,66.1, ,83.9, ,54, ,18, ,33, ,51.9, ,3.6, ,87.2, ,70.6, 
84,8/20/2022,232,0.27, ,0, ,628, ,11.9, ,100.1, ,66.0, ,84.6, ,47, ,16, ,29, ,49.1, ,3.5, ,83.3, ,74.8, 
84,8/21/2022,233,0.28, ,0, ,626, ,11.2, ,95.2, ,68.8, ,83.2, ,41, ,19, ,29, ,47.5, ,4.6, ,110.4, ,76.0, 
84,8/22/2022,234,0.24, ,0, ,622, ,12.9, ,96.2, ,58.2, ,77.6, ,72, ,21, ,40, ,51.4, ,3.0, ,71.1, ,76.3, 
84,8/23/2022,235,0.26, ,0, ,618, ,12.5, ,96.7, ,64.9, ,82.0, ,51, ,20, ,33, ,50.4, ,3.6, ,85.7, ,76.9, 
84,8/24/2022,236,0.27, ,0, ,617, ,12.6, ,97.5, ,72.1, ,83.4, ,43, ,20, ,32, ,50.6, ,4.5, ,108.4, ,77.4, 
84,8/25/2022,237,0.25, ,0, ,610, ,12.7, ,93.1, ,63.9, ,79.5, ,52, ,24, ,37, ,50.9, ,4.1, ,97.6, ,77.3, 
84,8/26/2022,238,0.24, ,0, ,611, ,12.2, ,93.8, ,61.8, ,77.9, ,61, ,18, ,37, ,49.8, ,3.6, ,87.1, ,77.2, 
84,8/27/2022,239,0.24, ,0, ,608, ,11.1, ,91.9, ,62.7, ,77.6, ,51, ,16, ,35, ,47.4, ,3.5, ,84.0, ,76.9, 
84,8/28/2022,240,0.23, ,0, ,596, ,11.8, ,92.0, ,58.5, ,75.8, ,68, ,21, ,39, ,48.9, ,3.3, ,80.1, ,76.6, 
84,8/29/2022,241,0.23, ,0, ,582, ,12.0, ,94.4, ,62.7, ,78.3, ,57, ,19, ,36, ,49.3, ,3.4, ,81.4, ,76.6, 
84,8/30/2022,242,0.24, ,0, ,577, ,13.5, ,95.1, ,64.8, ,79.9, ,58, ,25, ,39, ,52.5, ,3.5, ,84.3, ,77.0, 
84,8/31/2022,243,0.24, ,0, ,591, ,12.9, ,97.7, ,65.3, ,81.7, ,60, ,17, ,35, ,51.3, ,3.6, ,86.7, ,77.3, 
