52,8/1/2022,213,0.21, ,0, ,570, ,16.4, ,84.5, ,62.5,Y,72.1,Y,83, ,45, ,61,Y,57.9,Y,2.8, ,66.7, ,72.2, 
52,8/2/2022,214,0.21, ,0, ,606, ,16.6, ,82.1, ,57.9, ,68.0, ,94, ,48, ,71, ,58.2, ,3.1, ,74.2, ,73.0, 
52,8/3/2022,215,0.20, ,0, ,597, ,16.0, ,82.3, ,57.0, ,65.8, ,96, ,48, ,74, ,57.2, ,3.1, ,74.0, ,73.1, 
52,8/4/2022,216,0.16, ,0, ,484, ,16.0, ,83.6, ,58.7, ,65.9, ,92, ,42, ,73, ,57.2, ,2.7, ,64.7, ,73.1, 
52,8/5/2022,217,0.19, ,0, ,591, ,16.0, ,76.6, ,57.2, ,64.0, ,95, ,51, ,78, ,57.2, ,3.6, ,85.7, ,72.8, 
52,8/6/2022,218,0.19, ,0, ,595, ,16.0, ,73.0, ,56.0, ,64.0, ,94, ,61, ,79, ,57.3, ,3.4, ,82.3, ,72.6, 
52,8/7/2022,219,0.20, ,0, ,609, ,15.3, ,75.5, ,56.2, ,64.0, ,95, ,56, ,75, ,56.0, ,3.5, ,83.4, ,72.2, 
52,8/8/2022,220,0.20, ,0, ,591, ,14.8, ,76.4, ,55.4, ,64.7, ,90, ,53, ,71, ,55.1, ,3.1, ,75.6, ,71.9, 
52,8/9/2022,221,0.20, ,0, ,586, ,15.2, ,79.1, ,54.6, ,63.8, ,94, ,48, ,75, ,55.8, ,3.2, ,76.7, ,71.8, 
52,8/10/2022,222,0.21, ,0, ,595, ,14.9, ,80.9, ,53.6, ,64.4, ,96, ,43, ,72, ,55.3, ,3.1, ,74.1, ,71.8, 
52,8/11/2022,223,0.20, ,0.00, ,584, ,15.0, ,81.0, ,52.7, ,63.9, ,97, ,46, ,74, ,55.4, ,3.0, ,73.0, ,71.8, 
52,8/12/2022,224,0.20, ,0, ,593, ,14.3, ,78.9, ,54.7, ,64.6, ,92, ,47, ,69, ,54.2, ,3.0, ,71.1, ,71.5, 
52,8/13/2022,225,0.21, ,0, ,596, ,14.0, ,82.1, ,55.6, ,65.7, ,86, ,41, ,65, ,53.5, ,3.0, ,72.2, ,71.2, 
52,8/14/2022,226,0.19, ,0, ,586, ,14.0, ,77.8, ,53.5, ,62.4, ,97, ,48, ,73, ,53.5, ,2.8, ,68.3, ,70.9, 
52,8/15/2022,227,0.19, ,0, ,586, ,14.0, ,79.2, ,52.8, ,62.0, ,95, ,45, ,74, ,53.6, ,2.8, ,67.6, ,71.1, 
52,8/16/2022,228,0.21, ,0, ,584, ,13.7, ,84.2, ,52.6, ,66.1, ,95, ,36, ,63, ,53.0, ,2.5, ,60.7, ,71.3, 
52,8/17/2022,229,0.19, ,0, ,542, ,13.7, ,83.6, ,53.4, ,64.9, ,91, ,41, ,65, ,53.0, ,2.6, ,61.9, ,71.6, 
52,8/18/2022,230,0.19, ,0, ,595, ,14.1, ,78.0, ,52.0, ,61.2, ,96, ,48, ,76, ,53.8, ,3.1, ,73.8, ,71.4, 
52,8/19/2022,231,0.20, ,0, ,594, ,14.3, ,79.8, ,52.8, ,62.8, ,96, ,45, ,73, ,54.2, ,3.0, ,72.9, ,71.2, 
52,8/20/2022,232,0.18, ,0, ,576, ,14.8, ,74.1, ,52.8, ,62.0, ,95, ,57, ,78, ,55.1, ,3.3, ,78.5, ,71.2, 
52,8/21/2022,233,0.14, ,0, ,446, ,16.2, ,74.5, ,56.9, ,63.6, ,93, ,62, ,80, ,57.5, ,3.1, ,75.5, ,71.2, 
52,8/22/2022,234,0.19, ,0, ,567, ,15.0, ,86.2, ,55.8, ,66.2, ,97, ,35, ,68, ,55.4, ,2.8, ,66.6, ,71.6, 
52,8/23/2022,235,0.19, ,0, ,580, ,14.6, ,78.2, ,54.0, ,63.7, ,95, ,50, ,72, ,54.7, ,3.2, ,77.8, ,71.8, 
52,8/24/2022,236,0.19, ,0, ,574, ,14.5, ,80.0, ,53.0, ,63.5, ,94, ,46, ,72, ,54.4, ,3.1, ,74.8, ,71.9, 
52,8/25/2022,237,0.19, ,0, ,582, ,14.3, ,79.2, ,50.8, ,63.2, ,94, ,52, ,72, ,54.2, ,2.7, ,65.7, ,71.7, 
52,8/26/2022,238,0.19, ,0, ,577, ,14.7, ,80.6, ,53.1, ,63.0, ,95, ,47, ,75, ,54.8, ,3.1, ,74.5, ,71.5, 
52,8/27/2022,239,0.18, ,0, ,581, ,14.5, ,75.5, ,52.6, ,61.7, ,95, ,54, ,77, ,54.5, ,3.1, ,74.7, ,71.3, 
52,8/28/2022,240,0.12, ,0, ,406, ,14.4, ,71.6, ,54.1, ,60.0, ,95, ,60, ,82, ,54.3, ,3.1, ,73.4, ,70.8, 
52,8/29/2022,241,0.18,R,0, ,576, ,13.8, ,73.9, ,50.4, ,61.6, ,94, ,55, ,74, ,53.2, ,2.8, ,67.6, ,70.3, 
52,8/30/2022,242,0.19, ,0, ,580, ,14.0, ,75.6, ,50.7, ,62.5, ,92, ,53, ,73, ,53.5, ,2.9, ,70.2, ,70.2, 
52,8/31/2022,243,0.19, ,0, ,561, ,14.5, ,78.5, ,52.7, ,63.5, ,94, ,50, ,73, ,54.6, ,2.9, ,69.7, ,70.2, 
