2,8/1/2022,213,0.24, ,0, ,436, ,15.6, ,94.4, ,73.9,Y,82.7, ,51, ,32, ,41, ,56.5, ,7.0, ,167.8, ,79.9, 
2,8/2/2022,214,0.29, ,0.00, ,604, ,16.4, ,98.4, ,69.4, ,84.8, ,57, ,27, ,40, ,57.9, ,5.7, ,136.0, ,79.7, 
2,8/3/2022,215,0.31, ,0, ,625, ,15.3, ,100.6, ,70.4, ,86.7, ,53, ,25, ,35, ,55.9, ,6.1, ,145.3, ,80.8, 
2,8/4/2022,216,0.29, ,0, ,548, ,15.2, ,103.7, ,73.5,Y,88.6,Y,52, ,23, ,33,Y,55.8,Y,5.7, ,136.4, ,81.2, 
2,8/5/2022,217,0.24, ,0, ,467, ,15.3, ,90.4, ,73.1,Y,80.6, ,55, ,32, ,43, ,55.9, ,6.8, ,163.5, ,80.8, 
2,8/6/2022,218,0.28, ,0, ,637, ,17.2, ,92.3, ,64.9, ,78.9, ,74, ,35, ,51, ,59.3, ,7.8, ,188.1, ,80.3, 
2,8/7/2022,219,0.30, ,0, ,640, ,15.2, ,94.8, ,64.5, ,80.2, ,69, ,30, ,43, ,55.7, ,7.7, ,184.6, ,80.1, 
2,8/8/2022,220,0.30, ,0, ,605, ,13.5, ,93.3, ,64.9, ,79.6, ,65, ,27, ,39, ,52.6, ,8.0, ,191.3, ,79.6, 
2,8/9/2022,221,0.30, ,0, ,631, ,13.2, ,94.9, ,66.1, ,80.6, ,59, ,25, ,37, ,51.9, ,7.0, ,167.2, ,79.5, 
2,8/10/2022,222,0.28, ,0, ,629, ,14.1, ,91.5, ,63.1, ,77.3, ,70, ,29, ,44, ,53.7, ,7.4, ,178.0, ,79.3, 
2,8/11/2022,223,0.30, ,0, ,637, ,13.5, ,95.0, ,63.2, ,80.5, ,71, ,24, ,38, ,52.6, ,6.8, ,164.0, ,79.3, 
2,8/12/2022,224,0.30, ,0, ,631, ,11.9, ,95.3, ,61.4, ,80.2, ,62, ,21, ,34, ,49.2, ,6.8, ,162.8, ,79.2, 
2,8/13/2022,225,0.29, ,0, ,623, ,10.0, ,96.7, ,60.5, ,80.2, ,64, ,15, ,28, ,44.5, ,5.6, ,135.3, ,79.1, 
2,8/14/2022,226,0.30, ,0, ,646, ,9.4, ,97.4, ,58.6, ,80.2, ,60, ,15, ,27, ,42.9, ,5.3, ,126.4, ,78.8, 
2,8/15/2022,227,0.29, ,0, ,635, ,10.0, ,99.9, ,58.9, ,81.4, ,57, ,14, ,27, ,44.5, ,4.6, ,109.5, ,78.5, 
2,8/16/2022,228,0.29, ,0, ,625, ,11.4, ,102.3, ,62.6, ,84.6, ,57, ,14, ,28, ,48.0, ,4.1, ,99.4, ,78.7, 
2,8/17/2022,229,0.28, ,0, ,538, ,12.6, ,103.4, ,70.0, ,86.8, ,54, ,16, ,29, ,50.7, ,4.9, ,117.7, ,79.3, 
2,8/18/2022,230,0.31, ,0, ,617, ,12.4, ,102.0, ,65.6, ,85.3, ,58, ,19, ,30, ,50.3, ,5.9, ,141.5, ,79.7, 
2,8/19/2022,231,0.28, ,0, ,501, ,10.4, ,101.8, ,63.3, ,84.2, ,59, ,13, ,26, ,45.6, ,5.6, ,134.8, ,79.7, 
2,8/20/2022,232,0.25, ,0, ,510, ,11.3, ,104.5, ,60.0, ,83.2, ,59, ,15, ,29, ,47.7, ,3.6, ,86.5, ,79.5, 
2,8/21/2022,233,0.26, ,0, ,514, ,11.5, ,103.0, ,63.3, ,83.6, ,62, ,13, ,29, ,48.2, ,4.8, ,114.7, ,79.7, 
2,8/22/2022,234,0.27, ,0, ,511, ,13.0, ,96.9, ,62.4, ,81.1, ,65, ,21, ,36, ,51.5, ,6.1, ,145.8, ,79.6, 
2,8/23/2022,235,0.24, ,0, ,513, ,14.2, ,99.0, ,62.1, ,81.7, ,67, ,21, ,38, ,53.9, ,4.4, ,105.9, ,79.3, 
2,8/24/2022,236,0.24, ,0, ,506, ,14.3, ,106.5,Y,64.6, ,85.5, ,72, ,17, ,34, ,54.0, ,3.5, ,83.2, ,79.8, 
2,8/25/2022,237,0.26, ,0, ,533, ,12.3, ,102.3, ,65.0, ,83.5, ,63, ,18, ,31, ,50.0, ,4.4, ,105.7, ,80.4,Y
2,8/26/2022,238,0.24, ,0, ,482, ,11.6, ,101.0, ,64.6, ,82.0, ,57, ,15, ,31, ,48.5, ,4.7, ,113.2, ,80.2,Y
2,8/27/2022,239,0.24, ,0, ,500, ,11.8, ,100.5, ,64.2, ,82.2, ,60, ,14, ,31, ,48.8, ,4.3, ,103.6, ,80.3,Y
2,8/28/2022,240,0.24, ,0, ,511, ,12.5, ,96.8, ,61.9, ,79.2, ,63, ,20, ,37, ,50.6, ,4.5, ,108.8, ,80.0,Y
2,8/29/2022,241,0.24, ,0, ,504, ,13.6, ,97.8, ,64.7, ,80.8, ,63, ,23, ,38, ,52.7, ,5.4, ,130.2, ,79.7,Y
2,8/30/2022,242,0.26, ,0, ,537, ,13.6, ,99.1, ,63.0, ,82.3, ,67, ,21, ,36, ,52.8, ,5.0, ,120.2, ,79.8,Y
2,8/31/2022,243,0.27, ,0, ,541, ,13.4, ,99.2, ,64.5, ,82.1, ,64, ,20, ,36, ,52.3, ,5.8, ,138.0, ,79.8,Y
