148,8/1/2022,213,0.19, ,0, ,423, ,17.3, ,91.7, ,70.0,Y,79.1, ,68, ,36, ,51, ,59.4, ,4.4, ,106.7, ,76.1, 
148,8/2/2022,214,0.26, ,0, ,623, ,19.5,Y,98.9, ,64.5, ,82.4, ,90, ,30, ,52,Y,62.8,Y,4.1, ,98.4, ,76.1, 
148,8/3/2022,215,0.29, ,0, ,646, ,16.8, ,100.4, ,68.8,Y,84.8, ,59, ,27, ,41, ,58.6, ,4.4, ,105.8, ,76.9, 
148,8/4/2022,216,0.28, ,0, ,617, ,16.5, ,100.7, ,67.7,Y,85.2,Y,77, ,26, ,40,Y,58.0,Y,4.1, ,98.1, ,77.7, 
148,8/5/2022,217,0.14, ,0, ,355, ,17.2, ,88.3, ,69.2,Y,77.9, ,71, ,42, ,53, ,59.3, ,3.0, ,72.9, ,77.9, 
148,8/6/2022,218,0.24, ,0, ,648, ,18.1,Y,91.7, ,61.7, ,75.9, ,87, ,39, ,59,Y,60.6,Y,4.4, ,106.2, ,77.3, 
148,8/7/2022,219,0.25, ,0, ,654, ,16.1, ,93.7, ,55.6, ,75.4, ,92, ,31, ,53, ,57.3, ,4.0, ,95.1, ,76.9, 
148,8/8/2022,220,0.25, ,0, ,611, ,15.0, ,92.6, ,62.0, ,76.6, ,72, ,31, ,48, ,55.4, ,4.6, ,110.5, ,76.8, 
148,8/9/2022,221,0.25, ,0, ,617, ,15.7, ,92.6, ,67.3,Y,82.6, ,71, ,30, ,41, ,56.7, ,5.1, ,121.3, ,77.7, 
148,8/10/2022,222,0.24, ,0, ,649, ,15.2, ,91.8, ,62.0, ,75.4, ,76, ,29, ,50, ,55.8, ,4.4, ,104.7, ,76.9, 
148,8/11/2022,223,0.26, ,0, ,662, ,14.6, ,94.7, ,58.4, ,77.4, ,76, ,28, ,45, ,54.7, ,3.9, ,93.8, ,76.9, 
148,8/12/2022,224,0.26, ,0, ,671, ,13.6, ,95.1, ,54.4, ,76.6, ,91, ,25, ,43, ,52.7, ,4.0, ,95.5, ,76.8, 
148,8/13/2022,225,0.26, ,0, ,669, ,12.1, ,96.6, ,52.5, ,76.6, ,93, ,19, ,39, ,49.6, ,3.4, ,82.1, ,76.7, 
148,8/14/2022,226,0.26, ,0, ,678,R,12.4, ,98.2, ,50.9, ,75.1, ,94, ,17, ,42, ,50.2, ,3.1, ,75.6, ,76.5, 
148,8/15/2022,227,0.25, ,0, ,667,R,13.7, ,100.3, ,51.1, ,76.2, ,99, ,14, ,44, ,53.0, ,2.6, ,62.7, ,76.4, 
148,8/16/2022,228,0.25, ,0, ,641, ,15.3, ,102.8, ,55.3, ,80.0, ,97, ,17, ,44, ,56.0, ,2.7, ,63.7, ,76.9, 
148,8/17/2022,229,0.23, ,0, ,534, ,15.6, ,100.5, ,65.1, ,82.1, ,81, ,23, ,42, ,56.6, ,3.2, ,76.7, ,77.8, 
148,8/18/2022,230,0.26, ,0, ,624, ,14.9, ,101.1, ,60.2, ,82.8, ,80, ,26, ,39, ,55.2, ,3.4, ,81.6, ,78.1, 
148,8/19/2022,231,0.25, ,0, ,638, ,14.1, ,100.8, ,55.3, ,79.7, ,83, ,24, ,41, ,53.7, ,2.6, ,63.6, ,78.3, 
148,8/20/2022,232,0.24, ,0, ,646, ,15.4, ,102.8, ,52.3, ,76.8, ,98, ,18, ,49, ,56.2, ,2.1, ,50.7, ,77.9, 
148,8/21/2022,233,0.24, ,0, ,620, ,16.6, ,99.3, ,56.4, ,78.4, ,98, ,28, ,50, ,58.3, ,2.6, ,62.5, ,77.9, 
148,8/22/2022,234,0.24, ,0, ,623, ,16.0, ,96.2, ,54.9, ,76.1, ,95, ,29, ,52, ,57.3, ,3.1, ,74.2, ,77.8, 
148,8/23/2022,235,0.23, ,0, ,627, ,17.6, ,99.3, ,55.4, ,76.7, ,99, ,26, ,56, ,59.9, ,2.5, ,59.1, ,77.6, 
148,8/24/2022,236,0.24, ,0, ,608, ,17.5, ,103.6, ,56.6, ,80.6, ,99, ,23, ,49, ,59.6, ,2.5, ,59.4, ,77.9, 
148,8/25/2022,237,0.23, ,0,H,611,H,15.7,H,99.3, ,57.0, ,78.5,H,94,H,21,H,47, ,56.6, ,2.6,H,63.4,H,78.3,H
148,8/26/2022,238,0.23, ,0, ,606, ,16.1, ,97.9, ,55.3, ,77.7, ,92, ,25, ,50, ,57.5, ,2.9, ,68.9, ,77.8, 
148,8/27/2022,239,0.23, ,0, ,599, ,15.3, ,98.2, ,56.1, ,77.5, ,97, ,21, ,47, ,56.0, ,2.6, ,61.4, ,77.7, 
148,8/28/2022,240,0.22, ,0, ,589, ,15.1, ,93.4, ,54.2, ,74.6, ,95, ,27, ,52, ,55.7, ,2.9, ,69.0, ,77.3, 
148,8/29/2022,241,0.22, ,0, ,573, ,15.0, ,96.1, ,56.9, ,76.4, ,87, ,25, ,48, ,55.4, ,2.9, ,70.3, ,77.0, 
148,8/30/2022,242,0.22, ,0, ,584, ,15.7, ,99.4, ,57.7, ,78.1, ,85, ,27, ,48, ,56.7, ,2.8, ,67.3, ,77.1, 
148,8/31/2022,243,0.22, ,0, ,586, ,15.4, ,98.4, ,55.7, ,76.1, ,89, ,27, ,50, ,56.2, ,2.7, ,64.2, ,76.9, 
