263,8/1/2022,213,0.07, ,0, ,304, ,16.9, ,66.6, ,54.7, ,60.8, ,100, ,81, ,93, ,58.7, ,3.2,Y,76.1,Y,64.2, 
263,8/2/2022,214,0.16, ,0, ,544, ,17.3, ,69.1, ,54.3, ,61.2, ,100, ,79, ,94, ,59.3, ,3.1,Y,75.2,Y,64.5, 
263,8/3/2022,215,0.12, ,0.01, ,444, ,16.3, ,66.4, ,49.1, ,59.3, ,100, ,82, ,95, ,57.7, ,3.7,Y,88.1,Y,64.8, 
263,8/4/2022,216,0.19, ,0.00, ,619, ,15.4, ,75.1, ,46.1,Y,60.0, ,100, ,63, ,87, ,56.1, ,3.6,Y,86.5,Y,64.2, 
263,8/5/2022,217,0.14, ,0.00, ,481, ,15.9, ,68.7, ,50.4, ,58.8, ,100, ,78, ,94, ,57.0, ,4.0, ,95.7, ,64.2, 
263,8/6/2022,218,0.10, ,0.02,H,373, ,16.4, ,67.8, ,55.7, ,60.0, ,100, ,79, ,93, ,58.0, ,3.6,Y,87.3,Y,64.3, 
263,8/7/2022,219,0.08, ,0.02,H,322, ,16.6, ,69.1, ,56.1, ,60.3, ,100, ,76, ,93, ,58.2, ,3.8,Y,90.5,Y,64.3, 
263,8/8/2022,220,0.06, ,0.02, ,243, ,16.7, ,66.6, ,57.8, ,61.0, ,100, ,78, ,91, ,58.3, ,3.2,Y,76.0,Y,64.2, 
263,8/9/2022,221,0.04, ,0, ,195, ,16.1, ,64.5, ,57.3, ,60.2, ,99, ,81, ,90, ,57.4, ,3.2,Y,76.8,Y,63.8,Y
263,8/10/2022,222,0.20, ,0, ,638, ,15.4, ,72.4, ,46.6, ,61.1, ,100, ,59, ,84, ,56.2, ,3.4,Y,82.0,Y,64.0,Y
263,8/11/2022,223,0.13, ,0.01, ,481, ,15.7, ,65.6, ,48.8, ,57.8, ,100, ,86, ,96, ,56.6, ,2.8,Y,66.8,Y,64.0,Y
263,8/12/2022,224,0.16,R,0, ,531, ,15.0, ,69.2, ,48.1, ,59.5, ,100, ,65, ,86, ,55.4, ,3.1,Y,75.5,Y,63.6,Y
263,8/13/2022,225,0.19, ,0.01, ,634, ,15.0, ,70.1, ,43.2,Y,58.9, ,100, ,72, ,88, ,55.4, ,3.8,Y,91.8,Y,63.3,Y
263,8/14/2022,226,0.11, ,0, ,397, ,15.9, ,66.2, ,48.6, ,58.9, ,100, ,83, ,94, ,57.1, ,4.2, ,100.9, ,63.2,Y
263,8/15/2022,227,0.14, ,0, ,495, ,16.8, ,70.6, ,53.3, ,60.7, ,100, ,78, ,93, ,58.6, ,4.7, ,113.2, ,63.4,Y
263,8/16/2022,228,0.15, ,0, ,522, ,16.8, ,70.6, ,52.4, ,60.9, ,100, ,76, ,92, ,58.6, ,3.4,Y,82.5,Y,64.1, 
263,8/17/2022,229,0.16, ,0.00, ,568, ,16.3, ,72.8, ,49.6, ,59.7, ,100, ,77, ,93, ,57.8, ,2.9,Y,68.4,Y,64.0,Y
263,8/18/2022,230,0.12, ,0,R,650,R,16.8, ,68.0, ,56.4, ,60.3, ,100, ,83, ,94, ,58.6, ,3.1,Y,74.0,Y,64.1, 
263,8/19/2022,231,0.12, ,0, ,445, ,17.4, ,71.2, ,56.4, ,61.5, ,100, ,79, ,93, ,59.6, ,3.8, ,90.9, ,64.3, 
263,8/20/2022,232,0.14, ,0, ,482, ,16.8, ,70.8, ,50.8, ,61.1, ,100, ,72, ,91, ,58.6, ,3.7,Y,88.3,Y,64.8, 
263,8/21/2022,233,0.14, ,0.00, ,491, ,16.1, ,68.4, ,48.9, ,59.1, ,100, ,78, ,94, ,57.4, ,3.8, ,90.1, ,64.6, 
263,8/22/2022,234,0.15, ,0.00, ,529, ,17.3, ,71.1, ,48.6, ,61.8, ,100, ,70, ,92, ,59.5, ,2.8,Y,66.7,Y,64.9, 
263,8/23/2022,235,0.12, ,0, ,450, ,18.6, ,69.8, ,58.4, ,63.0, ,100, ,84, ,95, ,61.5, ,3.6,Y,87.3,Y,66.1, 
263,8/24/2022,236,0.10, ,0.00, ,373, ,17.2, ,67.7, ,57.6, ,60.6, ,100, ,81, ,95, ,59.2, ,4.6, ,110.0, ,66.0, 
263,8/25/2022,237,0.11, ,0, ,423, ,17.4, ,67.5, ,58.0, ,61.2, ,100, ,87, ,95, ,59.6, ,3.7, ,88.2, ,65.7, 
263,8/26/2022,238,0.12, ,0.00, ,451, ,17.0, ,68.1, ,56.8, ,60.5, ,100, ,81, ,95, ,59.0, ,4.7, ,113.4, ,66.0, 
263,8/27/2022,239,0.15, ,0, ,501, ,16.7, ,73.3, ,51.3, ,62.0, ,100, ,71, ,88, ,58.4, ,3.4,Y,81.6,Y,66.1, 
263,8/28/2022,240,0.14, ,0.00, ,504, ,14.7, ,68.4, ,43.7,Y,56.9, ,100, ,76, ,93, ,54.9, ,2.7,Y,65.5,Y,65.3, 
263,8/29/2022,241,0.10, ,0, ,376, ,15.0, ,66.0, ,47.7, ,56.4, ,100, ,84, ,96, ,55.3, ,3.1,Y,74.5,Y,64.5, 
263,8/30/2022,242,0.07, ,0.00, ,311, ,15.5, ,63.2, ,54.2, ,57.0, ,100, ,87, ,97, ,56.3, ,3.3,Y,78.1,Y,64.5, 
263,8/31/2022,243,0.06, ,0.00, ,254, ,15.5, ,61.9, ,55.2, ,57.5, ,100, ,87, ,96, ,56.3, ,3.1,Y,75.5,Y,64.2, 
