182,8/1/2022,213,0.25, ,0, ,581, ,19.6, ,98.7, ,75.0,Y,85.1, ,66, ,31, ,47, ,62.9, ,4.0, ,96.2, ,87.4, 
182,8/2/2022,214,0.27, ,0, ,653, ,18.6, ,98.4, ,71.0, ,84.9, ,70, ,29, ,45, ,61.5, ,2.9, ,70.7, ,88.4,Y
182,8/3/2022,215,0.27, ,0, ,852,R,20.4,Y,100.5, ,80.5,R,91.3,Y,68, ,29, ,41,Y,64.1,Y,3.4, ,82.0, ,88.8,Y
182,8/4/2022,216,0.27, ,0, ,572, ,16.8, ,103.0, ,76.1,Y,88.4, ,60, ,23, ,37, ,58.5, ,4.0, ,95.4, ,88.6,Y
182,8/5/2022,217,0.24, ,0, ,535, ,16.8, ,95.6, ,73.0, ,82.8, ,65, ,24, ,44, ,58.6, ,4.0, ,96.0, ,88.5,Y
182,8/6/2022,218,0.25, ,0, ,686, ,19.6,Y,94.0, ,67.7, ,80.1, ,75, ,37, ,56,Y,63.0,Y,3.5, ,84.2, ,87.0,Y
182,8/7/2022,219,0.26, ,0, ,676, ,18.1, ,95.7, ,65.4, ,80.6, ,76, ,32, ,51, ,60.6, ,3.4, ,82.0, ,86.3, 
182,8/8/2022,220,0.26, ,0, ,660, ,16.8, ,95.3, ,68.5, ,81.1, ,68, ,29, ,46, ,58.5, ,3.8, ,90.6, ,86.3,Y
182,8/9/2022,221,0.24, ,0, ,578, ,15.3, ,95.6, ,67.9, ,80.9, ,66, ,28, ,42, ,56.0, ,3.3, ,80.4, ,86.4,Y
182,8/10/2022,222,0.24, ,0, ,666, ,16.2, ,94.0, ,65.1, ,78.0, ,68, ,31, ,50, ,57.6, ,3.3, ,79.5, ,85.4, 
182,8/11/2022,223,0.25, ,0, ,659, ,16.6, ,95.8, ,64.9, ,79.6, ,70, ,28, ,48, ,58.2, ,2.9, ,70.2, ,85.2, 
182,8/12/2022,224,0.26, ,0, ,674, ,14.4, ,95.9, ,63.3, ,79.7, ,67, ,23, ,42, ,54.4, ,3.4, ,81.3, ,85.4, 
182,8/13/2022,225,0.26, ,0, ,678,R,13.7, ,97.4, ,61.7, ,79.3, ,77, ,19, ,40, ,53.0, ,2.9, ,69.5, ,84.5, 
182,8/14/2022,226,0.26, ,0, ,684,R,13.4, ,98.6, ,62.8, ,79.9, ,72, ,18, ,38, ,52.3, ,2.9, ,68.5, ,84.4, 
182,8/15/2022,227,0.27, ,0, ,672,R,13.5, ,100.8, ,63.4, ,82.1, ,72, ,15, ,36, ,52.5, ,3.1, ,75.4, ,85.0, 
182,8/16/2022,228,0.26, ,0, ,662, ,14.7, ,102.9, ,66.4, ,84.9, ,68, ,16, ,36, ,54.9, ,3.0, ,72.9, ,84.6, 
182,8/17/2022,229,0.27, ,0, ,574, ,13.9, ,104.4, ,73.1,Y,88.4,Y,57, ,15, ,30,Y,53.3,Y,3.5, ,84.1, ,80.3, 
182,8/18/2022,230,0.27, ,0, ,642, ,15.3, ,101.8, ,68.1, ,85.2, ,64, ,19, ,37, ,55.9, ,3.2, ,77.2, ,80.9, 
182,8/19/2022,231,0.26, ,0, ,641, ,15.0, ,102.7, ,67.1, ,84.7, ,68, ,18, ,37, ,55.4, ,2.6, ,62.8, ,82.2, 
182,8/20/2022,232,0.27, ,0, ,643, ,14.3, ,104.9, ,66.7, ,85.7, ,72, ,15, ,34, ,54.2, ,3.3, ,78.9, ,83.7, 
182,8/21/2022,233,0.27, ,0, ,635, ,13.4, ,104.9, ,68.3, ,85.6, ,60, ,17, ,32, ,52.4, ,3.3, ,79.0, ,84.8, 
182,8/22/2022,234,0.25, ,0, ,626, ,15.0, ,98.7, ,65.2, ,81.3, ,66, ,21, ,41, ,55.4, ,3.0, ,72.2, ,85.0, 
182,8/23/2022,235,0.25, ,0, ,622, ,16.7, ,100.0, ,66.2, ,82.9, ,74, ,21, ,43, ,58.4, ,2.9, ,68.8, ,85.0, 
182,8/24/2022,236,0.27, ,0, ,608, ,16.0, ,105.1, ,68.6, ,85.8, ,74, ,21, ,38, ,57.3, ,3.5, ,85.0, ,85.9,Y
182,8/25/2022,237,0.27, ,0,H,601,H,13.7,H,101.9, ,69.1, ,85.7,H,59,H,21,H,33, ,53.0, ,3.5,H,83.7,H,86.4,Y
182,8/26/2022,238,0.25, ,0, ,605, ,14.2, ,100.9, ,66.0, ,83.2, ,62, ,20, ,37, ,54.0, ,3.1, ,74.0, ,86.2,Y
182,8/27/2022,239,0.27, ,0, ,597, ,13.4, ,101.6, ,66.4, ,82.2, ,69, ,15, ,36, ,52.3, ,4.1,Y,98.9,Y,85.8,Y
182,8/28/2022,240,0.25, ,0, ,595, ,12.6, ,96.4, ,64.0, ,79.9, ,61, ,23, ,36, ,50.6, ,3.5, ,83.1, ,85.1,Y
182,8/29/2022,241,0.25, ,0, ,578, ,13.5, ,97.3, ,66.2, ,80.6, ,58, ,24, ,38, ,52.6, ,3.4, ,82.3, ,84.9,Y
182,8/30/2022,242,0.24, ,0, ,586, ,15.5, ,99.7, ,65.5, ,82.0, ,67, ,25, ,42, ,56.4, ,2.9, ,70.4, ,84.8,Y
182,8/31/2022,243,0.23, ,0, ,558, ,16.7, ,100.5, ,65.7, ,82.5, ,69, ,23, ,44, ,58.5, ,2.9, ,69.7, ,85.0,Y
